Player Name,Club Name,Total,Short,Medium,Long,,Expected,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Ast
Kevin Vogt,Hoffenheim,de GER,DF,31,16.3,17137,939,7528,237,252,94.0,413,11,0,84,201,72.6,Matches
Robert Skov,Hoffenheim,dk DEN,"DF,FW",27,14.0,9703,736,3351,226,260,86.9,252,19,5,71,116,48.3,Matches
Kevin Akpoguma,Hoffenheim,ng NGA,DF,28,12.9,10584,711,3879,275,302,91.1,277,2,0,55,79,63.3,Matches
Umut Tohumcu,Hoffenheim,de GER,MF,18,11.4,5711,419,1505,203,216,94.0,134,11,2,46,33,72.7,Matches
Stanley N'Soki,Hoffenheim,fr FRA,DF,24,7.0,5355,399,2302,141,162,87.0,148,3,0,37,41,48.8,Matches
Finn Ole Becker,Hoffenheim,de GER,MF,23,6.9,3882,315,1192,132,151,87.4,86,11,0,36,40,55.0,Matches
Tim Drexler,Hoffenheim,de GER,DF,18,6.4,5021,349,1532,158,168,94.0,141,0,0,12,22,50.0,Matches
David Jurásek,Hoffenheim,cz CZE,DF,22,5.5,2795,256,1295,71,81,87.7,84,6,5,12,36,22.2,Matches
Attila Szalai,Hoffenheim,hu HUN,DF,25,3.7,2249,178,1119,53,62,85.5,63,2,1,13,30,33.3,Matches
Mergim Berisha,Hoffenheim,de GER,FW,25,2.3,290,33,91,11,15,73.3,7,1,0,3,2,50.0,Matches
Tom Bischof,Hoffenheim,de GER,"MF,FW",18,2.0,1501,112,532,45,53,84.9,33,4,2,18,11,63.6,Matches
Angelo Stiller,Hoffenheim,de GER,MF,22,1.9,683,43,273,17,19,89.5,13,1,1,7,7,71.4,Matches
Julian Justvan,Hoffenheim,de GER,"FW,MF",25,0.9,560,55,223,20,27,74.1,12,3,1,5,5,60.0,Matches
Bambasé Conté,Hoffenheim,de GER,"MF,FW",20,0.8,228,24,61,14,15,93.3,4,1,0,2,3,33.3,Matches
Dennis Geiger,Hoffenheim,de GER,MF,25,0.7,162,12,64,3,5,60.0,5,0,0,3,1,0.0,Matches
Max Moerstedt,Hoffenheim,de GER,"DF,FW",,0.1,18,3,0,2,3,66.7,0,0,0,0,0,,Matches
Kasim Nuhu,Hoffenheim,gh GHA,DF,28,0.1,25,3,0,0,0,,1,0,0,0,0,,Matches
Diadie Samassékou,Hoffenheim,ml MLI,MF,27,0.0,25,2,0,1,1,100.0,1,0,0,0,0,,Matches
Morten Frendrup,Genoa,dk DEN,MF,22,36.8,14254,1224,3493,548,625,87.7,333,14,1,105,83,54.2,Matches
Josep Martinez,Genoa,es ESP,GK,25,36.0,30756,1430,22375,123,125,98.4,498,0,0,2,777,50.5,Matches
Albert Guðmundsson,Genoa,is ISL,"FW,MF",26,35.0,15139,1213,4812,447,514,87.0,282,34,8,120,230,52.2,Matches
Johan Vásquez,Genoa,mx MEX,DF,24,32.7,19696,1394,6461,415,465,89.2,532,8,4,81,223,48.4,Matches
Milan Badelj,Genoa,hr CRO,MF,34,29.9,19451,1407,6788,504,579,87.0,474,23,4,151,189,58.2,Matches
Koni De Winter,Genoa,be BEL,DF,21,28.0,19280,1269,6416,465,509,91.4,568,5,0,76,99,67.7,Matches
Stefano Sabelli,Genoa,it ITA,DF,30,27.1,10552,977,4661,307,377,81.4,228,35,15,88,164,37.2,Matches
Mateo Retegui,Genoa,it ITA,FW,24,26.2,3135,412,410,177,233,76.0,61,5,0,17,15,40.0,Matches
Mattia Bani,Genoa,it ITA,DF,29,26.2,18643,1152,6794,325,356,91.3,533,1,0,37,181,52.5,Matches
Radu Drăgușin,Genoa,ro ROU,DF,21,21.5,10460,721,3372,233,270,86.3,308,2,0,29,83,49.4,Matches
Ruslan Malinovskyi,Genoa,ua UKR,MF,30,17.7,10195,719,3368,247,283,87.3,245,11,1,83,113,54.0,Matches
Aarón Martín,Genoa,es ESP,DF,26,17.2,7748,619,2727,195,216,90.3,169,16,11,35,128,42.2,Matches
Alessandro Vogliacco,Genoa,it ITA,DF,24,15.7,9349,626,3512,186,204,91.2,235,12,7,49,120,49.2,Matches
Morten Thorsby,Genoa,no NOR,MF,27,15.4,2782,332,810,116,173,67.1,64,6,2,28,14,35.7,Matches
Kevin Strootman,Genoa,nl NED,MF,33,14.9,8923,670,2778,267,310,86.1,218,10,5,61,69,58.0,Matches
Caleb Ekuban,Genoa,gh GHA,FW,29,13.1,1854,211,476,84,106,79.2,34,6,0,15,16,62.5,Matches
Junior Messias,Genoa,br BRA,"MF,DF",32,11.7,3861,337,1103,120,143,83.9,92,12,5,29,39,43.6,Matches
Ridgeciano Haps,Genoa,sr SUR,DF,30,10.3,2722,221,710,88,102,86.3,54,4,1,13,26,65.4,Matches
Djed Spence,Genoa,eng ENG,DF,22,9.5,4216,342,1253,148,166,89.2,93,9,6,25,29,65.5,Matches
Nicola Leali,Genoa,it ITA,GK,30,5.3,1453,72,1302,3,3,100.0,15,0,0,0,53,39.6,Matches
Berkan Kutlu,Genoa,tr TUR,MF,25,3.7,867,64,363,21,27,77.8,12,4,3,5,16,62.5,Matches
Silvan Hefti,Genoa,ch SUI,"MF,DF",25,3.3,356,39,119,15,20,75.0,6,0,0,2,4,50.0,Matches
George Pușcaș,Genoa,ro ROU,FW,27,3.2,430,61,67,24,37,64.9,8,1,0,3,1,0.0,Matches
Alan Matturro,Genoa,uy URU,DF,18,3.2,260,25,134,7,8,87.5,7,0,0,4,6,16.7,Matches
Vitinha,Genoa,pt POR,"FW,MF",23,3.2,531,60,119,17,24,70.8,13,1,1,4,6,33.3,Matches
Pablo Galdames Millán,Genoa,cl CHI,"MF,DF",26,2.2,411,23,173,7,8,87.5,12,0,0,5,3,66.7,Matches
Giorgio Cittadini,Genoa,it ITA,DF,21,1.2,392,31,117,6,11,54.5,9,0,0,1,5,80.0,Matches
Filip Jagiełło,Genoa,pl POL,MF,25,1.0,287,17,13,5,5,100.0,9,0,0,2,2,50.0,Matches
Davide Biraschi,Genoa,it ITA,DF,29,1.0,684,37,308,6,7,85.7,18,1,0,5,9,77.8,Matches
David Akpan Ankeye,Genoa,ng NGA,FW,21,0.6,85,9,20,2,3,66.7,3,1,0,1,0,,Matches
Emil Bohinen,Genoa,no NOR,MF,24,0.6,395,34,157,13,15,86.7,7,2,1,3,4,50.0,Matches
Seydou Fini,Genoa,it ITA,"DF,FW",17,0.5,118,14,34,7,10,70.0,2,0,0,0,0,,Matches
Massimo Coda,Genoa,it ITA,FW,34,0.1,,,,,,,,,,,,,Matches
Daniele Sommariva,Genoa,it ITA,GK,26,0.1,0,3,0,0,0,,0,0,0,0,3,0.0,Matches
Christos Papadopoulos,Genoa,gr GRE,FW,18,0.0,0,0,0,0,0,,0,0,0,0,0,,Matches
Joachim Andersen,Crystal Palace,dk DEN,DF,27,39.9,37874,2209,14700,488,559,87.3,950,17,8,147,547,51.4,Matches
Tyrick Mitchell,Crystal Palace,eng ENG,"DF,MF",23,39.3,18588,1627,7927,605,718,84.3,486,29,12,94,142,44.4,Matches
Jordan Ayew,Crystal Palace,gh GHA,"FW,MF",31,29.7,9753,920,1856,417,478,87.2,213,26,10,63,74,32.4,Matches
Jefferson Lerma,Crystal Palace,co COL,"MF,DF",28,29.4,15825,1250,5095,554,625,88.6,371,20,3,106,114,57.0,Matches
Jean-Philippe Mateta,Crystal Palace,fr FRA,FW,26,28.6,4043,433,785,195,245,79.6,75,14,4,25,14,92.9,Matches
Chris Richards,Crystal Palace,us USA,"DF,MF",23,27.3,13337,942,4341,362,413,87.7,341,2,0,43,100,58.0,Matches
Eberechi Eze,Crystal Palace,eng ENG,"MF,FW",25,25.3,11150,909,3226,353,405,87.2,253,45,7,93,134,45.5,Matches
Marc Guéhi,Crystal Palace,eng ENG,DF,23,25.0,22770,1309,7962,363,403,90.1,636,5,0,67,212,61.3,Matches
Sam Johnstone,Crystal Palace,eng ENG,GK,30,22.8,11568,599,8793,45,46,97.8,143,0,0,0,401,38.7,Matches
Will Hughes,Crystal Palace,eng ENG,MF,28,22.6,10742,878,3108,389,436,89.2,281,16,2,76,62,43.5,Matches
Joel Ward,Crystal Palace,eng ENG,DF,33,22.0,11829,944,5634,358,396,90.4,301,7,3,66,134,34.3,Matches
Dean Henderson,Crystal Palace,eng ENG,GK,26,19.2,7596,485,5485,75,78,96.2,120,1,0,0,277,29.2,Matches
Odsonne Édouard,Crystal Palace,fr FRA,"FW,MF",25,19.1,3106,350,704,164,207,79.2,61,15,1,36,11,63.6,Matches
Nathaniel Clyne,Crystal Palace,eng ENG,DF,32,18.5,7555,600,3021,266,288,92.4,191,4,2,33,54,51.9,Matches
Jeffrey Schlupp,Crystal Palace,gh GHA,"FW,MF",30,17.8,3498,334,903,146,182,80.2,88,9,2,33,25,28.0,Matches
Daniel Muñoz,Crystal Palace,co COL,"DF,MF",27,16.0,7556,720,2865,365,417,87.5,164,4,0,38,35,40.0,Matches
Adam Wharton,Crystal Palace,eng ENG,MF,19,14.4,8091,596,2486,209,244,85.7,199,16,3,79,80,56.3,Matches
Michael Olise,Crystal Palace,fr FRA,"FW,MF",21,14.2,8557,721,2634,300,339,88.5,154,34,3,78,116,47.4,Matches
Cheick Doucouré,Crystal Palace,ml MLI,MF,23,10.9,5725,422,1849,200,222,90.1,146,5,0,49,24,75.0,Matches
Naouirou Ahamada,Crystal Palace,fr FRA,"MF,FW",21,5.0,2455,187,628,76,89,85.4,59,0,0,25,14,71.4,Matches
Jaïro Riedewald,Crystal Palace,nl NED,"MF,FW",26,4.4,1422,113,331,37,42,88.1,40,2,0,10,13,38.5,Matches
Matheus França,Crystal Palace,br BRA,"MF,FW",19,3.7,910,79,256,20,29,69.0,24,2,0,8,13,38.5,Matches
Jesurun Rak Sakyi,Crystal Palace,eng ENG,"MF,FW",20,2.6,535,50,79,24,28,85.7,11,0,0,2,3,66.7,Matches
David Ozoh,Crystal Palace,eng ENG,"MF,DF",18,2.1,695,51,112,21,22,95.5,25,0,0,4,0,,Matches
James Tomkins,Crystal Palace,eng ENG,DF,34,1.0,362,21,142,8,9,88.9,6,0,0,1,4,100.0,Matches
Rob Holding,Crystal Palace,eng ENG,DF,27,1.0,,,,,,,,,,,,,Matches
Remi Matthews,Crystal Palace,eng ENG,GK,29,0.0,0,5,0,0,0,,0,0,0,0,5,0.0,Matches
José Luis García Vayá,Valencia,es ESP,MF,24,38.8,30479,2132,10706,716,835,85.7,689,38,14,251,375,56.8,Matches
Giorgi Mamardashvili,Valencia,ge GEO,GK,22,36.5,18905,1111,15286,107,111,96.4,253,1,0,0,734,31.1,Matches
Cristhian Mosquera,Valencia,es ESP,DF,19,36.1,27551,1646,8196,500,543,92.1,808,0,0,77,211,63.5,Matches
Hugo Duro,Valencia,es ESP,FW,23,34.7,5076,570,712,259,322,80.4,108,4,0,34,15,46.7,Matches
Diego López,Valencia,es ESP,"MF,FW",21,31.4,7299,791,1914,304,412,73.8,148,21,7,73,59,49.2,Matches
Javier Guerra,Valencia,es ESP,MF,20,30.3,11090,969,2783,334,415,80.5,288,11,2,81,112,42.9,Matches
Thierry Correia,Valencia,pt POR,DF,24,26.4,16699,1340,6810,546,608,89.8,369,29,11,80,209,40.7,Matches
Francisco Perez,Valencia,es ESP,"MF,FW",20,24.7,5954,584,1592,283,337,84.0,112,18,7,41,37,51.4,Matches
Dimitri Foulquier,Valencia,fr FRA,"DF,MF",30,21.5,11858,1042,4675,394,463,85.1,308,14,6,72,118,35.6,Matches
José Luis Gayà,Valencia,es ESP,DF,28,21.2,14090,1062,4670,376,425,88.5,343,22,12,72,153,46.4,Matches
Cenk Özkacar,Valencia,tr TUR,DF,22,20.1,13108,860,4662,265,295,89.8,364,3,0,56,135,43.0,Matches
Hugo Guillamón,Valencia,es ESP,MF,23,17.4,9956,695,3003,271,308,88.0,212,3,1,65,105,62.9,Matches
Gabriel Paulista,Valencia,br BRA,DF,32,16.5,14412,816,5224,187,222,84.2,422,3,0,33,129,63.6,Matches
Sergi Canós,Valencia,es ESP,"MF,FW",26,16.5,4015,405,1421,131,174,75.3,96,17,4,52,53,37.7,Matches
Roman Yaremchuk,Valencia,ua UKR,FW,27,13.2,1794,210,404,98,130,75.4,30,4,0,20,6,100.0,Matches
Mouctar Diakhaby,Valencia,gn GUI,"DF,MF",26,12.9,9314,546,2704,152,160,95.0,272,2,0,29,76,56.6,Matches
Domingos André Ribeiro Almeida,Valencia,pt POR,"FW,MF",23,10.7,4701,399,1257,183,202,90.6,99,10,0,50,40,57.5,Matches
Jesus Vazquez,Valencia,es ESP,"DF,MF",20,10.3,2505,262,917,103,121,85.1,51,7,4,15,27,37.0,Matches
Yarek Gasiorowski,Valencia,es ESP,DF,18,10.2,3728,292,1484,95,113,84.1,93,0,0,15,54,35.2,Matches
Selim Amallah,Valencia,ma MAR,"FW,MF",26,8.3,1635,164,456,69,83,83.1,32,3,0,21,14,50.0,Matches
Peter Federico,Valencia,do DOM,"MF,FW",21,7.2,1547,162,491,62,82,75.6,35,6,3,16,9,44.4,Matches
Jaume Doménech,Valencia,es ESP,GK,32,5.2,370,31,283,2,2,100.0,6,0,0,0,23,21.7,Matches
Alberto Marí,Valencia,es ESP,FW,22,4.3,498,61,112,22,30,73.3,11,1,0,6,2,100.0,Matches
Pablo Gozalbez,Valencia,es ESP,"MF,FW",22,3.2,197,32,61,8,15,53.3,6,0,0,0,3,33.3,Matches
Hugo González,Valencia,es ESP,"MF,FW",20,1.8,360,39,94,15,19,78.9,7,1,1,2,3,33.3,Matches
César Tárrega,Valencia,es ESP,DF,21,1.1,90,5,22,1,1,100.0,4,0,0,0,0,,Matches
Ruben Lendinez,Valencia,es ESP,DF,20,1.0,90,6,11,3,3,100.0,3,0,0,0,0,,Matches
Marco Camús,Valencia,es ESP,MF,21,0.8,,,,,,,,,,,,,Matches
Cristian,Valencia,es ESP,GK,25,0.6,294,18,213,3,3,100.0,8,0,0,0,7,28.6,Matches
David Otorbi,Valencia,es ESP,FW,15,0.5,,,,,,,,,,,,,Matches
Mario Dominguez,Valencia,es ESP,FW,19,0.3,56,5,22,2,2,100.0,0,0,0,1,1,100.0,Matches
Ali Fadal,Valencia,gh GHA,MF,19,0.2,,,,,,,,,,,,,Matches
Guillaume Restes,Toulouse,fr FRA,GK,18,43.0,21223,1165,14082,212,213,99.5,416,1,0,0,517,42.6,Matches
Rasmus Nicolaisen,Toulouse,dk DEN,DF,26,42.5,33593,2022,12393,532,607,87.6,982,2,0,108,300,58.3,Matches
Thijs Dallinga,Toulouse,nl NED,FW,22,38.1,7211,762,1331,299,420,71.2,144,17,4,41,43,62.8,Matches
Logan Costa,Toulouse,cv CPV,DF,22,36.4,34475,2124,14446,594,664,89.5,905,8,2,166,369,58.3,Matches
Vincent Sierro,Toulouse,ch SUI,MF,27,35.9,24624,1675,7699,471,553,85.2,626,29,7,176,302,52.6,Matches
Gabriel Suazo,Toulouse,cl CHI,DF,25,35.6,22922,1770,7995,664,764,86.9,589,52,14,137,185,53.0,Matches
Cristian Cásseres Jr.,Toulouse,ve VEN,MF,23,29.3,17359,1219,4713,427,496,86.1,452,8,2,102,149,61.7,Matches
Aron Dønnum,Toulouse,no NOR,"FW,MF",25,25.7,10156,773,3123,280,338,82.8,211,29,3,93,111,63.1,Matches
Mikkel Desler,Toulouse,dk DEN,DF,28,23.3,14928,1270,4835,597,667,89.5,364,5,2,104,73,46.6,Matches
Moussa Diarra,Toulouse,ml MLI,DF,22,22.6,13701,970,5426,306,366,83.6,406,20,4,84,78,61.5,Matches
Stijn Spierings,Toulouse,nl NED,MF,27,20.6,18167,1186,6008,452,497,90.9,428,10,1,170,158,71.5,Matches
Niklas Schmidt,Toulouse,de GER,MF,25,19.1,17552,1086,5468,317,374,84.8,386,20,9,135,222,65.3,Matches
Frank Magri,Toulouse,cm CMR,"FW,MF",23,18.5,3638,379,1017,139,182,76.4,96,14,5,36,14,28.6,Matches
Waren Kamanzi,Toulouse,no NOR,"DF,FW",22,16.7,8499,672,2661,311,355,87.6,215,12,1,65,33,63.6,Matches
Christian Mawissa,Toulouse,fr FRA,DF,18,16.5,9300,675,3132,259,290,89.3,261,4,1,40,63,49.2,Matches
Yann Gboho,Toulouse,fr FRA,"MF,FW",22,15.9,3382,320,934,139,168,82.7,79,23,2,57,11,63.6,Matches
Gelabert,Toulouse,es ESP,"MF,FW",22,11.8,5638,445,1539,181,224,80.8,124,12,1,47,41,65.9,Matches
Zakaria Aboukhlal,Toulouse,ma MAR,"MF,FW",23,8.8,2070,200,599,72,98,73.5,54,9,1,20,8,75.0,Matches
Kévin Keben Biakolo,Toulouse,cm CMR,DF,19,7.6,4300,303,1687,105,120,87.5,119,0,0,15,36,47.2,Matches
Denis Genreau,Toulouse,au AUS,"MF,FW",24,5.9,2537,231,863,97,125,77.6,53,4,1,18,17,64.7,Matches
Ibrahim Cissoko,Toulouse,nl NED,"FW,MF",20,5.1,1786,144,439,63,73,86.3,34,10,8,16,13,69.2,Matches
Shavy Babicka,Toulouse,ga GAB,"FW,MF",23,4.7,1300,137,255,44,62,71.0,29,7,3,8,7,85.7,Matches
Yanis Begraoui,Toulouse,ma MAR,"FW,MF",22,4.3,1093,115,294,41,52,78.8,32,1,0,9,3,33.3,Matches
Naatan Skyttä,Toulouse,fi FIN,"MF,FW",21,2.9,968,68,265,29,31,93.5,25,3,1,12,4,100.0,Matches
Álex Domínguez,Toulouse,es ESP,GK,25,2.0,,,,,,,,,,,,,Matches
Mamady Bangré,Toulouse,bf BFA,"FW,MF",22,1.1,791,74,234,27,32,84.4,21,5,2,9,4,50.0,Matches
Fares Chaïbi,Toulouse,dz ALG,"FW,MF",20,0.6,472,40,135,12,14,85.7,10,2,0,5,8,37.5,Matches
Noah Lahmadi,Toulouse,fr FRA,MF,18,0.3,,,,,,,,,,,,,Matches
Noah Edjouma,Toulouse,fr FRA,FW,17,0.1,,,,,,,,,,,,,Matches
Pascal Groß,Brighton,de GER,"MF,DF",32,45.6,52096,3897,16346,1903,2016,94.4,1104,86,31,349,440,54.1,Matches
Lewis Dunk,Brighton,eng ENG,DF,31,40.6,61455,3928,23643,1629,1678,97.1,1621,9,1,181,409,63.6,Matches
Jan Paul van Hecke,Brighton,nl NED,DF,23,37.3,47039,2977,18161,1166,1231,94.7,1363,12,1,207,226,73.5,Matches
Billy Gilmour,Brighton,sct SCO,MF,22,32.4,35592,2542,9266,1250,1308,95.6,855,42,3,232,202,64.4,Matches
Simon Adingra,Brighton,ci CIV,FW,21,31.6,10894,1021,2199,490,580,84.5,239,42,13,67,46,52.2,Matches
João Pedro,Brighton,br BRA,"FW,MF",21,30.5,9991,950,2002,481,549,87.6,202,46,6,99,57,54.4,Matches
Bart Verbruggen,Brighton,nl NED,GK,20,27.0,17058,971,11937,333,337,98.8,347,0,0,3,265,57.4,Matches
Igor,Brighton,br BRA,DF,25,25.4,27790,1895,9066,883,923,95.7,779,3,0,136,98,70.4,Matches
Danny Welbeck,Brighton,eng ENG,"FW,MF",32,23.1,5472,577,832,333,384,86.7,107,14,0,47,3,33.3,Matches
Jason Steele,Brighton,eng ENG,GK,32,23.0,15408,841,10627,241,242,99.6,331,0,0,0,248,56.0,Matches
Kaoru Mitoma,Brighton,jp JPN,FW,26,22.9,7869,822,2069,435,502,86.7,148,47,5,86,34,32.4,Matches
Joël Veltman,Brighton,nl NED,DF,31,21.8,14333,1059,3930,440,495,88.9,381,13,0,105,93,60.2,Matches
Facundo Buonanotte,Brighton,ar ARG,"FW,MF",18,20.6,6318,575,1290,316,356,88.8,124,17,2,58,21,66.7,Matches
Pervis Estupiñán,Brighton,ec ECU,DF,25,19.8,13608,1105,4112,542,594,91.2,323,27,12,98,69,50.7,Matches
Evan Ferguson,Brighton,ie IRL,FW,18,19.2,3287,337,355,174,202,86.1,58,4,0,15,15,73.3,Matches
Carlos Baleba,Brighton,cm CMR,MF,19,16.6,11294,837,2287,439,467,94.0,281,3,0,50,30,80.0,Matches
Tariq Lamptey,Brighton,gh GHA,"DF,FW",22,14.4,7361,584,1306,266,296,89.9,185,15,7,25,37,59.5,Matches
Adam Webster,Brighton,eng ENG,DF,28,14.1,17066,1106,5886,435,469,92.8,498,4,0,80,79,70.9,Matches
Jack Hinshelwood,Brighton,eng ENG,DF,18,13.5,7161,596,1545,279,316,88.3,182,7,2,24,31,45.2,Matches
Ansu Fati,Brighton,es ESP,"MF,FW",20,11.1,4063,359,812,205,215,95.3,79,12,0,43,14,85.7,Matches
Adam Lallana,Brighton,eng ENG,"MF,FW",35,10.7,5278,546,1177,350,379,92.3,83,17,1,42,8,87.5,Matches
James Milner,Brighton,eng ENG,"DF,MF",37,10.5,9313,710,2852,331,364,90.9,217,21,6,78,59,57.6,Matches
Solly March,Brighton,eng ENG,"FW,DF",29,8.5,3944,336,1126,145,172,84.3,81,11,1,30,37,59.5,Matches
Jakub Moder,Brighton,pl POL,"MF,DF",24,8.2,3263,304,908,150,165,90.9,75,3,0,23,14,35.7,Matches
Mahmoud Dahoud,Brighton,de GER,MF,27,7.5,5276,415,1270,209,221,94.6,117,2,1,18,29,65.5,Matches
Julio Enciso,Brighton,py PAR,"MF,FW",19,6.6,2113,209,617,91,107,85.0,46,5,2,23,16,62.5,Matches
Valentín Barco,Brighton,ar ARG,"DF,FW",19,3.5,2509,233,864,120,131,91.6,47,3,0,14,23,30.4,Matches
Odeluga Offiah,Brighton,eng ENG,DF,20,1.4,851,80,196,39,41,95.1,21,1,0,4,7,28.6,Matches
Mark O'Mahony,Brighton,ie IRL,FW,18,0.7,162,16,2,7,8,87.5,5,0,0,0,0,,Matches
Benicio Boaitey,Brighton,eng ENG,"FW,DF",19,0.7,188,20,30,8,11,72.7,5,0,0,2,0,,Matches
Cameron Peupion,Brighton,au AUS,MF,20,0.5,,,,,,,,,,,,,Matches
Josh Duffus,Brighton,eng ENG,MF,18,0.0,0,0,0,0,0,,0,0,0,0,0,,Matches
Jack Hinchy,Brighton,eng ENG,MF,20,0.0,,,,,,,,,,,,,Matches
Illia Zabarnyi,Bournemouth,ua UKR,DF,20,41.4,30757,1805,10546,392,458,85.6,880,11,0,109,362,51.9,Matches
Dominic Solanke,Bournemouth,eng ENG,FW,25,39.4,5026,544,1387,262,315,83.2,93,24,3,60,18,61.1,Matches
Ryan Christie,Bournemouth,sct SCO,MF,28,36.0,18802,1300,5120,399,467,85.4,425,42,7,167,253,56.5,Matches
Lewis Cook,Bournemouth,eng ENG,MF,26,35.6,20294,1487,6864,458,539,85.0,539,20,4,142,257,43.6,Matches
Neto,Bournemouth,br BRA,GK,34,32.0,20318,1060,15023,95,97,97.9,360,0,0,0,585,40.3,Matches
Marcos Senesi,Bournemouth,ar ARG,DF,26,29.7,21763,1297,9395,307,340,90.3,511,31,11,127,345,52.5,Matches
Adam Smith,Bournemouth,eng ENG,DF,32,27.1,12722,1025,5225,397,443,89.6,325,23,17,89,141,36.2,Matches
Milos Kerkez,Bournemouth,hu HUN,DF,19,26.0,9811,844,3390,322,375,85.9,237,14,9,44,94,45.7,Matches
Marcus Tavernier,Bournemouth,eng ENG,FW,24,25.9,10699,920,3392,358,421,85.0,222,35,7,84,142,42.3,Matches
Antoine Semenyo,Bournemouth,gh GHA,FW,23,25.5,6944,647,1597,254,324,78.4,160,28,7,64,49,51.0,Matches
Justin Kluivert,Bournemouth,nl NED,"MF,FW",24,23.0,4393,421,1193,147,194,75.8,104,24,2,50,32,56.3,Matches
Philip Billing,Bournemouth,dk DEN,MF,27,19.5,6037,537,1791,232,279,83.2,121,15,4,53,56,55.4,Matches
Lloyd Kelly,Bournemouth,eng ENG,DF,24,18.3,13526,906,4407,234,277,84.5,341,7,4,56,191,47.1,Matches
Max Aarons,Bournemouth,eng ENG,DF,23,15.8,7402,581,2789,220,248,88.7,188,13,2,43,63,54.0,Matches
Dango Ouattara,Bournemouth,bf BFA,"FW,DF",21,15.5,5941,558,1943,190,255,74.5,147,11,5,35,57,43.9,Matches
Alex Scott,Bournemouth,eng ENG,MF,19,15.4,5733,474,1583,186,227,81.9,138,15,2,50,60,41.7,Matches
Luis Sinisterra,Bournemouth,co COL,"FW,MF",24,10.8,3223,292,747,145,169,85.8,57,16,1,38,20,65.0,Matches
Chris Mepham,Bournemouth,wls WAL,DF,25,9.4,5965,359,1994,96,115,83.5,163,4,0,25,55,63.6,Matches
Mark Travers,Bournemouth,ie IRL,GK,24,7.3,2248,118,1616,10,10,100.0,31,0,0,0,77,33.8,Matches
David Brooks,Bournemouth,wls WAL,"FW,MF",26,6.2,1545,132,666,47,55,85.5,34,12,3,21,23,43.5,Matches
Joe Rothwell,Bournemouth,eng ENG,MF,28,5.8,3185,216,863,65,68,95.6,100,1,0,20,30,33.3,Matches
Ionuț Radu,Bournemouth,ro ROU,GK,26,5.0,1211,68,583,19,19,100.0,29,0,0,0,19,42.1,Matches
Enes Ünal,Bournemouth,tr TUR,"FW,MF",26,4.1,698,75,213,35,45,77.8,12,2,0,7,5,80.0,Matches
Kieffer Moore,Bournemouth,wls WAL,"FW,MF",30,3.3,272,42,91,22,29,75.9,4,2,0,4,0,,Matches
Jaidon Anthony,Bournemouth,eng ENG,FW,23,2.7,453,45,139,17,20,85.0,10,1,0,8,6,16.7,Matches
Hamed Junior Traorè,Bournemouth,ci CIV,MF,23,2.0,244,27,59,10,11,90.9,6,0,0,3,3,33.3,Matches
Tyler Adams,Bournemouth,us USA,MF,24,1.6,973,71,262,35,39,89.7,18,0,0,5,8,75.0,Matches
James Hill,Bournemouth,eng ENG,DF,21,1.5,542,42,243,13,16,81.3,8,0,0,5,10,50.0,Matches
Romain Faivre,Bournemouth,fr FRA,"MF,FW",25,0.6,251,26,114,9,12,75.0,7,1,0,5,3,33.3,Matches
Gavin Kilkenny,Bournemouth,ie IRL,MF,23,0.4,,,,,,,,,,,,,Matches
Dominic Sadi,Bournemouth,eng ENG,FW,19,0.1,0,1,0,0,1,0.0,0,0,0,0,0,,Matches
Daniel Adu-Adjei,Bournemouth,eng ENG,FW,18,0.0,,,,,,,,,,,,,Matches
Patrick Mainka,Heidenheim,de GER,DF,28,36.0,25821,1555,10674,384,448,85.7,742,2,0,122,231,65.4,Matches
Kevin Müller,Heidenheim,de GER,GK,32,35.0,34968,1482,23711,76,77,98.7,571,1,0,0,826,55.3,Matches
Tim Kleindienst,Heidenheim,de GER,FW,27,33.0,7296,874,1708,295,462,63.9,147,10,2,73,47,63.8,Matches
Jonas Föhrenbach,Heidenheim,de GER,DF,27,32.5,20703,1462,9260,382,457,83.6,508,24,13,96,288,50.7,Matches
Eren Dinkçi,Heidenheim,de GER,"FW,MF",21,30.1,8305,819,3108,257,360,71.4,181,33,15,89,86,53.5,Matches
Jan-Niklas Beste,Heidenheim,de GER,"FW,MF",24,29.6,10762,947,4487,242,316,76.6,168,30,17,57,256,45.3,Matches
Omar Traoré,Heidenheim,de GER,DF,25,28.5,15012,1240,6810,400,465,86.0,375,28,15,78,183,43.7,Matches
Lennard Maloney,Heidenheim,us USA,MF,23,26.9,13838,942,3511,234,306,76.5,348,6,0,62,164,58.5,Matches
Benedikt Gimber,Heidenheim,de GER,DF,26,23.0,14351,846,4173,160,192,83.3,429,0,0,25,156,58.3,Matches
Jan Schöppner,Heidenheim,de GER,MF,24,22.7,7530,668,2508,214,293,73.0,176,10,0,72,78,51.3,Matches
Marvin Pieringer,Heidenheim,de GER,"MF,FW",23,18.3,4439,431,992,166,227,73.1,93,10,0,41,33,66.7,Matches
Norman Theuerkauf,Heidenheim,de GER,"MF,DF",36,14.5,9518,590,3473,167,196,85.2,211,7,2,46,112,67.0,Matches
Kevin Sessa,Heidenheim,de GER,"MF,FW",23,12.6,5953,450,1904,133,163,81.6,138,13,2,51,66,63.6,Matches
