Player Name,Club Name,Total,Short,Medium,Long,,Expected,Player,Nation,Pos,Age,90s,Cmp,Att,Cmp%,TotDist,PrgDist,Ast
Oliver Skipp,Tottenham,eng ENG,"MF,DF",22,9.7,5258,383,1454,199,210,94.8,123,3,0,37,24,79.2,Matches
Giovani Lo Celso,Tottenham,ar ARG,MF,27,6.8,6799,503,2073,244,260,93.8,153,14,3,68,45,73.3,Matches
Radu Drăgușin,Tottenham,ro ROU,DF,21,4.8,5633,370,1782,130,148,87.8,185,0,0,8,16,50.0,Matches
Manor Solomon,Tottenham,il ISR,FW,24,3.1,1105,90,196,45,48,93.8,28,7,1,11,4,75.0,Matches
Bryan Gil,Tottenham,es ESP,"FW,MF",22,2.7,1809,157,344,69,81,85.2,54,8,1,16,2,50.0,Matches
Eric Dier,Tottenham,eng ENG,DF,29,2.2,2070,141,1037,52,57,91.2,69,0,0,3,10,30.0,Matches
Davinson Sánchez,Tottenham,co COL,DF,27,2.2,1045,75,377,37,38,97.4,27,0,0,2,6,50.0,Matches
Ivan Perišić,Tottenham,hr CRO,FW,34,1.9,828,76,363,31,39,79.5,14,6,2,9,13,53.8,Matches
Fraser Forster,Tottenham,eng ENG,GK,35,1.3,,,,,,,,,,,,,Matches
Dane Scarlett,Tottenham,eng ENG,FW,19,1.2,25,3,16,1,1,100.0,1,0,0,1,0,,Matches
Alejo Véliz,Tottenham,ar ARG,FW,19,0.6,91,10,5,2,4,50.0,2,0,0,1,1,100.0,Matches
Jamie Donley,Tottenham,eng ENG,FW,18,0.1,14,1,0,1,1,100.0,0,0,0,0,0,,Matches
Ryan Sessegnon,Tottenham,eng ENG,"DF,FW",23,0.1,,,,,,,,,,,,,Matches
Mikey Moore,Tottenham,eng ENG,MF,15,0.0,51,5,11,3,4,75.0,1,0,0,1,0,,Matches
Bryan Cristante,Roma,it ITA,"MF,DF",28,50.4,42477,2844,13176,980,1134,86.4,1098,46,8,286,339,65.8,Matches
Gianluca Mancini,Roma,it ITA,DF,27,44.9,41726,2667,14335,944,999,94.5,1178,27,6,188,338,52.1,Matches
Romelu Lukaku,Roma,be BEL,FW,30,43.3,7527,864,1027,386,507,76.1,151,20,3,49,33,48.5,Matches
Leandro Paredes,Roma,ar ARG,MF,29,42.7,48473,2923,16359,1025,1081,94.8,1219,21,2,279,451,68.5,Matches
Obite N'Dicka,Roma,ci CIV,DF,23,32.5,32651,2157,11758,910,944,96.4,894,5,2,114,209,56.0,Matches
Diego Llorente,Roma,es ESP,DF,29,31.9,36018,2109,12069,648,680,95.3,1082,3,0,102,240,65.8,Matches
Stephan El Shaarawy,Roma,it ITA,"FW,DF",30,31.0,14056,1112,3116,490,576,85.1,325,24,8,70,90,66.7,Matches
Mile Svilar,Roma,rs SRB,GK,23,30.3,21120,1089,13567,212,213,99.5,509,0,0,0,359,47.4,Matches
Lorenzo Pellegrini,Roma,it ITA,MF,27,30.2,14777,1184,4135,462,526,87.8,351,32,6,124,156,44.9,Matches
Paulo Dybala,Roma,ar ARG,"FW,MF",29,29.5,17349,1291,3992,529,591,89.5,354,51,1,161,191,59.7,Matches
Edoardo Bove,Roma,it ITA,MF,21,29.2,14106,1113,3864,524,587,89.3,330,22,2,115,70,67.1,Matches
Rui Patrício,Roma,pt POR,GK,35,24.0,12956,630,9189,121,121,100.0,230,0,0,0,273,51.3,Matches
Leonardo Spinazzola,Roma,it ITA,DF,30,22.9,17737,1246,5266,417,467,89.3,440,63,29,70,174,62.1,Matches
Rasmus Kristensen,Roma,dk DEN,DF,26,20.9,12574,1037,3602,413,468,88.2,323,11,8,40,100,43.0,Matches
Rick Karsdorp,Roma,nl NED,DF,28,20.0,13019,972,3718,413,459,90.0,311,13,3,52,89,61.8,Matches
Nicola Zalewski,Roma,pl POL,"DF,FW",21,17.2,8851,685,2167,242,265,91.3,202,22,6,42,96,59.4,Matches
Zeki Çelik,Roma,tr TUR,DF,26,17.0,9925,757,2906,327,363,90.1,244,11,3,44,64,59.4,Matches
Angeliño,Roma,es ESP,DF,26,14.2,10725,781,3751,273,304,89.8,243,24,15,46,136,50.7,Matches
Houssem Aouar,Roma,dz ALG,"MF,FW",25,12.8,6404,520,1210,247,270,91.5,156,7,1,44,31,64.5,Matches
Andrea Belotti,Roma,it ITA,FW,29,11.2,2208,225,352,104,124,83.9,43,3,1,13,11,81.8,Matches
Sardar Azmoun,Roma,ir IRN,"FW,MF",28,9.1,1730,187,453,80,106,75.5,39,5,1,16,7,28.6,Matches
Chris Smalling,Roma,eng ENG,DF,33,7.4,6189,368,2093,100,113,88.5,191,0,0,20,37,70.3,Matches
Tommaso Baldanzi,Roma,it ITA,"FW,MF",20,7.3,2819,245,534,125,143,87.4,73,8,3,20,9,33.3,Matches
Dean Huijsen,Roma,es ESP,DF,18,6.5,7151,459,2423,158,175,90.3,203,1,0,18,47,72.3,Matches
Tammy Abraham,Roma,eng ENG,FW,25,3.6,366,61,106,17,34,50.0,9,1,0,5,2,0.0,Matches
Renato Sanches,Roma,pt POR,MF,25,3.0,2303,173,446,78,88,88.6,55,4,1,15,14,64.3,Matches
Riccardo Pagano,Roma,it ITA,"MF,DF",18,1.4,763,53,151,28,30,93.3,12,1,0,5,7,85.7,Matches
Niccolò Pisilli,Roma,it ITA,MF,18,0.3,278,19,60,8,8,100.0,9,0,0,4,0,,Matches
Ola Solbakken,Roma,no NOR,FW,24,0.3,96,8,4,4,5,80.0,1,0,0,0,1,100.0,Matches
João Costa,Roma,br BRA,"MF,FW",18,0.2,151,13,43,7,7,100.0,4,1,0,1,1,0.0,Matches
Francesco D'Alessio,Roma,it ITA,MF,19,0.2,87,6,13,3,4,75.0,2,0,0,0,0,,Matches
Mattia Mannini,Roma,it ITA,DF,17,0.1,33,6,20,3,4,75.0,0,0,0,0,0,,Matches
Luigi Cherubini,Roma,it ITA,FW,19,0.0,22,2,0,2,2,100.0,0,0,0,0,0,,Matches
Conor Gallagher,Chelsea,eng ENG,MF,23,45.1,26732,2018,5954,1054,1116,94.4,598,32,4,172,146,65.1,Matches
Moisés Caicedo,Chelsea,ec ECU,MF,21,43.6,29696,2119,8181,1046,1120,93.4,673,20,0,173,162,76.5,Matches
Axel Disasi,Chelsea,fr FRA,DF,25,41.0,34081,2256,11464,877,913,96.1,1050,8,1,112,168,51.2,Matches
Cole Palmer,Chelsea,eng ENG,"FW,MF",21,40.3,18622,1415,5642,574,636,90.3,407,69,5,197,186,54.3,Matches
Nicolas Jackson,Chelsea,sn SEN,FW,22,39.1,6528,666,1537,323,386,83.7,126,21,0,67,27,74.1,Matches
Enzo Fernández,Chelsea,ar ARG,MF,22,34.3,28776,1862,8415,674,742,90.8,661,43,4,210,273,71.8,Matches
Thiago Silva,Chelsea,br BRA,DF,38,33.9,38542,2287,15513,887,918,96.6,1119,10,1,102,186,76.9,Matches
Đorđe Petrović,Chelsea,rs SRB,GK,23,30.7,14560,806,8862,188,188,100.0,321,0,0,1,289,42.6,Matches
Raheem Sterling,Chelsea,eng ENG,"FW,MF",28,30.6,7091,728,1775,363,428,84.8,135,35,7,78,33,54.5,Matches
Malo Gusto,Chelsea,fr FRA,DF,20,27.8,17534,1423,5080,761,829,91.8,394,29,13,86,73,65.8,Matches
Levi Colwill,Chelsea,eng ENG,DF,20,27.0,16310,1163,5939,444,495,89.7,456,6,0,73,117,43.6,Matches
Marc Cucurella,Chelsea,es ESP,DF,25,24.8,15110,1196,4408,595,645,92.2,383,7,4,50,65,49.2,Matches
Mykhailo Mudryk,Chelsea,ua UKR,FW,22,22.7,5618,566,1853,237,300,79.0,96,22,4,45,66,45.5,Matches
Robert Sánchez,Chelsea,es ESP,GK,25,20.9,11860,609,7720,135,136,99.3,250,0,0,1,211,53.1,Matches
Benoît Badiashile,Chelsea,fr FRA,DF,22,18.8,18737,1173,7087,442,463,95.5,543,4,0,46,106,67.0,Matches
Noni Madueke,Chelsea,eng ENG,FW,21,17.7,5511,486,1281,268,294,91.2,115,13,2,52,20,65.0,Matches
Trevoh Chalobah,Chelsea,eng ENG,DF,24,13.7,12088,783,3518,278,302,92.1,377,2,0,31,70,50.0,Matches
Ben Chilwell,Chelsea,eng ENG,DF,26,13.0,5230,495,1552,230,259,88.8,112,2,2,25,48,37.5,Matches
Armando Broja,Chelsea,al ALB,FW,21,8.1,932,94,91,60,64,93.8,15,2,0,6,2,50.0,Matches
Lesley Ugochukwu,Chelsea,fr FRA,MF,19,6.3,2510,183,683,79,90,87.8,63,5,0,17,11,90.9,Matches
Christopher Nkunku,Chelsea,fr FRA,"FW,MF",25,6.1,2048,183,567,101,109,92.7,39,7,0,19,10,40.0,Matches
Reece James,Chelsea,eng ENG,DF,23,5.3,4433,341,1383,144,163,88.3,104,6,3,21,34,55.9,Matches
Alfie Gilchrist,Chelsea,eng ENG,DF,19,4.8,1893,141,468,63,73,86.3,55,1,0,7,6,50.0,Matches
Ian Maatsen,Chelsea,nl NED,"FW,MF",21,4.6,1316,138,400,60,73,82.2,26,2,1,8,8,50.0,Matches
Carney Chukwuemeka,Chelsea,eng ENG,"MF,FW",19,2.9,1476,134,266,82,88,93.2,26,6,0,12,5,80.0,Matches
Bashir Humphreys,Chelsea,eng ENG,DF,20,1.0,,,,,,,,,,,,,Matches
Cesare Casadei,Chelsea,it ITA,"FW,MF",20,0.9,792,65,155,29,34,85.3,17,0,0,3,4,100.0,Matches
Mason Burstow,Chelsea,eng ENG,FW,19,0.8,29,4,1,3,3,100.0,0,0,0,0,0,,Matches
Diego Moreira,Chelsea,pt POR,MF,18,0.5,,,,,,,,,,,,,Matches
Roméo Lavia,Chelsea,be BEL,MF,19,0.4,350,27,51,9,10,90.0,13,0,0,1,1,0.0,Matches
Deivid Washington,Chelsea,br BRA,"DF,FW",18,0.3,25,1,0,0,0,,1,0,0,0,0,,Matches
Leo Castledine,Chelsea,eng ENG,MF,17,0.1,,,,,,,,,,,,,Matches
Joshua Acheampong,Chelsea,eng ENG,DF,17,0.1,18,2,7,0,0,,1,0,0,0,1,0.0,Matches
Alex Matos,Chelsea,eng ENG,MF,18,0.1,0,0,0,0,0,,0,0,0,0,0,,Matches
Michael Golding,Chelsea,eng ENG,MF,17,0.0,,,,,,,,,,,,,Matches
Jimi Tauriainen,Chelsea,eng ENG,FW,19,0.0,0,0,0,0,0,,0,0,0,0,0,,Matches
Marcin Bułka,Nice,pl POL,GK,23,38.3,21917,1235,13487,351,355,98.9,500,0,0,0,337,54.9,Matches
Dante,Nice,br BRA,DF,39,34.4,43573,2803,17293,1157,1213,95.4,1141,7,1,185,303,60.4,Matches
Jean-Clair Todibo,Nice,fr FRA,DF,23,32.3,38405,2487,14380,982,1034,95.0,1068,7,1,150,265,54.0,Matches
Melvin Bard,Nice,fr FRA,DF,22,31.4,23609,1784,6956,719,805,89.3,607,26,14,111,192,44.8,Matches
Pablo Rosario,Nice,nl NED,"MF,DF",26,26.7,17440,1187,5722,478,524,91.2,496,14,3,93,80,65.0,Matches
Gaëtan Laborde,Nice,fr FRA,"FW,MF",29,24.7,5696,558,1386,188,253,74.3,132,26,12,46,66,36.4,Matches
Khéphren Thuram,Nice,fr FRA,MF,22,24.7,15397,1134,3692,507,561,90.4,391,24,6,104,75,65.3,Matches
Morgan Sanson,Nice,fr FRA,MF,28,24.5,10830,836,2818,289,331,87.3,240,20,5,75,147,48.3,Matches
Jordan Lotomba,Nice,ch SUI,DF,24,23.3,11866,994,3883,473,541,87.4,297,14,5,52,43,48.8,Matches
Terem Moffi,Nice,ng NGA,FW,24,23.3,3694,387,554,161,200,80.5,87,12,0,27,19,52.6,Matches
Jeremie Boga,Nice,ci CIV,FW,26,23.2,8887,753,2093,347,397,87.4,173,28,4,64,87,49.4,Matches
Youssouf Ndayishimiye,Nice,bi BDI,"MF,DF",24,21.5,19183,1361,5129,630,674,93.5,488,6,0,96,92,65.2,Matches
Evann Guessand,Nice,ci CIV,FW,22,19.9,2999,294,623,128,158,81.0,68,12,0,34,11,72.7,Matches
Hicham Boudaoui,Nice,dz ALG,MF,23,17.9,9088,717,2370,318,361,88.1,221,19,2,78,56,64.3,Matches
Mohamed Ali Cho,Nice,fr FRA,FW,19,11.1,3014,268,731,111,133,83.5,66,11,2,25,27,40.7,Matches
Tom Louchet,Nice,fr FRA,"MF,DF",20,7.9,2973,257,772,102,119,85.7,72,5,2,18,33,39.4,Matches
Alexis Claude-Maurice,Nice,fr FRA,MF,25,7.4,2857,253,570,120,132,90.9,56,6,3,21,22,54.5,Matches
Antoine Mendy,Nice,fr FRA,DF,19,6.2,4086,244,1001,69,77,89.6,116,2,2,12,31,67.7,Matches
Sofiane Diop,Nice,fr FRA,FW,23,5.5,2076,176,491,76,88,86.4,52,7,2,17,9,55.6,Matches
Romain Perraud,Nice,fr FRA,"DF,FW",25,5.1,2476,243,626,103,117,88.0,57,0,0,11,20,25.0,Matches
Youcef Atal,Nice,dz ALG,DF,27,4.0,3127,238,832,125,132,94.7,67,3,1,15,19,73.7,Matches
Badredine Bouanani,Nice,dz ALG,FW,18,2.0,959,70,207,24,31,77.4,20,3,3,2,13,69.2,Matches
Ayoub Amraoui,Nice,ma MAR,DF,19,1.3,,,,,,,,,,,,,Matches
Aliou Baldé,Nice,gn GUI,"FW,DF",20,1.2,183,30,33,12,17,70.6,2,0,0,2,1,0.0,Matches
Reda Belahyane,Nice,fr FRA,MF,19,1.1,183,15,17,9,10,90.0,4,1,0,1,0,,Matches
Valentin Rosier,Nice,fr FRA,"DF,MF",26,0.6,401,33,158,15,17,88.2,11,2,0,5,2,0.0,Matches
Robson Bambu,Nice,br BRA,DF,25,0.5,,,,,,,,,,,,,Matches
Daouda Traoré,Nice,fr FRA,MF,17,0.3,130,9,26,5,5,100.0,4,0,0,1,0,,Matches
Bilal Brahimi,Nice,dz ALG,FW,23,0.1,120,13,50,8,8,100.0,2,0,0,0,0,,Matches
Amidou Doumbouya,Nice,fr FRA,MF,15,0.0,,,,,,,,,,,,,Matches
Adam Marušić,Lazio,me MNE,DF,30,44.2,28359,2199,10976,984,1102,89.3,691,26,13,139,180,57.2,Matches
Felipe Anderson,Lazio,br BRA,FW,30,41.2,17125,1578,4519,714,816,87.5,387,60,6,152,107,49.5,Matches
Ivan Provedel,Lazio,it ITA,GK,29,40.0,27084,1267,18198,208,208,100.0,465,1,0,5,576,63.4,Matches
Alessio Romagnoli,Lazio,it ITA,DF,28,36.8,33011,2124,12134,817,856,95.4,971,6,1,101,184,62.0,Matches
Mattéo Guendouzi,Lazio,fr FRA,MF,24,36.3,18363,1349,4433,549,602,91.2,456,35,9,149,133,63.9,Matches
Luis Alberto,Lazio,es ESP,MF,30,35.0,27130,2176,8670,911,1019,89.4,597,60,5,283,308,44.8,Matches
Mattia Zaccagni,Lazio,it ITA,FW,28,27.7,12260,1079,2449,524,582,90.0,248,31,7,66,93,50.5,Matches
Mario Gila,Lazio,es ESP,DF,22,27.4,25269,1514,9079,529,562,94.1,649,10,3,101,210,74.3,Matches
Ciro Immobile,Lazio,it ITA,FW,33,26.1,5728,579,848,270,336,80.4,116,13,0,46,28,64.3,Matches
Manuel Lazzari,Lazio,it ITA,DF,29,24.9,15532,1245,4918,580,629,92.2,401,13,9,82,73,52.1,Matches
Patric,Lazio,es ESP,DF,30,24.7,26211,1507,9469,453,477,95.0,641,6,1,91,309,65.7,Matches
Valentín Castellanos,Lazio,ar ARG,FW,24,23.8,4056,500,1063,179,264,67.8,84,17,1,52,26,65.4,Matches
Matías Vecino,Lazio,uy URU,MF,31,21.4,13496,997,3985,424,474,89.5,343,13,0,97,83,61.4,Matches
Daichi Kamada,Lazio,jp JPN,MF,26,21.1,14806,1046,2920,481,526,91.4,355,13,1,109,83,74.7,Matches
Nicolò Casale,Lazio,it ITA,DF,25,20.8,19940,1178,6871,418,445,93.9,563,1,0,53,115,80.9,Matches
Elseid Hysaj,Lazio,al ALB,DF,29,19.3,13443,1059,5299,507,554,91.5,307,10,5,70,96,50.0,Matches
Danilo Cataldi,Lazio,it ITA,MF,28,19.1,13756,1025,3892,459,492,93.3,342,8,2,73,100,52.0,Matches
Nicolò Rovella,Lazio,it ITA,MF,21,18.0,15581,1080,3705,461,489,94.3,384,5,0,63,116,63.8,Matches
Gustav Isaksen,Lazio,dk DEN,FW,22,16.2,4110,421,901,159,188,84.6,97,16,5,28,44,31.8,Matches
Pedro,Lazio,es ESP,FW,36,13.2,6183,521,1180,267,292,91.4,129,15,4,40,38,57.9,Matches
Luca Pellegrini,Lazio,it ITA,DF,24,12.1,7172,631,2705,252,288,87.5,172,10,1,56,76,34.2,Matches
Christos Mandas,Lazio,gr GRE,GK,21,11.0,5187,269,3842,33,33,100.0,82,0,0,0,151,43.7,Matches
Toma Bašić,Lazio,hr CRO,MF,26,0.1,,,,,,,,,,,,,Matches
Bruno Guimarães,Newcastle Utd,br BRA,MF,25,48.7,37703,2606,10457,1022,1132,90.3,881,79,7,310,339,63.4,Matches
Fabian Schär,Newcastle Utd,ch SUI,DF,31,44.3,41444,2413,17020,662,727,91.1,1032,20,3,154,493,59.6,Matches
Anthony Gordon,Newcastle Utd,eng ENG,FW,22,42.7,13425,1169,3896,526,609,86.4,254,45,12,114,146,50.7,Matches
Sean Longstaff,Newcastle Utd,eng ENG,MF,25,40.8,17033,1384,5554,618,710,87.0,390,26,4,159,106,63.2,Matches
Dan Burn,Newcastle Utd,eng ENG,DF,31,38.4,23674,1782,8928,657,763,86.1,707,8,3,86,115,49.6,Matches
Kieran Trippier,Newcastle Utd,eng ENG,DF,32,34.5,35779,2529,13374,816,925,88.2,861,65,20,199,475,49.9,Matches
Alexander Isak,Newcastle Utd,se SWE,FW,23,32.9,6321,560,1331,261,308,84.7,142,22,0,80,26,65.4,Matches
Miguel Almirón,Newcastle Utd,py PAR,FW,29,30.7,10755,957,2368,480,541,88.7,248,26,3,101,49,53.1,Matches
Martin Dúbravka,Newcastle Utd,sk SVK,GK,34,29.7,12523,686,7363,138,140,98.6,290,0,0,1,244,46.7,Matches
Jamaal Lascelles,Newcastle Utd,eng ENG,DF,29,21.7,14841,977,4842,316,350,90.3,465,2,0,41,89,55.1,Matches
Valentino Livramento,Newcastle Utd,eng ENG,"DF,FW",20,21.5,11711,933,3639,477,521,91.6,273,18,4,77,61,50.8,Matches
Nick Pope,Newcastle Utd,eng ENG,GK,31,20.9,10553,529,6792,79,80,98.8,205,0,0,0,236,46.6,Matches
Joelinton,Newcastle Utd,br BRA,"MF,FW",26,20.4,9127,779,2383,387,433,89.4,209,11,1,71,33,75.8,Matches
Sven Botman,Newcastle Utd,nl NED,DF,23,19.7,17916,1064,7054,366,391,93.6,483,1,0,38,140,75.7,Matches
Lewis Miley,Newcastle Utd,eng ENG,MF,17,19.5,7361,605,1786,288,333,86.5,162,13,3,58,45,55.6,Matches
Jacob Murphy,Newcastle Utd,eng ENG,FW,28,17.7,5443,543,2053,216,260,83.1,119,30,8,55,61,31.1,Matches
Callum Wilson,Newcastle Utd,eng ENG,FW,31,15.3,1521,185,211,74,94,78.7,32,3,0,10,7,42.9,Matches
Elliot Anderson,Newcastle Utd,sct SCO,MF,20,12.3,5177,475,1367,249,282,88.3,111,12,0,58,30,26.7,Matches
Emil Krafth,Newcastle Utd,se SWE,DF,28,11.8,7498,580,2971,246,275,89.5,216,13,7,29,39,38.5,Matches
Lewis Hall,Newcastle Utd,eng ENG,DF,18,10.8,7816,576,3213,236,256,92.2,194,3,1,49,63,52.4,Matches
Harvey Barnes,Newcastle Utd,eng ENG,FW,25,9.6,2981,273,750,128,147,87.1,68,17,3,34,16,43.8,Matches
Joe Willock,Newcastle Utd,eng ENG,MF,23,7.8,2550,206,764,99,107,92.5,54,3,1,20,17,70.6,Matches
Sandro Tonali,Newcastle Utd,it ITA,MF,23,7.6,4200,326,1043,143,161,88.8,102,5,2,25,26,53.8,Matches
Matt Ritchie,Newcastle Utd,sct SCO,"FW,MF",33,3.0,959,93,234,45,53,84.9,22,3,0,8,9,22.2,Matches
Paul Dummett,Newcastle Utd,wls WAL,DF,31,2.2,320,23,76,10,10,100.0,11,0,0,1,1,0.0,Matches
Matt Targett,Newcastle Utd,eng ENG,DF,27,2.2,1026,71,348,26,29,89.7,28,1,0,7,9,66.7,Matches
Loris Karius,Newcastle Utd,de GER,GK,30,1.0,507,37,279,4,4,100.0,14,0,0,0,18,16.7,Matches
Ben Parkinson,Newcastle Utd,eng ENG,FW,18,0.3,15,3,0,0,1,0.0,1,0,0,0,0,,Matches
Joe White,Newcastle Utd,eng ENG,MF,20,0.1,172,12,48,7,8,87.5,3,0,0,3,1,100.0,Matches
Alex Murphy,Newcastle Utd,ie IRL,"DF,FW",19,0.1,275,17,81,10,10,100.0,5,0,0,1,2,100.0,Matches
Michael Ndiweni,Newcastle Utd,eng ENG,MF,19,0.0,16,2,15,0,0,,1,0,0,0,0,,Matches
Amadou Diallo,Newcastle Utd,eng ENG,MF,20,0.0,10,1,0,1,1,100.0,0,0,0,0,0,,Matches
Pietro Terracciano,Fiorentina,it ITA,GK,33,45.7,33880,1535,22920,177,177,100.0,650,2,0,0,689,59.1,Matches
Nikola Milenković,Fiorentina,rs SRB,DF,25,42.3,38526,2161,12864,522,611,85.4,1044,2,0,121,362,72.1,Matches
Cristiano Biraghi,Fiorentina,it ITA,DF,30,39.7,36823,2590,13168,813,886,91.8,915,52,32,184,478,47.9,Matches
Luca Ranieri,Fiorentina,it ITA,DF,24,36.6,36007,2066,13532,529,586,90.3,930,16,2,159,409,65.0,Matches
Lucas Martínez Quarta,Fiorentina,ar ARG,DF,27,36.2,37672,2238,15871,610,655,93.1,909,27,3,233,493,56.8,Matches
Giacomo Bonaventura,Fiorentina,it ITA,MF,33,33.7,19148,1374,4259,530,590,89.8,444,55,13,168,177,64.4,Matches
Nicolás González,Fiorentina,ar ARG,FW,25,33.1,15052,1177,4145,390,502,77.7,319,52,8,161,157,64.3,Matches
Michael Kayode,Fiorentina,it ITA,DF,19,32.2,23271,1519,6414,492,536,91.8,589,30,20,93,233,58.8,Matches
Lucas Beltrán,Fiorentina,ar ARG,"FW,MF",22,31.2,8066,691,1612,295,361,81.7,190,25,0,73,44,72.7,Matches
Arthur Melo,Fiorentina,br BRA,MF,26,30.3,33009,1842,7760,561,607,92.4,874,20,5,173,270,83.0,Matches
Rolando Mandragora,Fiorentina,it ITA,MF,26,30.1,18248,1231,5008,388,450,86.2,444,39,9,151,196,61.7,Matches
Alfred Duncan,Fiorentina,gh GHA,MF,30,26.9,18014,1190,5317,364,426,85.4,411,32,12,154,231,60.2,Matches
Jonathan Ikone,Fiorentina,fr FRA,FW,25,25.4,8317,647,1499,275,332,82.8,216,29,2,75,36,72.2,Matches
M'Bala Nzola,Fiorentina,ao ANG,FW,26,23.3,4227,400,661,209,243,86.0,72,15,0,33,18,83.3,Matches
Fabiano Parisi,Fiorentina,it ITA,DF,22,21.8,16627,1201,5184,479,534,89.7,417,22,6,92,117,63.2,Matches
Christian Kouamé,Fiorentina,ci CIV,FW,25,21.4,8104,729,1665,279,350,79.7,203,29,1,63,51,54.9,Matches
Riccardo Sottil,Fiorentina,it ITA,FW,24,19.1,7818,611,1156,229,268,85.4,197,24,8,48,57,59.6,Matches
Maxime Lopez,Fiorentina,fr FRA,MF,25,17.6,20298,1251,5666,434,470,92.3,534,14,2,115,154,74.7,Matches
Andrea Belotti,Fiorentina,it ITA,FW,29,17.4,2547,294,464,112,163,68.7,53,8,2,21,15,46.7,Matches
Antonín Barák,Fiorentina,cz CZE,"MF,FW",28,15.4,7937,602,1521,289,325,88.9,175,16,3,53,39,84.6,Matches
Dodô,Fiorentina,br BRA,DF,24,12.2,10947,732,3350,213,257,82.9,290,26,9,73,97,66.0,Matches
Oliver Christensen,Fiorentina,dk DEN,GK,24,10.7,6233,326,4675,53,53,100.0,100,0,0,0,166,46.4,Matches
Josip Brekalo,Fiorentina,hr CRO,FW,25,9.8,4589,344,961,132,153,86.3,99,13,5,26,45,71.1,Matches
Davide Faraoni,Fiorentina,it ITA,DF,31,5.5,4816,335,1384,100,112,89.3,128,10,6,25,47,61.7,Matches
Gaetano Castrovilli,Fiorentina,it ITA,"FW,MF",26,4.1,1164,116,320,41,51,80.4,26,3,2,12,10,60.0,Matches
Gino Infantino,Fiorentina,ar ARG,MF,20,2.2,847,63,155,33,35,94.3,18,0,0,7,3,100.0,Matches
Yerry Mina,Fiorentina,co COL,"DF,MF",28,2.1,1212,76,405,24,28,85.7,31,0,0,4,10,70.0,Matches
Niccolò Pierozzi,Fiorentina,it ITA,DF,21,1.5,1326,94,233,38,44,86.4,36,2,1,4,6,83.3,Matches
Pietro Comuzzo,Fiorentina,it ITA,"DF,FW",18,1.5,1352,95,470,26,33,78.8,37,1,0,7,9,77.8,Matches
Tommaso Martinelli,Fiorentina,it ITA,GK,17,1.0,,,,,,,,,,,,,Matches
Lorenzo Amatucci,Fiorentina,it ITA,MF,19,0.2,449,25,101,6,7,85.7,14,0,0,2,2,100.0,Matches
Álex Remiro,Real Sociedad,es ESP,GK,28,48.7,32401,1521,23713,189,189,100.0,542,0,0,1,772,51.2,Matches
Martín Zubimendi,Real Sociedad,es ESP,MF,24,41.5,28810,1986,7907,775,867,89.4,794,18,1,195,157,70.7,Matches
Igor Zubeldia,Real Sociedad,es ESP,DF,26,41.0,38276,2175,11917,469,550,85.3,1153,5,0,162,331,64.4,Matches
Robin Le Normand,Real Sociedad,es ESP,DF,26,40.2,36887,2085,9942,566,618,91.6,1059,0,0,121,287,73.2,Matches
Mikel Merino,Real Sociedad,es ESP,MF,27,40.0,20982,1741,6074,732,880,83.2,453,37,4,211,160,65.0,Matches
Brais Méndez,Real Sociedad,es ESP,MF,26,36.7,18119,1506,5047,632,747,84.6,367,32,5,149,210,48.1,Matches
Mikel Oyarzabal,Real Sociedad,es ESP,"FW,MF",26,33.9,6826,655,1223,292,356,82.0,147,16,0,47,33,60.6,Matches
Hamari Traoré,Real Sociedad,ml MLI,DF,31,33.7,26725,1870,8841,626,719,87.1,691,34,11,161,249,59.0,Matches
Takefusa Kubo,Real Sociedad,jp JPN,"FW,MF",22,32.5,12215,1094,3803,450,531,84.7,226,44,7,112,148,50.0,Matches
Beñat Turrientes,Real Sociedad,es ESP,MF,21,24.2,11233,801,2361,331,365,90.7,262,5,0,58,94,63.8,Matches
Ander Barrenetxea,Real Sociedad,es ESP,"FW,MF",21,22.7,7840,736,1750,297,369,80.5,151,26,7,60,62,59.7,Matches
Arsen Zakharyan,Real Sociedad,ru RUS,"FW,MF",20,20.7,7444,665,2120,270,317,85.2,145,15,2,60,103,41.7,Matches
Jon Pacheco,Real Sociedad,es ESP,DF,22,20.5,21419,1244,6141,332,364,91.2,636,1,1,61,186,59.1,Matches
Aihen Muñoz,Real Sociedad,es ESP,DF,25,19.7,13335,1036,5842,331,367,90.2,361,11,10,79,146,43.2,Matches
Kieran Tierney,Real Sociedad,sct SCO,DF,26,16.4,12680,938,5269,300,334,89.8,344,13,4,82,156,41.0,Matches
Javi Galán,Real Sociedad,es ESP,DF,28,15.9,9919,734,3164,279,311,89.7,254,16,11,50,82,50.0,Matches
Umar Sadiq,Real Sociedad,ng NGA,FW,26,15.2,2051,211,340,82,105,78.1,46,4,1,13,14,57.1,Matches
Aritz Elustondo,Real Sociedad,es ESP,DF,29,13.7,9206,582,3296,186,211,88.2,269,2,0,38,59,62.7,Matches
André Silva,Real Sociedad,pt POR,FW,27,11.8,1920,192,194,100,109,91.7,43,1,0,9,3,66.7,Matches
Sheraldo Becker,Real Sociedad,sr SUR,FW,28,10.9,2366,261,403,99,126,78.6,48,10,3,13,24,41.7,Matches
Álvaro Odriozola,Real Sociedad,es ESP,"DF,FW",27,8.0,4363,304,1143,122,133,91.7,119,3,3,10,20,80.0,Matches
