Player Name,Club Name,Tackles,Challenges,Blocks,,Player,Nation,Pos,Age,90s,Tkl,TklW,Def 3rd,Mid 3rd,Att 3rd,Att,Tkl%,Lost,Sh
Marco Friedl,Werder Bremen,at AUT,DF,0,53,32,38,15,0,36,16,75.0,12,45,29,35,88,129,Matches
Miloš Veljković,Werder Bremen,rs SRB,DF,0,31,15,17,13,1,16,11,51.6,15,31,20,17,48,57,Matches
Senne Lynen,Werder Bremen,be BEL,MF,0,64,38,33,27,4,30,33,42.9,40,41,8,41,105,56,Matches
Leonardo Bittencourt,Werder Bremen,de GER,MF,0,42,22,20,17,5,15,17,38.5,24,18,1,14,55,6,Matches
Felix Agu,Werder Bremen,de GER,"DF,MF",0,45,29,28,13,4,29,20,70.7,12,27,7,13,58,41,Matches
Olivier Deman,Werder Bremen,be BEL,DF,1,28,15,21,4,3,18,16,47.4,20,24,8,14,42,49,Matches
Nick Woltemade,Werder Bremen,de GER,"FW,MF",0,34,23,7,20,7,15,12,71.4,6,12,0,5,39,17,Matches
Niklas Stark,Werder Bremen,de GER,DF,1,26,16,13,11,2,12,7,66.7,6,14,7,20,45,61,Matches
Justin Njinmah,Werder Bremen,de GER,FW,0,5,1,2,2,1,3,8,33.3,6,9,1,2,7,6,Matches
Rafael Borré,Werder Bremen,co COL,FW,0,10,7,2,4,4,5,6,31.3,11,8,2,2,12,10,Matches
Christian Groß,Werder Bremen,de GER,"DF,MF",1,21,16,11,9,1,11,11,44.0,14,17,6,13,34,28,Matches
Jiří Pavlenka,Werder Bremen,cz CZE,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,2,Matches
Julián Malatini,Werder Bremen,ar ARG,DF,0,18,13,12,3,3,16,7,66.7,8,8,1,13,31,26,Matches
Amos Pieper,Werder Bremen,de GER,DF,1,14,11,8,6,0,7,5,53.8,6,12,7,9,23,36,Matches
Dawid Kownacki,Werder Bremen,pl POL,FW,0,1,1,1,0,0,1,2,25.0,3,3,1,0,1,1,Matches
Niclas Füllkrug,Werder Bremen,de GER,FW,0,1,1,0,1,0,1,1,100.0,0,2,1,0,1,1,Matches
Skelly Alvero,Werder Bremen,fr FRA,MF,0,6,4,1,5,0,3,2,100.0,0,3,1,1,7,1,Matches
Naby Keïta,Werder Bremen,gn GUI,"MF,DF",0,1,1,1,0,0,0,2,0.0,1,2,0,2,3,1,Matches
Oliver Burke,Werder Bremen,sct SCO,FW,0,0,0,0,0,0,0,0,0.0,2,0,0,1,0,0,Matches
Nicolai Rapp,Werder Bremen,de GER,DF,0,3,2,2,1,0,2,2,100.0,0,2,0,2,5,8,Matches
Isak Hansen-Aarøen,Werder Bremen,no NOR,MF,0,0,0,0,0,0,0,1,0.0,1,1,0,1,1,0,Matches
Leon Opitz,Werder Bremen,de GER,"FW,DF",0,2,2,1,1,0,2,0,66.7,1,0,0,0,2,0,Matches
Ilia Gruev,Werder Bremen,bg BUL,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Joel Imasuen,Werder Bremen,us USA,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Noah Atubolu,Freiburg,de GER,GK,3,0,0,0,0,0,0,0,0.0,1,0,0,0,0,10,Matches
Maximilian Eggestein,Freiburg,de GER,MF,1,62,29,32,23,7,19,40,40.4,28,63,23,36,97,46,Matches
Nicolas Höfler,Freiburg,de GER,MF,2,87,57,46,33,8,35,28,48.6,37,48,20,44,130,56,Matches
Ritsu Doan,Freiburg,jp JPN,"MF,FW",0,72,42,26,32,14,28,39,56.0,22,43,4,14,84,38,Matches
Lucas Höler,Freiburg,de GER,"FW,MF",0,44,32,16,17,11,9,23,28.1,23,29,6,16,59,41,Matches
Vincenzo Grifo,Freiburg,it ITA,"MF,FW",1,39,28,17,15,7,18,24,40.9,26,26,2,20,58,25,Matches
Matthias Ginter,Freiburg,de GER,DF,0,38,19,23,13,2,18,17,56.3,14,45,28,20,57,119,Matches
Manuel Gulde,Freiburg,de GER,DF,0,46,29,28,17,1,20,11,66.7,10,27,16,32,78,101,Matches
Kiliann Sildillia,Freiburg,fr FRA,"DF,MF",0,56,30,32,13,11,32,26,64.0,18,41,15,27,82,76,Matches
Roland Sallai,Freiburg,hu HUN,"FW,MF",0,22,15,6,7,9,9,22,40.9,13,23,1,10,31,25,Matches
Lukas Kübler,Freiburg,de GER,DF,2,59,32,37,19,3,29,22,55.8,23,37,15,48,107,68,Matches
Michael Gregoritsch,Freiburg,at AUT,FW,0,21,16,9,8,4,3,13,16.7,15,17,4,10,31,30,Matches
Merlin Röhl,Freiburg,de GER,"MF,FW",0,34,20,16,15,3,16,31,50.0,16,35,4,14,47,24,Matches
Philipp Lienhart,Freiburg,at AUT,DF,0,20,14,14,5,1,13,7,52.0,12,21,14,17,37,65,Matches
Jordy Makengo,Freiburg,fr FRA,DF,0,23,16,16,6,1,8,18,61.5,5,22,4,16,39,43,Matches
Christian Günter,Freiburg,de GER,DF,0,20,12,9,11,0,7,7,36.8,12,10,3,2,22,24,Matches
Noah Weißhaupt,Freiburg,de GER,"MF,DF",0,13,6,9,1,3,7,7,46.7,8,8,1,9,22,17,Matches
Yannik Keitel,Freiburg,de GER,DF,3,20,16,14,5,1,10,9,66.7,5,18,9,16,36,51,Matches
Maximilian Philipp,Freiburg,de GER,"FW,MF",0,8,5,4,4,0,1,9,14.3,6,9,0,4,12,3,Matches
Junior Adamu,Freiburg,at AUT,FW,0,10,3,3,5,2,4,3,80.0,1,3,0,1,11,4,Matches
Florent Muslija,Freiburg,xk KVX,MF,0,6,5,4,2,0,3,1,50.0,3,1,0,0,6,2,Matches
Kenneth Schmidt,Freiburg,de GER,DF,1,3,3,2,1,0,3,1,60.0,2,1,0,1,4,6,Matches
Attila Szalai,Freiburg,hu HUN,"DF,MF",1,1,1,1,0,0,1,3,50.0,1,5,2,1,2,11,Matches
Florian Müller,Freiburg,de GER,GK,,,0,,,,,,,,,,0,0,,Matches
Maximilian Breunig,Freiburg,de GER,FW,0,0,0,0,0,0,0,2,,0,2,0,0,0,0,Matches
Fabian Rüdlin,Freiburg,de GER,MF,0,1,0,0,0,1,0,0,,0,0,0,0,1,0,Matches
Benjamin Lecomte,Montpellier,fr FRA,GK,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,16,Matches
Téji Savanier,Montpellier,fr FRA,MF,1,37,20,16,15,6,14,28,22.2,49,36,8,36,70,28,Matches
Joris Chotard,Montpellier,fr FRA,MF,0,81,53,45,25,11,48,26,50.0,48,47,21,47,125,60,Matches
Becir Omeragic,Montpellier,ch SUI,"DF,MF",0,48,33,31,13,4,20,22,60.6,13,51,29,30,75,65,Matches
Jordan Ferri,Montpellier,fr FRA,MF,0,36,26,16,17,3,20,18,29.9,47,19,1,16,49,23,Matches
Akor Adams,Montpellier,ng NGA,FW,0,12,4,3,4,5,3,7,42.9,4,9,2,5,17,11,Matches
Musa Al-Taamari,Montpellier,jo JOR,FW,0,20,16,10,5,5,9,16,42.9,12,18,2,4,24,5,Matches
Boubakar Kouyaté,Montpellier,ml MLI,DF,1,49,30,39,8,2,28,11,54.9,23,31,20,29,78,123,Matches
Issiaga Sylla,Montpellier,gn GUI,"DF,FW",0,28,17,20,6,2,16,14,47.1,18,21,7,23,51,53,Matches
Falaye Sacko,Montpellier,ml MLI,DF,0,28,16,13,10,5,21,12,65.6,11,19,7,24,52,37,Matches
Christopher Jullien,Montpellier,fr FRA,DF,2,16,12,11,5,0,6,5,35.3,11,25,20,12,28,106,Matches
Wahbi Khazri,Montpellier,tn TUN,FW,0,24,18,8,12,4,14,10,40.0,21,10,0,3,27,7,Matches
Arnaud Nordin,Montpellier,fr FRA,"FW,MF",0,12,6,3,5,4,6,11,37.5,10,11,0,2,14,10,Matches
Maxime Estève,Montpellier,fr FRA,DF,0,16,15,11,5,0,10,4,66.7,5,13,9,19,34,50,Matches
Modibo Sagnan,Montpellier,ml MLI,DF,0,34,23,23,9,2,15,4,60.0,10,13,9,16,49,67,Matches
Khalil Fayad,Montpellier,fr FRA,"FW,MF",0,28,16,17,7,4,9,12,40.9,13,15,3,15,42,6,Matches
Enzo Tchato,Montpellier,cm CMR,DF,0,26,17,18,4,4,11,13,44.0,14,20,7,11,37,25,Matches
Lucas Mincarelli,Montpellier,fr FRA,"DF,MF",0,29,16,19,6,4,17,13,50.0,17,17,4,8,37,27,Matches
Silvan Hefti,Montpellier,ch SUI,"DF,FW",0,21,18,10,7,4,15,5,51.7,14,7,2,10,29,11,Matches
Tanguy Coulibaly,Montpellier,fr FRA,"FW,MF",0,13,16,8,4,1,4,10,44.4,5,11,1,3,15,2,Matches
Léo Leroy,Montpellier,fr FRA,MF,0,19,14,8,8,3,6,9,28.6,15,12,3,10,26,8,Matches
Théo Sainte-Luce,Montpellier,fr FRA,DF,0,17,9,10,6,1,11,5,57.9,8,9,4,4,20,15,Matches
Kelvin Yeboah,Montpellier,it ITA,FW,0,4,3,2,2,0,1,1,33.3,2,3,2,1,5,3,Matches
Dimitry Bertaud,Montpellier,cd COD,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Yann Karamoh,Montpellier,fr FRA,"FW,MF",0,1,0,0,0,1,1,3,50.0,1,3,0,0,1,0,Matches
Axel Gueguin,Montpellier,fr FRA,"DF,FW",0,9,7,6,2,1,2,2,33.3,4,2,0,2,11,6,Matches
Sacha Delaye,Montpellier,fr FRA,"MF,FW",0,7,4,2,2,3,1,2,16.7,5,2,0,1,7,1,Matches
Othmane Maamma,Montpellier,fr FRA,FW,0,3,3,2,0,1,1,3,100.0,0,3,0,0,3,0,Matches
Junior Ndiaye,Montpellier,fr FRA,FW,,,1,,,,,,,,,,0,0,,Matches
Yanis Issoufou,Montpellier,fr FRA,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Elye Wahi,Montpellier,fr FRA,FW,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Mamadou Sakho,Montpellier,fr FRA,DF,0,1,1,1,0,0,1,0,100.0,0,0,0,0,1,1,Matches
Antonio Sivera,Alavés,es ESP,GK,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,17,Matches
Ander Guevara,Alavés,es ESP,MF,1,59,34,28,25,6,31,22,48.4,33,34,12,14,72,46,Matches
Andoni Gorosabel,Alavés,es ESP,DF,0,62,43,40,17,5,38,16,50.7,37,24,8,28,90,69,Matches
Jon Guridi,Alavés,es ESP,MF,0,42,24,10,27,5,12,20,26.7,33,23,3,23,64,22,Matches
Luis Rioja,Alavés,es ESP,"FW,MF",0,27,20,10,12,5,14,27,32.6,29,28,1,16,43,28,Matches
Rafa Marín ,Alavés,es ESP,DF,2,32,21,23,9,0,14,13,51.9,13,34,21,33,65,129,Matches
Antonio Blanco,Alavés,es ESP,MF,0,61,38,29,27,5,31,23,36.0,55,25,2,36,96,30,Matches
Javi López,Alavés,es ESP,DF,1,23,12,11,9,3,15,16,57.7,11,25,9,11,33,77,Matches
Abdel Abqar,Alavés,ma MAR,DF,0,35,19,28,5,2,21,5,60.0,14,31,26,23,58,115,Matches
Rubén Duarte,Alavés,es ESP,DF,0,39,24,21,16,2,21,15,67.7,10,21,6,26,62,69,Matches
Samu Omorodion,Alavés,es ESP,FW,0,6,3,1,4,1,0,9,0.0,4,11,2,1,7,14,Matches
Alex Sola,Alavés,es ESP,"FW,MF",0,27,24,11,9,7,14,16,53.8,12,18,2,13,38,16,Matches
Kiké,Alavés,es ESP,"FW,MF",0,8,4,2,3,3,4,11,44.4,5,16,5,1,9,12,Matches
Nahuel Tenaglia,Alavés,ar ARG,DF,0,29,26,22,4,3,16,6,57.1,12,14,8,16,41,59,Matches
Carlos Benavídez,Alavés,uy URU,MF,0,56,45,19,26,11,19,8,55.9,15,13,5,26,75,31,Matches
Carlos Vicente,Alavés,es ESP,FW,0,16,6,7,7,2,10,4,40.0,15,4,0,5,20,9,Matches
Ianis Hagi,Alavés,ro ROU,"MF,FW",0,17,16,2,14,1,5,8,41.7,7,8,0,6,22,4,Matches
Aleksandar Sedlar,Alavés,rs SRB,DF,0,14,10,10,4,0,10,4,62.5,6,8,4,13,27,43,Matches
Abderrahman Rebbach,Alavés,dz ALG,"FW,MF",0,9,8,4,2,3,5,9,33.3,10,10,1,4,12,7,Matches
Giuliano Simeone,Alavés,ar ARG,FW,0,7,6,2,3,2,5,10,29.4,12,10,0,5,12,3,Matches
Jesús Owono,Alavés,gq EQG,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,3,Matches
Xeber,Alavés,es ESP,"FW,MF",0,5,8,3,2,0,3,1,42.9,4,2,1,6,6,2,Matches
Joaquín Panichelli,Alavés,ar ARG,"FW,MF",0,3,3,1,1,1,1,1,50.0,1,1,0,1,4,4,Matches
Nikola Maraš,Alavés,rs SRB,DF,,,1,,,,,,,,,,2,0,,Matches
Victor Parada,Alavés,es ESP,"FW,MF",0,1,2,0,1,0,1,0,100.0,0,0,0,3,1,0,Matches
Jon Karrikaburu,Alavés,es ESP,"MF,FW",0,0,5,0,0,0,0,0,,0,0,0,1,0,0,Matches
Selu Diallo,Alavés,es ESP,MF,,,2,,,,,,,,,,1,0,,Matches
Unai Ropero,Alavés,es ESP,MF,0,0,1,0,0,0,0,0,,0,0,0,0,0,0,Matches
Miguel,Alavés,es ESP,"FW,MF",0,0,0,0,0,0,0,2,,0,2,0,0,0,0,Matches
Tomás Mendes,Alavés,es ESP,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Mamadou Sylla,Alavés,sn SEN,"FW,MF",0,0,0,0,0,0,0,0,,0,1,1,0,0,1,Matches
Eneko Ortiz,Alavés,es ESP,DF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
José de León,Alavés,do DOM,MF,,,0,,,,,,,,,,0,0,,Matches
Max Kilman,Wolves,eng ENG,DF,4,47,23,40,6,1,24,27,75.0,8,64,37,45,86,182,Matches
José Sá,Wolves,pt POR,GK,5,0,0,0,0,0,0,3,0.0,1,3,0,0,0,21,Matches
Nélson Semedo,Wolves,pt POR,"DF,MF",1,79,51,52,19,8,38,36,59.4,26,44,8,38,115,85,Matches
Toti Gomes,Wolves,pt POR,DF,2,44,27,32,8,4,24,21,64.9,13,40,19,35,70,93,Matches
Mario Lemina,Wolves,ga GAB,MF,0,90,60,46,33,11,25,27,53.2,22,36,9,44,131,64,Matches
João Gomes,Wolves,br BRA,MF,2,128,80,67,49,12,44,43,44.4,55,51,8,20,146,29,Matches
Matheus Cunha,Wolves,br BRA,"FW,MF",1,30,18,8,17,5,13,21,37.1,22,28,7,13,43,21,Matches
Rayan Aït-Nouri,Wolves,dz ALG,"DF,MF",0,71,47,41,23,7,28,26,57.1,21,32,6,18,86,38,Matches
Craig Dawson,Wolves,eng ENG,DF,1,30,20,23,6,1,22,12,64.7,12,51,39,17,46,120,Matches
Hwang Hee-chan,Wolves,kr KOR,"FW,MF",0,20,10,11,8,1,9,18,37.5,15,19,1,11,30,9,Matches
Pablo Sarabia,Wolves,es ESP,"MF,FW",0,20,16,8,8,4,12,16,33.3,24,17,1,14,30,9,Matches
Tommy Doyle,Wolves,eng ENG,MF,0,26,21,11,10,5,14,13,60.9,9,22,9,16,38,18,Matches
Pedro Neto,Wolves,pt POR,"FW,MF",0,7,3,3,2,2,5,4,33.3,10,5,1,6,12,2,Matches
Matt Doherty,Wolves,ie IRL,"DF,MF",0,31,22,17,10,4,12,10,52.2,11,15,5,12,38,47,Matches
Santiago Bueno,Wolves,uy URU,DF,0,13,9,5,7,1,5,10,45.5,6,22,12,8,19,33,Matches
Jean-Ricner Bellegarde,Wolves,fr FRA,"MF,FW",0,17,10,9,6,2,7,16,46.7,8,18,2,9,25,14,Matches
Boubacar Traoré,Wolves,ml MLI,MF,0,35,28,16,17,2,9,10,42.9,12,12,2,7,40,7,Matches
Hugo Bueno,Wolves,es ESP,"DF,MF",0,21,15,12,7,2,12,13,63.2,7,17,4,7,27,24,Matches
Daniel Bentley,Wolves,eng ENG,GK,0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,1,Matches
Fábio Silva,Wolves,pt POR,FW,0,7,4,3,4,0,2,1,66.7,1,1,0,3,9,0,Matches
Nathan Fraser,Wolves,ie IRL,FW,0,5,2,2,1,2,1,1,33.3,2,2,1,2,6,2,Matches
Sasa Kalajdzic,Wolves,at AUT,FW,0,6,3,3,2,1,1,3,50.0,1,3,0,2,7,6,Matches
Leon Chiwome,Wolves,eng ENG,FW,0,2,1,0,1,1,1,2,50.0,1,3,1,0,2,2,Matches
Jonny Castro,Wolves,es ESP,MF,0,0,1,0,0,0,0,0,0.0,1,1,1,3,0,0,Matches
Matheus Nunes,Wolves,pt POR,MF,0,3,1,3,0,0,2,0,33.3,4,0,0,6,9,1,Matches
Tawanda Chirewa,Wolves,zw ZIM,"MF,FW",0,7,3,3,3,1,2,0,66.7,1,0,0,1,8,0,Matches
Joseph Hodge,Wolves,ie IRL,MF,,,1,,,,,,,,,,1,0,,Matches
Harvey Griffiths,Wolves,eng ENG,MF,,,0,,,,,,,,,,0,0,,Matches
Alfie Pond,Wolves,eng ENG,DF,,,0,,,,,,,,,,0,0,,Matches
Enso Gonzalez,Wolves,py PAR,"MF,DF",0,0,0,0,0,0,0,0,0.0,1,0,0,0,0,0,Matches
Sergio Herrera,Osasuna,es ESP,GK,3,2,2,2,0,0,2,0,66.7,1,0,0,0,2,22,Matches
Jesús Areso,Osasuna,es ESP,DF,0,45,25,25,13,7,31,21,81.6,7,36,15,21,63,58,Matches
Catena,Osasuna,es ESP,DF,3,33,18,26,6,1,19,9,54.3,16,24,15,18,48,119,Matches
Ante Budimir,Osasuna,hr CRO,FW,0,21,16,2,11,8,5,14,35.7,9,19,5,5,26,18,Matches
David García,Osasuna,es ESP,DF,2,29,21,19,9,1,16,21,61.5,10,40,19,22,47,115,Matches
Aimar Oroz,Osasuna,es ESP,MF,0,43,30,18,20,5,13,25,35.1,24,27,2,17,59,11,Matches
Rubén Peña,Osasuna,es ESP,"DF,FW",3,47,31,22,18,7,20,29,40.8,29,37,8,32,77,39,Matches
Johan Mojica,Osasuna,co COL,DF,2,30,22,11,15,4,16,13,64.0,9,15,2,21,51,40,Matches
Moi Gómez,Osasuna,es ESP,"MF,FW",0,30,23,7,19,4,9,14,37.5,15,15,1,11,41,22,Matches
Lucas Torró,Osasuna,es ESP,MF,0,25,18,11,8,6,11,8,39.3,17,10,2,36,58,37,Matches
Juan Cruz Armada,Osasuna,es ESP,DF,1,27,18,16,10,1,17,7,68.0,8,14,7,15,39,39,Matches
Jon Moncayola,Osasuna,es ESP,MF,0,27,21,14,10,3,17,26,40.5,25,31,5,15,42,21,Matches
Iker Muñoz,Osasuna,es ESP,MF,0,32,18,13,17,2,15,11,48.4,16,16,5,11,43,50,Matches
Jorge Herrando,Osasuna,es ESP,DF,1,29,22,23,6,0,12,9,63.2,7,20,11,17,44,69,Matches
Rubén García,Osasuna,es ESP,"FW,MF",0,32,20,8,17,7,13,20,39.4,20,23,3,13,44,23,Matches
Raúl,Osasuna,es ESP,FW,0,10,4,4,2,4,2,8,20.0,8,9,1,5,15,11,Matches
Pablo Ibáñez,Osasuna,es ESP,MF,0,18,13,5,7,6,5,23,23.8,16,26,3,10,27,17,Matches
José Arnaiz,Osasuna,es ESP,"FW,MF",0,14,10,6,4,4,6,9,28.6,15,11,2,3,17,2,Matches
Ezequiel Ávila,Osasuna,ar ARG,"FW,MF",0,3,2,1,1,1,3,14,27.3,8,14,0,4,7,8,Matches
Aitor Fernández,Osasuna,es ESP,GK,1,0,0,0,0,0,0,0,0.0,1,0,0,0,0,5,Matches
Unai García,Osasuna,es ESP,DF,0,12,9,9,2,1,5,6,50.0,5,7,1,8,20,18,Matches
Kike Barja,Osasuna,es ESP,"FW,MF",0,6,4,2,2,2,3,1,37.5,5,2,1,3,8,2,Matches
Nacho Vidal,Osasuna,es ESP,"DF,FW",0,5,4,2,2,1,2,2,40.0,3,2,0,0,5,6,Matches
Darko Brašanac,Osasuna,rs SRB,MF,0,1,0,1,0,0,1,1,100.0,0,1,0,0,1,0,Matches
Iñigo Arguibide,Osasuna,es ESP,DF,0,1,0,0,1,0,0,0,,0,0,0,0,1,1,Matches
Jorge Moreno,Osasuna,es ESP,DF,0,0,0,0,0,0,0,1,,0,1,0,0,0,3,Matches
Asier Osambela,Osasuna,es ESP,MF,0,2,1,0,1,1,0,0,,0,0,0,0,2,0,Matches
Xabier Huarte Armendáriz,Osasuna,es ESP,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Max Svensson,Osasuna,es ESP,FW,0,1,0,0,0,1,0,0,,0,0,0,0,1,0,Matches
Matteo Pessina,Monza,it ITA,MF,1,44,28,20,20,4,23,18,46.9,26,29,11,28,71,46,Matches
Michele Di Gregorio,Monza,it ITA,GK,2,1,0,1,0,0,1,1,25.0,3,1,0,1,2,10,Matches
Andrea Colpani,Monza,it ITA,"MF,FW",0,25,15,6,13,6,11,7,55.0,9,11,4,16,39,14,Matches
Pablo Marí,Monza,es ESP,DF,1,41,25,34,7,0,22,15,64.7,12,40,25,38,78,115,Matches
Roberto Gagliardini,Monza,it ITA,"MF,DF",0,61,31,27,25,9,31,19,62.0,19,30,11,32,92,38,Matches
Luca Caldirola,Monza,it ITA,DF,0,25,15,19,4,2,13,9,59.1,9,26,17,31,54,53,Matches
Dany Mota,Monza,pt POR,"FW,MF",0,13,7,2,5,6,8,3,47.1,9,4,1,2,15,18,Matches
Samuele Birindelli,Monza,it ITA,DF,0,28,19,16,7,5,14,19,56.0,11,30,11,18,46,48,Matches
Giorgos Kyriakopoulos,Monza,gr GRE,DF,0,19,10,16,3,0,11,17,45.8,13,18,1,13,32,28,Matches
Patrick Ciurria,Monza,it ITA,"DF,MF",0,30,19,13,13,4,13,15,61.9,8,20,5,10,39,28,Matches
Armando Izzo,Monza,it ITA,DF,1,27,17,17,9,1,16,4,59.3,11,20,16,27,54,49,Matches
Danilo D'Ambrosio,Monza,it ITA,DF,0,57,35,34,20,3,28,9,68.3,13,22,13,14,71,31,Matches
Andrea Carboni,Monza,it ITA,DF,1,38,23,24,12,2,20,10,64.5,11,23,13,17,55,56,Matches
Warren Bondo,Monza,fr FRA,MF,0,29,22,16,10,3,13,10,76.5,4,13,3,6,35,13,Matches
Lorenzo Colombo,Monza,it ITA,FW,0,17,12,3,9,5,8,13,57.1,6,18,5,0,17,14,Matches
Milan Đurić,Monza,ba BIH,FW,0,5,5,0,5,0,2,4,50.0,2,6,2,0,5,27,Matches
Valentin Carboni,Monza,ar ARG,"MF,FW",0,25,15,10,12,3,8,11,30.8,18,12,1,7,32,4,Matches
Pedro Pereira,Monza,pt POR,DF,0,19,13,14,4,1,9,13,52.9,8,15,2,4,23,18,Matches
Jean-Daniel Akpa-Akpro,Monza,ci CIV,MF,1,20,11,14,4,2,3,6,33.3,6,10,4,12,32,15,Matches
Alessio Zerbin,Monza,it ITA,"DF,FW",0,18,10,13,2,3,4,13,30.8,9,16,3,3,21,5,Matches
Alessandro Sorrentino,Monza,it ITA,GK,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Samuele Vignato,Monza,it ITA,"MF,FW",0,6,4,2,3,1,2,2,66.7,1,2,0,1,7,1,Matches
Gianluca Caprari,Monza,it ITA,"MF,FW",0,2,2,1,1,0,0,0,0.0,1,0,0,2,4,0,Matches
Daniel Maldini,Monza,it ITA,"MF,FW",0,3,2,0,2,1,3,2,50.0,3,2,0,2,5,1,Matches
Mirko Marić,Monza,hr CRO,FW,0,4,0,2,1,1,0,4,0.0,2,4,0,2,6,3,Matches
Pepín,Monza,gq EQG,"MF,FW",0,6,1,1,4,1,2,3,50.0,2,5,2,0,6,6,Matches
Papu Gómez,Monza,ar ARG,"MF,FW",0,0,0,0,0,0,0,0,0.0,2,0,0,1,1,0,Matches
Giulio Donati,Monza,it ITA,DF,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,Matches
Franco Carboni,Monza,it ITA,MF,,,0,,,,,,,,,,1,0,,Matches
Giorgio Cittadini,Monza,it ITA,DF,0,1,1,1,0,0,1,0,100.0,0,1,1,0,1,0,Matches
Andrea Ferraris,Monza,it ITA,MF,0,1,1,1,0,0,0,0,,0,0,0,0,1,0,Matches
Davide Bettella,Monza,it ITA,MF,0,0,0,0,0,0,0,0,,0,0,0,0,0,0,Matches
Ermedin Demirović,Augsburg,ba BIH,"FW,MF",0,24,14,5,16,3,12,26,30.0,28,28,2,11,35,26,Matches
Ohis Felix Uduokhai,Augsburg,de GER,DF,2,37,21,18,14,5,16,10,64.0,9,45,35,46,83,178,Matches
Finn Dahmen,Augsburg,de GER,GK,5,1,0,1,0,0,1,0,33.3,2,0,0,0,1,17,Matches
Jeffrey Gouweleeuw,Augsburg,nl NED,DF,0,35,23,13,17,5,16,20,64.0,9,44,24,35,70,108,Matches
Phillip Tietz,Augsburg,de GER,FW,0,23,14,7,13,3,6,14,40.0,9,17,3,6,29,35,Matches
Ruben Vargas,Augsburg,ch SUI,"MF,FW",0,23,10,6,10,7,10,15,40.0,15,19,4,8,30,17,Matches
Kevin Mbabu,Augsburg,ch SUI,DF,0,51,39,25,18,8,23,20,57.5,17,29,9,24,75,48,Matches
Elvis Rexhbeçaj,Augsburg,de GER,MF,0,30,19,14,13,3,18,25,50.0,18,32,7,20,50,20,Matches
Mads Pedersen,Augsburg,dk DEN,DF,0,64,39,31,27,6,24,17,54.5,20,20,3,20,83,46,Matches
Iago,Augsburg,br BRA,DF,0,36,17,22,10,4,17,31,51.5,16,39,8,18,54,43,Matches
Arne Engels,Augsburg,be BEL,"MF,DF",0,33,19,15,14,4,12,22,41.4,17,23,1,18,48,21,Matches
Niklas Dorsch,Augsburg,de GER,MF,0,35,25,13,21,1,13,6,39.4,20,15,9,16,51,27,Matches
Fredrik Jensen,Augsburg,fi FIN,"MF,FW",0,23,11,9,8,6,14,29,50.0,14,30,1,12,35,21,Matches
Arne Maier,Augsburg,de GER,MF,0,14,10,5,8,1,5,17,35.7,9,19,2,6,20,11,Matches
Kristijan Jakić,Augsburg,hr CRO,MF,0,28,14,14,10,4,15,12,45.5,18,13,1,20,48,15,Matches
Maximilian Bauer,Augsburg,de GER,DF,1,19,12,13,4,2,9,6,52.9,8,14,8,11,30,30,Matches
Tim Breithaupt,Augsburg,de GER,MF,0,20,11,11,9,0,13,12,61.9,8,15,3,10,28,10,Matches
Sven Michel,Augsburg,de GER,"FW,MF",0,7,5,2,1,4,2,1,28.6,5,1,0,0,7,4,Matches
Dion Drena Beljo,Augsburg,hr CRO,"FW,MF",0,0,0,0,0,0,0,7,0.0,2,8,1,1,1,4,Matches
Patric Pfeiffer,Augsburg,de GER,DF,0,11,7,6,4,1,5,4,83.3,1,10,6,13,22,21,Matches
Robert Gumny,Augsburg,pl POL,DF,0,6,5,1,3,2,1,8,20.0,4,13,5,7,13,15,Matches
Pep Biel,Augsburg,es ESP,"MF,FW",0,4,3,0,2,2,1,1,33.3,2,2,1,2,6,2,Matches
Tomáš Koubek,Augsburg,cz CZE,GK,1,0,0,0,0,0,0,0,,0,0,0,0,0,1,Matches
Mergim Berisha,Augsburg,de GER,FW,0,0,0,0,0,0,0,1,,0,1,0,0,0,3,Matches
Mert Kömür,Augsburg,de GER,"MF,DF",0,3,3,3,0,0,3,0,60.0,2,0,0,0,3,1,Matches
Frederik Winther,Augsburg,dk DEN,DF,,,0,,,,,,,,,,2,0,,Matches
Irvin Cardona,Augsburg,fr FRA,"MF,DF",0,1,1,0,0,1,1,1,33.3,2,1,0,0,1,1,Matches
David Čolina,Augsburg,hr CRO,DF,,,0,,,,,,,,,,1,0,,Matches
