Player Name,Club Name,Standard,Expected,,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG
Jon Guridi,Alavés,es ESP,MF,28,30.0,3,36,8,22.2,1.20,0.27,0.08,0.38,13.0,0,0,0,4.0,4.0,0.11,-1.0,-1.0,Matches
Luis Rioja,Alavés,es ESP,"FW,MF",29,28.9,5,55,16,29.1,1.91,0.55,0.04,0.13,21.6,4,3,4,6.1,3.0,0.06,-1.1,-1.0,Matches
Rafa Marín ,Alavés,es ESP,DF,21,28.3,0,14,3,21.4,0.49,0.11,0.00,0.00,14.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
Antonio Blanco,Alavés,es ESP,MF,23,28.2,0,20,3,15.0,0.71,0.11,0.00,0.00,25.1,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
Javi López,Alavés,es ESP,DF,21,27.7,1,20,3,15.0,0.72,0.11,0.05,0.33,17.4,0,0,0,0.9,0.9,0.05,+0.1,+0.1,Matches
Abdel Abqar,Alavés,ma MAR,DF,24,25.7,0,10,3,30.0,0.39,0.12,0.00,0.00,12.1,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Rubén Duarte,Alavés,es ESP,DF,27,24.5,3,18,6,33.3,0.74,0.25,0.17,0.50,24.6,3,0,0,0.7,0.7,0.05,+1.3,+1.3,Matches
Samu Omorodion,Alavés,es ESP,FW,19,22.3,8,67,25,37.3,3.00,1.12,0.12,0.32,13.5,0,0,0,10.8,10.8,0.17,-2.8,-2.8,Matches
Alex Sola,Alavés,es ESP,"FW,MF",24,17.6,0,31,9,29.0,1.76,0.51,0.00,0.00,17.6,2,0,0,1.6,1.6,0.06,-1.6,-1.6,Matches
Kiké,Alavés,es ESP,"FW,MF",33,17.0,3,59,23,39.0,3.47,1.35,0.05,0.13,13.1,0,0,1,7.7,6.9,0.12,-4.7,-3.9,Matches
Nahuel Tenaglia,Alavés,ar ARG,DF,27,16.5,1,14,1,7.1,0.85,0.06,0.07,1.00,14.1,0,0,0,0.6,0.6,0.08,+0.4,+0.4,Matches
Carlos Benavídez,Alavés,uy URU,MF,25,15.6,4,20,9,45.0,1.28,0.58,0.20,0.44,19.8,0,0,0,1.0,1.0,0.07,+2.0,+2.0,Matches
Carlos Vicente,Alavés,es ESP,FW,24,13.4,2,16,8,50.0,1.20,0.60,0.13,0.25,15.2,1,0,0,2.3,2.3,0.16,-0.3,-0.3,Matches
Ianis Hagi,Alavés,ro ROU,"MF,FW",24,11.2,2,35,11,31.4,3.13,0.98,0.06,0.18,23.9,4,0,1,2.8,2.0,0.08,-2.8,-2.0,Matches
Aleksandar Sedlar,Alavés,rs SRB,DF,31,10.5,1,4,1,25.0,0.38,0.10,0.25,1.00,10.7,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches
Abderrahman Rebbach,Alavés,dz ALG,"FW,MF",24,9.1,3,21,7,33.3,2.30,0.77,0.14,0.43,19.4,1,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches
Giuliano Simeone,Alavés,ar ARG,FW,20,8.0,1,15,3,20.0,1.87,0.37,0.07,0.33,19.7,0,0,1,2.4,1.6,0.12,-1.4,-0.6,Matches
Jesús Owono,Alavés,gq EQG,GK,22,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Xeber,Alavés,es ESP,"FW,MF",26,6.2,3,12,4,33.3,1.95,0.65,0.25,0.75,16.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Joaquín Panichelli,Alavés,ar ARG,"FW,MF",20,2.5,0,9,2,22.2,3.58,0.80,0.00,0.00,17.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Nikola Maraš,Alavés,rs SRB,DF,27,2.2,0,2,1,50.0,0.92,0.46,0.00,0.00,,,0,0,,,,,,Matches
Victor Parada,Alavés,es ESP,"FW,MF",21,2.0,0,4,0,0.0,2.01,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jon Karrikaburu,Alavés,es ESP,"MF,FW",20,2.0,3,14,8,57.1,7.04,4.02,0.21,0.38,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Selu Diallo,Alavés,es ESP,MF,19,1.1,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Unai Ropero,Alavés,es ESP,MF,21,0.9,0,3,0,0.0,3.51,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Miguel,Alavés,es ESP,"FW,MF",23,0.7,0,2,1,50.0,2.77,1.38,0.00,0.00,19.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Tomás Mendes,Alavés,es ESP,MF,18,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mamadou Sylla,Alavés,sn SEN,"FW,MF",29,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Eneko Ortiz,Alavés,es ESP,DF,20,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
José de León,Alavés,do DOM,MF,19,0.0,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Max Kilman,Wolves,eng ENG,DF,26,44.2,2,16,6,37.5,0.36,0.14,0.13,0.33,9.8,0,0,0,1.8,1.8,0.13,+0.2,+0.2,Matches
José Sá,Wolves,pt POR,GK,30,39.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nélson Semedo,Wolves,pt POR,"DF,MF",29,38.6,1,18,5,27.8,0.47,0.13,0.06,0.20,19.7,0,0,0,1.3,1.3,0.07,-1.3,-1.3,Matches
Toti Gomes,Wolves,pt POR,DF,24,37.8,2,12,7,58.3,0.32,0.19,0.17,0.29,9.9,0,0,0,1.6,1.6,0.16,-0.6,-0.6,Matches
Mario Lemina,Wolves,ga GAB,MF,29,36.2,5,56,20,35.7,1.55,0.55,0.09,0.25,16.6,0,0,0,4.6,4.6,0.10,-0.6,-0.6,Matches
João Gomes,Wolves,br BRA,MF,22,31.7,2,28,8,28.6,0.88,0.25,0.07,0.25,18.5,0,0,0,1.7,1.7,0.07,+0.3,+0.3,Matches
Matheus Cunha,Wolves,br BRA,"FW,MF",24,30.6,14,77,38,49.4,2.51,1.24,0.16,0.32,18.0,0,2,2,9.5,8.7,0.12,+2.5,+2.3,Matches
Rayan Aït-Nouri,Wolves,dz ALG,"DF,MF",22,29.5,3,32,10,31.3,1.09,0.34,0.09,0.30,16.8,0,0,0,3.3,3.3,0.14,-1.3,-1.3,Matches
Craig Dawson,Wolves,eng ENG,DF,33,25.7,1,16,5,31.3,0.62,0.19,0.06,0.20,11.2,0,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches
Hwang Hee-chan,Wolves,kr KOR,"FW,MF",27,24.9,13,45,18,40.0,1.81,0.72,0.27,0.67,12.2,0,1,1,7.7,6.9,0.16,+4.3,+4.1,Matches
Pablo Sarabia,Wolves,es ESP,"MF,FW",31,24.0,4,49,17,34.7,2.04,0.71,0.04,0.12,19.1,7,2,2,5.5,3.9,0.09,-1.5,-1.9,Matches
Tommy Doyle,Wolves,eng ENG,MF,21,19.5,1,15,3,20.0,0.77,0.15,0.07,0.33,26.2,2,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Pedro Neto,Wolves,pt POR,"FW,MF",23,19.2,3,38,13,34.2,1.98,0.68,0.08,0.23,16.8,3,0,0,3.5,3.5,0.10,-1.5,-1.5,Matches
Matt Doherty,Wolves,ie IRL,"DF,MF",31,18.7,3,16,5,31.3,0.85,0.27,0.19,0.60,10.8,0,0,0,0.8,0.8,0.09,+0.2,+0.2,Matches
Santiago Bueno,Wolves,uy URU,DF,24,14.5,0,2,1,50.0,0.14,0.07,0.00,0.00,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jean-Ricner Bellegarde,Wolves,fr FRA,"MF,FW",25,14.0,2,17,5,29.4,1.21,0.36,0.12,0.40,16.5,0,0,0,1.6,1.6,0.10,+0.4,+0.4,Matches
Boubacar Traoré,Wolves,ml MLI,MF,21,11.3,0,13,2,15.4,1.15,0.18,0.00,0.00,27.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Hugo Bueno,Wolves,es ESP,"DF,MF",20,9.4,1,7,1,14.3,0.74,0.11,0.14,1.00,18.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Daniel Bentley,Wolves,eng ENG,GK,30,6.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Fábio Silva,Wolves,pt POR,FW,21,4.2,1,9,4,44.4,2.15,0.96,0.11,0.25,13.8,0,0,0,1.0,1.0,0.15,-1.0,-1.0,Matches
Nathan Fraser,Wolves,ie IRL,FW,18,3.9,2,6,3,50.0,1.52,0.76,0.33,0.67,16.6,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
Sasa Kalajdzic,Wolves,at AUT,FW,26,3.2,3,6,3,50.0,1.88,0.94,0.50,1.00,11.2,0,0,0,1.1,1.1,0.26,+0.9,+0.9,Matches
Leon Chiwome,Wolves,eng ENG,FW,17,2.3,0,2,0,0.0,0.88,0.00,0.00,,11.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Jonny Castro,Wolves,es ESP,MF,29,2.1,0,1,1,100.0,0.49,0.49,0.00,0.00,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Matheus Nunes,Wolves,pt POR,MF,24,2.0,0,1,0,0.0,0.50,0.00,0.00,,15.4,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
Tawanda Chirewa,Wolves,zw ZIM,"MF,FW",19,1.8,0,3,1,33.3,1.70,0.57,0.00,0.00,21.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Joseph Hodge,Wolves,ie IRL,MF,20,1.4,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Harvey Griffiths,Wolves,eng ENG,MF,19,0.4,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Alfie Pond,Wolves,eng ENG,DF,19,0.1,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Enso Gonzalez,Wolves,py PAR,"MF,DF",18,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Sergio Herrera,Osasuna,es ESP,GK,30,32.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jesús Areso,Osasuna,es ESP,DF,24,31.9,1,10,2,20.0,0.31,0.06,0.10,0.50,27.1,0,0,0,0.2,0.2,0.02,+0.8,+0.8,Matches
Catena,Osasuna,es ESP,DF,28,29.8,1,18,5,27.8,0.60,0.17,0.06,0.20,13.3,1,0,0,1.3,1.3,0.07,-0.3,-0.3,Matches
Ante Budimir,Osasuna,hr CRO,FW,32,29.3,17,80,34,42.5,2.73,1.16,0.18,0.41,12.8,0,3,4,14.2,11.1,0.15,+2.8,+2.9,Matches
David García,Osasuna,es ESP,DF,29,29.3,0,19,2,10.5,0.65,0.07,0.00,0.00,9.8,0,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
Aimar Oroz,Osasuna,es ESP,MF,21,28.4,2,26,7,26.9,0.92,0.25,0.04,0.14,18.0,1,1,1,3.5,2.8,0.11,-1.5,-1.8,Matches
Rubén Peña,Osasuna,es ESP,"DF,FW",32,25.0,0,18,6,33.3,0.72,0.24,0.00,0.00,21.0,0,0,0,0.9,0.9,0.05,-0.9,-0.9,Matches
Johan Mojica,Osasuna,co COL,DF,30,23.5,0,17,1,5.9,0.72,0.04,0.00,0.00,22.1,2,0,0,1.0,1.0,0.06,-1.0,-1.0,Matches
Moi Gómez,Osasuna,es ESP,"MF,FW",29,23.2,3,19,7,36.8,0.82,0.30,0.16,0.43,21.3,1,0,0,1.7,1.7,0.09,+1.3,+1.3,Matches
Lucas Torró,Osasuna,es ESP,MF,29,21.9,1,31,7,22.6,1.41,0.32,0.03,0.14,22.3,1,0,0,1.5,1.5,0.05,-0.5,-0.5,Matches
Juan Cruz Armada,Osasuna,es ESP,DF,31,21.8,0,5,0,0.0,0.23,0.00,0.00,,28.7,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Jon Moncayola,Osasuna,es ESP,MF,25,21.4,1,18,5,27.8,0.84,0.23,0.06,0.20,23.0,0,0,0,0.6,0.6,0.04,+0.4,+0.4,Matches
Iker Muñoz,Osasuna,es ESP,MF,20,21.4,4,24,6,25.0,1.12,0.28,0.17,0.67,21.6,0,0,0,1.1,1.1,0.05,+2.9,+2.9,Matches
Jorge Herrando,Osasuna,es ESP,DF,22,19.6,0,7,0,0.0,0.36,0.00,0.00,,14.5,0,0,0,0.4,0.4,0.09,-0.4,-0.4,Matches
Rubén García,Osasuna,es ESP,"FW,MF",30,18.5,3,33,12,36.4,1.78,0.65,0.09,0.25,18.0,3,0,0,2.3,2.3,0.08,+0.7,+0.7,Matches
Raúl,Osasuna,es ESP,FW,22,16.4,6,41,13,31.7,2.50,0.79,0.15,0.46,11.6,0,0,0,4.9,4.9,0.15,+1.1,+1.1,Matches
Pablo Ibáñez,Osasuna,es ESP,MF,24,14.0,1,29,8,27.6,2.07,0.57,0.03,0.13,18.1,0,0,0,2.3,2.3,0.08,-1.3,-1.3,Matches
José Arnaiz,Osasuna,es ESP,"FW,MF",28,12.4,3,36,13,36.1,2.90,1.05,0.08,0.23,22.7,5,0,0,1.7,1.7,0.06,+0.3,+0.3,Matches
Ezequiel Ávila,Osasuna,ar ARG,"FW,MF",29,9.6,1,27,6,22.2,2.81,0.62,0.04,0.17,21.2,0,0,0,2.0,2.0,0.08,-1.0,-1.0,Matches
Aitor Fernández,Osasuna,es ESP,GK,32,8.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Unai García,Osasuna,es ESP,DF,31,6.2,1,2,1,50.0,0.32,0.16,0.50,1.00,14.4,0,0,0,0.1,0.1,0.06,+0.9,+0.9,Matches
Kike Barja,Osasuna,es ESP,"FW,MF",26,4.4,0,5,2,40.0,1.13,0.45,0.00,0.00,14.1,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Nacho Vidal,Osasuna,es ESP,"DF,FW",28,1.8,1,4,1,25.0,2.25,0.56,0.25,1.00,12.4,0,0,0,0.3,0.3,0.10,+0.7,+0.7,Matches
Darko Brašanac,Osasuna,rs SRB,MF,31,1.4,0,2,1,50.0,1.44,0.72,0.00,0.00,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Iñigo Arguibide,Osasuna,es ESP,DF,18,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jorge Moreno,Osasuna,es ESP,DF,22,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Asier Osambela,Osasuna,es ESP,MF,19,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Xabier Huarte Armendáriz,Osasuna,es ESP,MF,22,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Max Svensson,Osasuna,es ESP,FW,,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Matteo Pessina,Monza,it ITA,MF,26,36.8,6,23,8,34.8,0.62,0.22,0.09,0.25,20.2,0,4,5,6.3,2.4,0.11,-0.3,-0.4,Matches
Michele Di Gregorio,Monza,it ITA,GK,26,32.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Andrea Colpani,Monza,it ITA,"MF,FW",24,30.3,8,69,20,29.0,2.28,0.66,0.12,0.40,19.9,9,0,0,4.8,4.8,0.07,+3.2,+3.2,Matches
Pablo Marí,Monza,es ESP,DF,29,29.9,0,8,1,12.5,0.27,0.03,0.00,0.00,13.9,0,0,0,0.4,0.4,0.05,-0.4,-0.4,Matches
Roberto Gagliardini,Monza,it ITA,"MF,DF",29,27.2,1,39,9,23.1,1.43,0.33,0.03,0.11,17.8,1,0,0,2.9,2.9,0.08,-1.9,-1.9,Matches
Luca Caldirola,Monza,it ITA,DF,32,24.8,1,10,2,20.0,0.40,0.08,0.10,0.50,10.8,0,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
Dany Mota,Monza,pt POR,"FW,MF",25,23.8,4,40,12,30.0,1.68,0.50,0.10,0.33,14.4,0,0,0,3.6,3.6,0.09,+0.4,+0.4,Matches
Samuele Birindelli,Monza,it ITA,DF,24,22.4,0,25,9,36.0,1.12,0.40,0.00,0.00,18.1,0,0,0,1.1,1.1,0.04,-1.1,-1.1,Matches
Giorgos Kyriakopoulos,Monza,gr GRE,DF,27,19.7,0,25,2,8.0,1.27,0.10,0.00,0.00,20.8,1,0,0,1.2,1.2,0.05,-1.2,-1.2,Matches
Patrick Ciurria,Monza,it ITA,"DF,MF",28,18.8,0,30,7,23.3,1.60,0.37,0.00,0.00,22.6,0,0,0,1.5,1.5,0.05,-1.5,-1.5,Matches
Armando Izzo,Monza,it ITA,DF,31,18.6,0,5,3,60.0,0.27,0.16,0.00,0.00,12.1,0,0,0,0.7,0.7,0.14,-0.7,-0.7,Matches
Danilo D'Ambrosio,Monza,it ITA,DF,34,17.8,1,16,6,37.5,0.90,0.34,0.06,0.17,15.0,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
Andrea Carboni,Monza,it ITA,DF,22,16.7,1,18,4,22.2,1.08,0.24,0.06,0.25,15.4,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
Warren Bondo,Monza,fr FRA,MF,19,16.4,1,17,4,23.5,1.04,0.24,0.06,0.25,20.8,0,0,0,0.9,0.9,0.06,+0.1,+0.1,Matches
Lorenzo Colombo,Monza,it ITA,FW,21,15.1,4,37,10,27.0,2.45,0.66,0.11,0.40,17.2,0,0,0,3.6,3.6,0.10,+0.4,+0.4,Matches
Milan Đurić,Monza,ba BIH,FW,33,14.0,4,26,6,23.1,1.86,0.43,0.15,0.67,10.7,0,0,0,3.0,3.0,0.11,+1.0,+1.0,Matches
Valentin Carboni,Monza,ar ARG,"MF,FW",18,13.2,2,23,7,30.4,1.74,0.53,0.09,0.29,18.3,0,0,0,2.3,2.3,0.10,-0.3,-0.3,Matches
Pedro Pereira,Monza,pt POR,DF,25,9.3,0,3,0,0.0,0.32,0.00,0.00,,14.9,0,0,0,0.2,0.2,0.06,-0.2,-0.2,Matches
Jean-Daniel Akpa-Akpro,Monza,ci CIV,MF,30,7.8,0,7,3,42.9,0.89,0.38,0.00,0.00,26.6,0,0,0,0.5,0.5,0.08,-0.5,-0.5,Matches
Alessio Zerbin,Monza,it ITA,"DF,FW",24,7.6,0,6,2,33.3,0.79,0.26,0.00,0.00,20.1,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Alessandro Sorrentino,Monza,it ITA,GK,21,6.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Samuele Vignato,Monza,it ITA,"MF,FW",19,4.2,1,8,4,50.0,1.91,0.96,0.13,0.25,15.1,0,0,0,1.7,1.7,0.24,-0.7,-0.7,Matches
Gianluca Caprari,Monza,it ITA,"MF,FW",30,3.8,0,12,0,0.0,3.16,0.00,0.00,,19.6,1,0,0,0.7,0.7,0.09,-0.7,-0.7,Matches
Daniel Maldini,Monza,it ITA,"MF,FW",21,3.7,4,12,5,41.7,3.24,1.35,0.33,0.80,20.0,1,0,0,1.3,1.3,0.11,+2.7,+2.7,Matches
Mirko Marić,Monza,hr CRO,FW,28,3.2,1,7,2,28.6,2.20,0.63,0.14,0.50,10.4,0,0,0,0.9,0.9,0.12,+0.1,+0.1,Matches
Pepín,Monza,gq EQG,"MF,FW",26,2.7,0,5,0,0.0,1.87,0.00,0.00,,26.2,2,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Papu Gómez,Monza,ar ARG,"MF,FW",35,0.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Giulio Donati,Monza,it ITA,DF,33,0.4,0,1,1,100.0,2.50,2.50,0.00,0.00,27.3,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Franco Carboni,Monza,it ITA,MF,20,0.4,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Giorgio Cittadini,Monza,it ITA,DF,21,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Andrea Ferraris,Monza,it ITA,MF,20,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Davide Bettella,Monza,it ITA,MF,23,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ermedin Demirović,Augsburg,ba BIH,"FW,MF",25,32.6,15,80,33,41.3,2.45,1.01,0.15,0.36,14.0,0,3,4,13.5,10.3,0.13,+1.5,+1.7,Matches
Ohis Felix Uduokhai,Augsburg,de GER,DF,25,32.5,2,13,3,23.1,0.40,0.09,0.15,0.67,9.2,0,0,0,1.4,1.4,0.11,+0.6,+0.6,Matches
Finn Dahmen,Augsburg,de GER,GK,25,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jeffrey Gouweleeuw,Augsburg,nl NED,DF,32,28.8,1,23,3,13.0,0.80,0.10,0.04,0.33,15.9,0,0,0,1.3,1.3,0.06,-0.3,-0.3,Matches
Phillip Tietz,Augsburg,de GER,FW,26,26.8,8,53,18,34.0,1.98,0.67,0.15,0.44,15.1,1,0,0,8.2,8.2,0.16,-0.2,-0.2,Matches
Ruben Vargas,Augsburg,ch SUI,"MF,FW",24,22.8,4,51,17,33.3,2.24,0.75,0.08,0.24,17.4,3,0,0,3.9,3.9,0.08,+0.1,+0.1,Matches
Kevin Mbabu,Augsburg,ch SUI,DF,28,22.7,0,4,1,25.0,0.18,0.04,0.00,0.00,17.6,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Elvis Rexhbeçaj,Augsburg,de GER,MF,25,22.4,2,28,3,10.7,1.25,0.13,0.04,0.33,24.3,0,1,1,1.7,1.0,0.03,+0.3,0.0,Matches
Mads Pedersen,Augsburg,dk DEN,DF,26,20.3,1,13,1,7.7,0.64,0.05,0.08,1.00,19.0,0,0,0,0.8,0.8,0.06,+0.2,+0.2,Matches
Iago,Augsburg,br BRA,DF,26,18.0,1,18,7,38.9,1.00,0.39,0.06,0.14,16.5,0,0,0,1.4,1.4,0.08,-0.4,-0.4,Matches
Arne Engels,Augsburg,be BEL,"MF,DF",19,16.6,3,20,7,35.0,1.20,0.42,0.15,0.43,19.9,2,0,0,1.8,1.8,0.09,+1.2,+1.2,Matches
Niklas Dorsch,Augsburg,de GER,MF,25,16.1,0,14,0,0.0,0.87,0.00,0.00,,25.1,2,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
Fredrik Jensen,Augsburg,fi FIN,"MF,FW",25,14.9,2,14,5,35.7,0.94,0.34,0.14,0.40,18.9,0,0,0,0.9,0.9,0.06,+1.1,+1.1,Matches
Arne Maier,Augsburg,de GER,MF,24,11.8,2,22,5,22.7,1.86,0.42,0.09,0.40,22.2,3,0,0,1.5,1.5,0.07,+0.5,+0.5,Matches
Kristijan Jakić,Augsburg,hr CRO,MF,26,11.7,2,13,5,38.5,1.11,0.43,0.15,0.40,23.9,0,0,0,0.8,0.8,0.06,+1.2,+1.2,Matches
Maximilian Bauer,Augsburg,de GER,DF,23,9.0,1,4,1,25.0,0.44,0.11,0.25,1.00,5.2,0,0,0,1.4,1.4,0.34,-0.4,-0.4,Matches
Tim Breithaupt,Augsburg,de GER,MF,21,8.0,0,4,0,0.0,0.50,0.00,0.00,,27.0,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Sven Michel,Augsburg,de GER,"FW,MF",33,7.3,2,13,5,38.5,1.78,0.68,0.08,0.20,20.7,0,1,2,2.4,0.8,0.07,-0.4,+0.2,Matches
Dion Drena Beljo,Augsburg,hr CRO,"FW,MF",21,6.8,2,21,7,33.3,3.09,1.03,0.10,0.29,13.4,0,0,0,3.0,3.0,0.16,-1.0,-1.0,Matches
Patric Pfeiffer,Augsburg,de GER,DF,23,6.7,0,12,1,8.3,1.80,0.15,0.00,0.00,17.9,0,0,0,0.5,0.5,0.04,-0.5,-0.5,Matches
Robert Gumny,Augsburg,pl POL,DF,25,5.3,0,3,1,33.3,0.56,0.19,0.00,0.00,13.4,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
Pep Biel,Augsburg,es ESP,"MF,FW",26,3.2,0,6,1,16.7,1.89,0.32,0.00,0.00,15.0,0,0,0,1.0,1.0,0.17,-1.0,-1.0,Matches
Tomáš Koubek,Augsburg,cz CZE,GK,30,3.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mergim Berisha,Augsburg,de GER,FW,25,1.5,0,8,1,12.5,5.29,0.66,0.00,0.00,30.7,1,0,0,0.2,0.2,0.03,-0.2,-0.2,Matches
Mert Kömür,Augsburg,de GER,"MF,DF",18,1.3,1,2,1,50.0,1.53,0.76,0.50,1.00,16.0,0,0,0,0.2,0.2,0.10,+0.8,+0.8,Matches
Frederik Winther,Augsburg,dk DEN,DF,22,1.0,0,2,0,0.0,2.00,0.00,0.00,,,,0,0,,,,,,Matches
Irvin Cardona,Augsburg,fr FRA,"MF,DF",25,0.6,0,3,0,0.0,5.00,0.00,0.00,,14.7,0,0,0,0.2,0.2,0.07,-0.2,-0.2,Matches
David Čolina,Augsburg,hr CRO,DF,23,0.5,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Masaya Okugawa,Augsburg,jp JPN,"FW,DF",27,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nathanael Mbuku,Augsburg,fr FRA,FW,21,0.1,0,1,0,0.0,18.00,0.00,0.00,,23.7,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Mahmut Kücüksahin,Augsburg,,MF,19,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lucas Perrin,Strasbourg,fr FRA,DF,24,33.6,0,13,3,23.1,0.39,0.09,0.00,0.00,18.2,0,0,0,0.6,0.6,0.05,-0.6,-0.6,Matches
Frederic Guilbert,Strasbourg,fr FRA,"DF,MF",28,30.7,2,23,5,21.7,0.75,0.16,0.09,0.40,23.3,4,0,0,1.1,1.1,0.05,+0.9,+0.9,Matches
Habib Diarra,Strasbourg,sn SEN,"MF,FW",19,29.1,4,48,16,33.3,1.65,0.55,0.06,0.19,21.2,1,1,1,3.4,2.7,0.07,-0.4,-0.7,Matches
Dilane Bakwa,Strasbourg,fr FRA,"FW,MF",20,27.4,5,55,18,32.7,2.01,0.66,0.09,0.28,19.6,4,0,0,3.2,3.2,0.07,-0.2,-0.2,Matches
Marvin Senaya,Strasbourg,tg TOG,"DF,MF",22,26.0,2,19,5,26.3,0.73,0.19,0.11,0.40,21.5,0,0,0,1.2,1.2,0.07,-0.2,-0.2,Matches
Thomas Delaine,Strasbourg,fr FRA,"DF,MF",31,25.0,1,13,2,15.4,0.52,0.08,0.08,0.50,15.1,0,0,0,1.7,1.7,0.14,-0.7,-0.7,Matches
Emanuel Emegha,Strasbourg,nl NED,FW,20,25.0,9,54,23,42.6,2.16,0.92,0.17,0.39,12.0,0,0,1,10.8,10.0,0.21,-2.8,-2.0,Matches
