Player Name,Club Name,Standard,Expected,,Player,Nation,Pos,Age,90s,Gls,Sh,SoT,SoT%,Sh/90,SoT/90,G/Sh,G/SoT,Dist,FK,PK,PKatt,xG,npxG
Michel Aebischer,Bologna,ch SUI,MF,26,28.8,0,19,6,31.6,0.66,0.21,0.00,0.00,22.4,0,0,0,1.1,1.1,0.06,-1.1,-1.1,Matches
Victor Bernth Kristiansen,Bologna,dk DEN,DF,20,28.0,0,7,3,42.9,0.25,0.11,0.00,0.00,18.8,0,0,0,0.3,0.3,0.04,-0.3,-0.3,Matches
Riccardo Calafiori,Bologna,it ITA,DF,21,27.6,2,18,6,33.3,0.65,0.22,0.11,0.33,17.9,0,0,0,1.4,1.4,0.08,+0.6,+0.6,Matches
Jhon Lucumí,Bologna,co COL,DF,25,26.7,0,11,2,18.2,0.41,0.07,0.00,0.00,16.1,0,0,0,0.8,0.8,0.08,-0.8,-0.8,Matches
Alexis Saelemaekers,Bologna,be BEL,"FW,MF",24,23.2,4,31,11,35.5,1.33,0.47,0.13,0.36,23.2,4,0,0,2.6,2.6,0.09,+1.4,+1.4,Matches
Riccardo Orsolini,Bologna,it ITA,"FW,MF",26,21.2,10,59,23,39.0,2.78,1.08,0.14,0.35,18.1,5,2,3,7.4,5.0,0.09,+2.6,+3.0,Matches
Dan Ndoye,Bologna,ch SUI,"FW,MF",22,21.1,2,45,18,40.0,2.13,0.85,0.04,0.11,16.7,0,0,0,4.9,4.9,0.13,-3.9,-3.9,Matches
Giovanni Fabbian,Bologna,it ITA,"MF,FW",20,14.1,5,31,10,32.3,2.20,0.71,0.16,0.50,14.5,0,0,0,4.2,4.2,0.15,+0.8,+0.8,Matches
Nikola Moro,Bologna,hr CRO,MF,25,12.3,2,16,2,12.5,1.30,0.16,0.13,1.00,22.1,1,0,0,0.7,0.7,0.06,+0.3,+0.3,Matches
Kacper Urbanski,Bologna,pl POL,"MF,FW",18,12.1,0,19,7,36.8,1.57,0.58,0.00,0.00,17.6,0,0,0,1.1,1.1,0.07,-1.1,-1.1,Matches
Charalambos Lykogiannis,Bologna,gr GRE,DF,29,11.7,2,17,4,23.5,1.45,0.34,0.12,0.50,21.9,4,0,0,1.3,1.3,0.08,+0.7,+0.7,Matches
Federico Ravaglia,Bologna,it ITA,GK,23,8.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lorenzo De Silvestri,Bologna,it ITA,DF,35,8.0,2,4,2,50.0,0.50,0.25,0.50,1.00,17.8,0,0,0,0.2,0.2,0.05,+1.8,+1.8,Matches
Oussama El Azzouzi,Bologna,ma MAR,MF,22,7.0,2,2,2,100.0,0.29,0.29,1.00,1.00,9.5,0,0,0,0.5,0.5,0.24,+1.5,+1.5,Matches
Jens Odgaard,Bologna,dk DEN,"FW,MF",24,4.8,2,11,2,18.2,2.30,0.42,0.18,1.00,18.9,0,0,0,1.5,1.5,0.13,+0.5,+0.5,Matches
Jesper Karlsson,Bologna,se SWE,FW,25,4.5,0,6,4,66.7,1.33,0.88,0.00,0.00,26.8,1,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Sydney van Hooijdonk,Bologna,nl NED,FW,23,4.3,1,8,2,25.0,1.87,0.47,0.13,0.50,18.1,1,0,0,0.6,0.6,0.12,-0.6,-0.6,Matches
Tommaso Corazza,Bologna,it ITA,DF,19,4.0,1,2,1,50.0,0.50,0.25,0.50,1.00,12.8,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
Kevin Bonifazi,Bologna,it ITA,DF,27,3.0,0,1,0,0.0,0.33,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Santiago Castro,Bologna,ar ARG,FW,18,2.7,1,7,3,42.9,2.60,1.12,0.14,0.33,19.6,0,0,0,1.0,1.0,0.14,0.0,0.0,Matches
Nicolás Domínguez,Bologna,ar ARG,MF,25,2.1,0,1,1,100.0,0.47,0.47,0.00,0.00,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Marko Arnautović,Bologna,at AUT,FW,34,0.8,0,2,0,0.0,2.37,0.00,0.00,,,,0,0,,,,,,Matches
Niklas Pyyhtiä,Bologna,fi FIN,FW,19,0.7,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Nicola Bagnolini,Bologna,it ITA,GK,19,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kenny Lala,Brest,mg MAD,DF,31,36.0,3,18,8,44.4,0.50,0.22,0.11,0.25,26.3,4,1,1,0.5,0.5,0.03,+1.5,+1.5,Matches
Bradley Locko,Brest,fr FRA,DF,21,34.9,0,12,2,16.7,0.34,0.06,0.00,0.00,26.8,0,0,0,0.3,0.3,0.02,-0.3,-0.3,Matches
Brendan Chardonnet,Brest,fr FRA,DF,28,34.7,1,22,5,22.7,0.63,0.14,0.05,0.20,11.3,0,0,0,1.5,1.5,0.08,-0.5,-0.5,Matches
Marco Bizot,Brest,nl NED,GK,32,32.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lilian Brassier,Brest,fr FRA,DF,23,31.5,3,13,3,23.1,0.41,0.10,0.23,1.00,16.3,0,0,0,1.1,1.1,0.09,+1.9,+1.9,Matches
Romain Del Castillo,Brest,fr FRA,FW,27,29.2,8,39,15,38.5,1.33,0.51,0.13,0.33,20.3,3,3,3,5.2,2.9,0.08,+2.8,+2.1,Matches
Pierre Lees-Melou,Brest,fr FRA,MF,30,29.2,4,55,14,25.5,1.88,0.48,0.07,0.29,22.8,0,0,0,2.4,2.4,0.05,+1.6,+1.6,Matches
Hugo Magnetti,Brest,fr FRA,MF,25,27.8,2,39,12,30.8,1.40,0.43,0.05,0.17,23.9,0,0,0,2.4,2.4,0.07,-0.4,-0.4,Matches
Mahdi Camara,Brest,fr FRA,MF,25,24.1,7,43,14,32.6,1.78,0.58,0.14,0.43,16.6,0,1,1,4.9,4.1,0.10,+2.1,+1.9,Matches
Martin Satriano,Brest,uy URU,FW,22,23.3,6,68,24,35.3,2.92,1.03,0.09,0.25,16.2,0,0,0,6.1,6.1,0.10,-2.1,-2.1,Matches
Steve Mounié,Brest,bj BEN,FW,28,20.8,7,64,26,40.6,3.07,1.25,0.11,0.27,11.4,0,0,0,8.9,8.9,0.15,-2.9,-2.9,Matches
Jérémy Le Douaron,Brest,fr FRA,FW,25,19.7,4,52,20,38.5,2.64,1.01,0.08,0.20,13.2,0,0,0,6.2,6.2,0.12,-2.2,-2.2,Matches
Jonas Martin,Brest,fr FRA,MF,33,15.9,0,11,4,36.4,0.69,0.25,0.00,0.00,17.7,0,0,0,1.2,1.2,0.12,-1.2,-1.2,Matches
Mathias Pereira Lage,Brest,pt POR,"FW,MF",26,14.6,3,40,18,45.0,2.74,1.23,0.08,0.17,17.9,4,0,0,3.5,3.5,0.10,-0.5,-0.5,Matches
Kamory Doumbia,Brest,ml MLI,MF,20,10.6,6,26,11,42.3,2.45,1.04,0.23,0.55,17.1,0,0,0,4.2,4.2,0.17,+1.8,+1.8,Matches
Julien Le Cardinal,Brest,fr FRA,DF,25,7.8,0,4,2,50.0,0.52,0.26,0.00,0.00,17.3,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Grégoire Coudert,Brest,fr FRA,GK,24,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Bilal Brahimi,Brest,dz ALG,"FW,MF",23,3.4,0,6,4,66.7,1.78,1.19,0.00,0.00,24.4,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Achraf Dari,Brest,ma MAR,"DF,FW",24,1.3,0,1,1,100.0,0.74,0.74,0.00,0.00,14.4,0,0,0,0.0,0.0,0.05,0.0,0.0,Matches
Luc Zogbé,Brest,ci CIV,DF,18,1.1,0,1,0,0.0,0.89,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Axel Camblan,Brest,fr FRA,FW,19,1.1,0,2,0,0.0,1.86,0.00,0.00,,9.1,0,0,0,0.2,0.2,0.12,-0.2,-0.2,Matches
Jordan Amavi,Brest,fr FRA,DF,29,1.0,1,1,1,100.0,0.99,0.99,1.00,1.00,26.9,1,0,0,0.1,0.1,0.10,+0.9,+0.9,Matches
Adrien Lebeau,Brest,fr FRA,"MF,FW",24,0.9,0,2,0,0.0,2.34,0.00,0.00,,30.7,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Karamoko Dembélé,Brest,eng ENG,"MF,FW",20,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Hianga Mananga Mbock,Brest,fr FRA,"MF,FW",23,0.1,0,1,0,0.0,10.00,0.00,0.00,,12.3,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Ezri Konsa,Aston Villa,eng ENG,DF,25,47.2,1,25,6,24.0,0.53,0.13,0.04,0.17,12.4,0,0,0,2.9,2.9,0.12,-1.9,-1.9,Matches
Ollie Watkins,Aston Villa,eng ENG,FW,27,46.8,24,129,57,44.2,2.75,1.22,0.19,0.42,12.6,0,0,0,19.6,19.6,0.16,+4.4,+4.4,Matches
Douglas Luiz,Aston Villa,br BRA,MF,25,46.5,9,57,17,29.8,1.23,0.37,0.09,0.29,24.0,6,4,5,8.5,4.6,0.09,+0.5,+0.4,Matches
John McGinn,Aston Villa,sct SCO,"MF,FW",28,46.3,9,55,20,36.4,1.19,0.43,0.16,0.45,19.1,3,0,0,5.5,5.5,0.11,+3.5,+3.5,Matches
Emiliano Martínez,Aston Villa,ar ARG,GK,30,45.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Matty Cash,Aston Villa,pl POL,DF,25,36.2,4,50,18,36.0,1.38,0.50,0.08,0.22,17.3,0,0,0,4.6,4.6,0.11,-1.6,-1.6,Matches
Lucas Digne,Aston Villa,fr FRA,DF,30,36.2,2,27,5,18.5,0.75,0.14,0.07,0.40,19.2,6,0,0,1.4,1.4,0.05,+0.6,+0.6,Matches
Pau Torres,Aston Villa,es ESP,DF,26,34.0,2,12,5,41.7,0.35,0.15,0.17,0.40,15.4,0,0,0,1.0,1.0,0.08,+1.0,+1.0,Matches
Moussa Diaby,Aston Villa,fr FRA,"FW,MF",24,33.8,10,69,34,49.3,2.04,1.01,0.14,0.29,15.7,0,0,0,7.9,7.9,0.13,+1.1,+1.1,Matches
Leon Bailey,Aston Villa,jm JAM,"MF,FW",25,33.6,12,80,27,33.8,2.38,0.80,0.15,0.44,16.5,1,0,0,8.2,8.2,0.11,+3.8,+3.8,Matches
Youri Tielemans,Aston Villa,be BEL,"MF,FW",26,28.9,3,30,11,36.7,1.04,0.38,0.10,0.27,21.5,0,0,0,2.0,2.0,0.08,+1.0,+1.0,Matches
Diego Carlos,Aston Villa,br BRA,DF,30,26.9,1,17,4,23.5,0.63,0.15,0.06,0.25,9.0,0,0,0,2.5,2.5,0.16,-1.5,-1.5,Matches
Boubacar Kamara,Aston Villa,fr FRA,MF,23,25.4,1,8,2,25.0,0.31,0.08,0.13,0.50,18.1,0,0,0,0.6,0.6,0.08,-0.6,-0.6,Matches
Clément Lenglet,Aston Villa,fr FRA,DF,28,23.0,0,10,3,30.0,0.43,0.13,0.00,0.00,10.4,0,0,0,1.0,1.0,0.10,-1.0,-1.0,Matches
Álex Moreno,Aston Villa,es ESP,DF,30,17.3,3,13,5,38.5,0.75,0.29,0.23,0.60,11.5,0,0,0,1.5,1.5,0.16,+1.5,+1.5,Matches
Nicolò Zaniolo,Aston Villa,it ITA,"FW,MF",24,14.5,3,41,17,41.5,2.83,1.17,0.07,0.18,15.8,0,0,0,3.8,3.8,0.10,-0.8,-0.8,Matches
Jacob Ramsey,Aston Villa,eng ENG,"FW,MF",22,11.8,1,23,4,17.4,1.95,0.34,0.04,0.25,16.1,0,0,0,2.5,2.5,0.11,-1.5,-1.5,Matches
Jhon Durán,Aston Villa,co COL,"FW,MF",19,11.5,7,44,22,50.0,3.82,1.91,0.16,0.32,16.2,0,0,0,4.2,4.2,0.10,+2.8,+2.8,Matches
Morgan Rogers,Aston Villa,eng ENG,"MF,FW",21,10.8,3,16,6,37.5,1.48,0.55,0.19,0.50,16.1,0,0,0,1.6,1.6,0.10,+1.4,+1.4,Matches
Robin Olsen,Aston Villa,se SWE,GK,33,7.5,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Leander Dendoncker,Aston Villa,be BEL,MF,28,4.2,1,4,2,50.0,0.96,0.48,0.25,0.50,12.5,0,0,0,0.7,0.7,0.37,+0.3,+0.3,Matches
Tim Iroegbunam,Aston Villa,eng ENG,MF,20,3.3,0,1,1,100.0,0.30,0.30,0.00,0.00,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Calum Chambers,Aston Villa,eng ENG,"MF,DF",28,2.7,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Filip Marshall,Aston Villa,eng ENG,GK,20,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Omari Kellyman,Aston Villa,eng ENG,FW,17,0.7,0,1,0,0.0,1.43,0.00,0.00,,20.8,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Tyrone Mings,Aston Villa,eng ENG,DF,30,0.3,0,1,0,0.0,3.00,0.00,0.00,,18.4,0,0,0,0.0,0.0,0.01,0.0,0.0,Matches
Bertrand Traoré,Aston Villa,bf BFA,"DF,FW",27,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Philippe Coutinho,Aston Villa,br BRA,"MF,FW",31,0.3,0,3,1,33.3,10.80,3.60,0.00,0.00,24.9,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Tommi O'Reilly,Aston Villa,eng ENG,MF,19,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Kaine Kesler-Hayden,Aston Villa,eng ENG,"MF,DF",20,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Finley Munroe,Aston Villa,eng ENG,MF,18,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Cameron Archer,Aston Villa,eng ENG,MF,22,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jaden Philogene Bidace,Aston Villa,eng ENG,FW,21,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lucas Chevalier,Lille,fr FRA,GK,21,42.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Benjamin André,Lille,fr FRA,MF,32,40.1,5,33,14,42.4,0.82,0.35,0.15,0.36,15.4,0,0,0,3.7,3.7,0.12,+1.3,+1.3,Matches
Leny Yoro,Lille,fr FRA,DF,17,39.1,2,16,8,50.0,0.41,0.20,0.13,0.25,9.7,0,0,0,1.6,1.6,0.11,+0.4,+0.4,Matches
Jonathan David,Lille,ca CAN,FW,23,37.7,25,104,58,55.8,2.76,1.54,0.21,0.38,14.0,0,3,4,23.0,19.8,0.21,-1.0,-0.8,Matches
Tiago Santos,Lille,pt POR,DF,21,36.9,3,43,10,23.3,1.16,0.27,0.07,0.30,22.3,0,0,0,1.7,1.7,0.04,+0.3,+0.3,Matches
Angel Gomes,Lille,eng ENG,MF,22,35.9,2,43,9,20.9,1.20,0.25,0.02,0.11,22.9,5,1,1,3.6,2.9,0.07,-1.6,-1.9,Matches
Ismaily,Lille,br BRA,DF,33,34.3,1,15,6,40.0,0.44,0.18,0.07,0.17,17.2,0,0,0,0.4,0.4,0.04,+0.6,+0.6,Matches
Edon Zhegrova,Lille,xk KVX,FW,24,33.0,11,108,42,38.9,3.27,1.27,0.09,0.24,20.6,10,1,1,8.0,7.2,0.07,0.0,-0.2,Matches
Alexsandro Ribeiro,Lille,br BRA,DF,23,31.9,1,26,7,26.9,0.81,0.22,0.04,0.14,10.4,0,0,0,3.0,3.0,0.13,-3.0,-3.0,Matches
Nabil Bentaleb,Lille,dz ALG,MF,28,28.2,0,16,2,12.5,0.57,0.07,0.00,0.00,27.7,1,0,0,0.5,0.5,0.03,-0.5,-0.5,Matches
Gabriel Gudmundsson,Lille,se SWE,"DF,FW",24,23.6,1,26,9,34.6,1.10,0.38,0.04,0.11,17.4,0,0,0,1.8,1.8,0.07,-0.8,-0.8,Matches
Bafodé Diakité,Lille,fr FRA,DF,22,23.5,6,20,11,55.0,0.85,0.47,0.30,0.55,8.8,0,0,0,3.1,3.1,0.16,+2.9,+2.9,Matches
Yusuf Yazıcı,Lille,tr TUR,"MF,FW",26,23.2,12,67,26,38.8,2.88,1.12,0.16,0.42,16.5,7,1,1,8.6,7.9,0.13,+1.4,+1.1,Matches
Rémy Cabella,Lille,fr FRA,"FW,MF",33,22.4,4,44,18,40.9,1.97,0.80,0.09,0.22,15.6,1,0,0,7.4,7.4,0.18,-3.4,-3.4,Matches
Hákon Arnar Haraldsson,Lille,is ISL,"FW,MF",20,21.9,5,32,16,50.0,1.46,0.73,0.13,0.25,19.6,0,1,1,1.6,1.6,0.07,+0.4,+0.4,Matches
Ivan Cavaleiro,Lille,pt POR,FW,29,9.8,1,14,3,21.4,1.43,0.31,0.07,0.33,14.5,0,0,0,1.5,1.5,0.10,-0.5,-0.5,Matches
Samuel Umtiti,Lille,fr FRA,DF,29,7.8,0,2,1,50.0,0.25,0.13,0.00,0.00,6.1,0,0,0,0.4,0.4,0.18,-0.4,-0.4,Matches
Ayyoub Bouaddi,Lille,fr FRA,MF,15,7.8,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Adam Ounas,Lille,dz ALG,FW,26,7.3,1,10,4,40.0,1.36,0.54,0.10,0.25,18.2,1,0,0,0.7,0.7,0.07,+0.3,+0.3,Matches
Vito Mannone,Lille,it ITA,GK,35,5.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Akim Zedadka,Lille,dz ALG,DF,28,2.0,0,2,1,50.0,1.01,0.50,0.00,0.00,9.5,0,0,0,0.1,0.1,0.09,-0.1,-0.1,Matches
Alan Virginius,Lille,fr FRA,FW,20,1.7,0,1,0,0.0,0.58,0.00,0.00,,15.9,0,0,0,0.1,0.1,0.07,-0.1,-0.1,Matches
Ignacio Miramon,Lille,ar ARG,MF,20,1.0,0,4,1,25.0,4.09,1.02,0.00,0.00,32.2,0,0,0,0.1,0.1,0.02,-0.1,-0.1,Matches
Amine Messoussa,Lille,fr FRA,FW,18,0.8,1,2,1,50.0,2.43,1.22,0.50,1.00,16.9,0,0,0,0.0,0.0,0.03,0.0,0.0,Matches
Tiago Fonseca Morais,Lille,pt POR,FW,19,0.7,0,1,0,0.0,1.36,0.00,0.00,,13.0,0,0,0,0.4,0.4,0.36,-0.4,-0.4,Matches
Carlos Baleba,Lille,cm CMR,MF,19,0.7,0,2,1,50.0,2.95,1.48,0.00,0.00,30.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Aaron Malouda,Lille,fr FRA,FW,17,0.4,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Trévis Dago,Lille,ci CIV,"FW,MF",18,0.3,0,1,0,0.0,3.91,0.00,0.00,,9.5,0,0,0,0.0,0.0,0.04,0.0,0.0,Matches
Andrej Ilic,Lille,rs SRB,FW,23,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Joffrey Bazié,Lille,bf BFA,FW,19,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ichem Ferrah,Lille,fr FRA,FW,17,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Adame Faiz,Lille,fr FRA,MF,18,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Guglielmo Vicario,Tottenham,it ITA,GK,26,40.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Pedro Porro,Tottenham,es ESP,DF,23,36.3,4,54,13,24.1,1.49,0.36,0.07,0.31,21.0,4,0,0,2.9,2.9,0.06,+0.1,+0.1,Matches
Dejan Kulusevski,Tottenham,se SWE,"FW,MF",23,33.2,8,60,23,38.3,1.81,0.69,0.13,0.35,15.7,0,0,0,4.7,4.7,0.08,+3.3,+3.3,Matches
Son Heung-min,Tottenham,kr KOR,FW,31,33.2,17,83,38,45.8,2.50,1.15,0.18,0.39,15.5,0,2,2,12.0,10.4,0.13,+5.0,+4.6,Matches
Cristian Romero,Tottenham,ar ARG,DF,25,32.0,5,24,9,37.5,0.75,0.28,0.21,0.56,10.5,0,0,0,3.5,3.5,0.14,+1.5,+1.5,Matches
Destiny Udogie,Tottenham,it ITA,DF,20,28.6,2,9,5,55.6,0.32,0.18,0.22,0.40,10.1,0,0,0,2.4,2.4,0.27,-0.4,-0.4,Matches
Micky van de Ven,Tottenham,nl NED,DF,22,28.3,3,8,3,37.5,0.28,0.11,0.38,1.00,16.0,0,0,0,0.6,0.6,0.08,+2.4,+2.4,Matches
Brennan Johnson,Tottenham,wls WAL,FW,22,24.9,5,57,24,42.1,2.29,0.97,0.09,0.21,12.9,0,0,0,10.3,10.3,0.21,-5.3,-5.3,Matches
James Maddison,Tottenham,eng ENG,MF,26,24.4,4,59,23,39.0,2.42,0.94,0.07,0.17,19.2,3,0,0,6.4,6.4,0.11,-2.4,-2.4,Matches
Pape Matar Sarr,Tottenham,sn SEN,MF,20,23.5,3,36,13,36.1,1.53,0.55,0.08,0.23,17.6,0,0,0,3.4,3.4,0.10,-0.4,-0.4,Matches
Yves Bissouma,Tottenham,ml MLI,MF,26,23.0,0,24,5,20.8,1.04,0.22,0.00,0.00,25.0,1,0,0,1.4,1.4,0.06,-1.4,-1.4,Matches
Richarlison,Tottenham,br BRA,FW,26,19.3,12,67,28,41.8,3.48,1.45,0.18,0.43,12.9,0,0,0,9.6,9.6,0.15,+1.4,+1.4,Matches
Pierre Højbjerg,Tottenham,dk DEN,MF,27,17.0,0,21,6,28.6,1.23,0.35,0.00,0.00,26.5,3,0,0,0.7,0.7,0.04,-0.7,-0.7,Matches
Emerson,Tottenham,br BRA,DF,24,15.2,1,7,3,42.9,0.46,0.20,0.14,0.33,22.5,0,0,0,0.2,0.2,0.03,+0.8,+0.8,Matches
Ben Davies,Tottenham,wls WAL,DF,30,14.4,1,12,2,16.7,0.83,0.14,0.08,0.50,11.8,0,0,0,2.3,2.3,0.19,-1.3,-1.3,Matches
Rodrigo Bentancur,Tottenham,uy URU,MF,26,12.9,1,19,4,21.1,1.48,0.31,0.05,0.25,16.3,0,0,0,1.9,1.9,0.11,-0.9,-0.9,Matches
Timo Werner,Tottenham,de GER,FW,27,10.0,2,29,7,24.1,2.90,0.70,0.07,0.29,14.1,0,0,0,3.7,3.7,0.13,-1.7,-1.7,Matches
Oliver Skipp,Tottenham,eng ENG,"MF,DF",22,9.7,0,4,1,25.0,0.41,0.10,0.00,0.00,13.7,0,0,0,0.7,0.7,0.17,-0.7,-0.7,Matches
Giovani Lo Celso,Tottenham,ar ARG,MF,27,6.8,2,14,6,42.9,2.07,0.89,0.14,0.33,21.7,0,0,0,0.6,0.6,0.04,+1.4,+1.4,Matches
Radu Drăgușin,Tottenham,ro ROU,DF,21,4.8,0,1,0,0.0,0.21,0.00,0.00,,10.4,0,0,0,0.1,0.1,0.14,-0.1,-0.1,Matches
Manor Solomon,Tottenham,il ISR,FW,24,3.1,0,8,2,25.0,2.57,0.64,0.00,0.00,16.8,0,0,0,0.4,0.4,0.06,-0.4,-0.4,Matches
Bryan Gil,Tottenham,es ESP,"FW,MF",22,2.7,0,4,1,25.0,1.49,0.37,0.00,0.00,13.9,0,0,0,0.8,0.8,0.19,-0.8,-0.8,Matches
Eric Dier,Tottenham,eng ENG,DF,29,2.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Davinson Sánchez,Tottenham,co COL,DF,27,2.2,0,1,0,0.0,0.46,0.00,0.00,,8.6,0,0,0,0.1,0.1,0.12,-0.1,-0.1,Matches
Ivan Perišić,Tottenham,hr CRO,FW,34,1.9,0,3,0,0.0,1.56,0.00,0.00,,13.0,0,0,0,0.1,0.1,0.06,-0.1,-0.1,Matches
Fraser Forster,Tottenham,eng ENG,GK,35,1.3,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Dane Scarlett,Tottenham,eng ENG,FW,19,1.2,0,2,0,0.0,1.70,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Alejo Véliz,Tottenham,ar ARG,FW,19,0.6,1,2,1,50.0,3.60,1.80,0.50,1.00,8.9,0,0,0,0.2,0.2,0.12,+0.8,+0.8,Matches
Jamie Donley,Tottenham,eng ENG,FW,18,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ryan Sessegnon,Tottenham,eng ENG,"DF,FW",23,0.1,0,1,1,100.0,11.25,11.25,0.00,0.00,,,0,0,,,,,,Matches
Mikey Moore,Tottenham,eng ENG,MF,15,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Bryan Cristante,Roma,it ITA,"MF,DF",28,50.4,4,67,13,19.4,1.33,0.26,0.06,0.31,16.8,0,0,0,5.9,5.9,0.09,-1.9,-1.9,Matches
Gianluca Mancini,Roma,it ITA,DF,27,44.9,7,26,11,42.3,0.58,0.24,0.27,0.64,11.4,0,0,0,3.7,3.7,0.14,+3.3,+3.3,Matches
Romelu Lukaku,Roma,be BEL,FW,30,43.3,21,97,42,43.3,2.24,0.97,0.22,0.50,13.4,0,0,1,14.6,13.8,0.15,+5.4,+6.2,Matches
Leandro Paredes,Roma,ar ARG,MF,29,42.7,5,38,6,15.8,0.89,0.14,0.00,0.00,29.5,6,5,5,5.3,1.3,0.04,-0.3,-1.3,Matches
Obite N'Dicka,Roma,ci CIV,DF,23,32.5,0,10,2,20.0,0.31,0.06,0.00,0.00,13.1,0,0,0,1.0,1.0,0.10,-1.0,-1.0,Matches
Diego Llorente,Roma,es ESP,DF,29,31.9,1,10,4,40.0,0.31,0.13,0.10,0.25,18.8,1,0,0,0.5,0.5,0.05,+0.5,+0.5,Matches
Stephan El Shaarawy,Roma,it ITA,"FW,DF",30,31.0,3,67,15,22.4,2.16,0.48,0.04,0.20,18.8,1,0,0,4.4,4.4,0.07,-1.4,-1.4,Matches
Mile Svilar,Roma,rs SRB,GK,23,30.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Lorenzo Pellegrini,Roma,it ITA,MF,27,30.2,10,65,24,36.9,2.15,0.79,0.14,0.38,20.0,6,1,1,5.7,4.9,0.08,+4.3,+4.1,Matches
Paulo Dybala,Roma,ar ARG,"FW,MF",29,29.5,16,75,24,32.0,2.55,0.81,0.11,0.33,21.0,8,8,8,12.4,6.9,0.10,+2.6,+1.1,Matches
Edoardo Bove,Roma,it ITA,MF,21,29.2,1,24,7,29.2,0.82,0.24,0.04,0.14,17.4,0,0,0,2.3,2.3,0.10,-1.3,-1.3,Matches
Rui Patrício,Roma,pt POR,GK,35,24.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Leonardo Spinazzola,Roma,it ITA,DF,30,22.9,1,11,4,36.4,0.48,0.17,0.09,0.25,21.1,0,0,0,0.4,0.4,0.03,+0.6,+0.6,Matches
