Player Name,Club Name,Minutes%,Position,GoalsAllowedByTeamInHisPresence,GoalsScoredByTeamInHisPresence-GoalsScoredByTeamInHisAbsence,MinutesPlayed,MinutesPlayed/Match,Player,GamesStarted,MinutesStarted/Match,MatchesCompleted,SubstitueAppearances,Minutes/Substitution,GameAsUnusedSub,TeamPointsPerMatch,GoalsScoredByTeamInHisPresence,GoalsScored-GoalsAllowed,GoalsScored-GoalsAllowed/90,xGOfTeamScoring,xGOfTeamConceding,xGOfTeamScoring-xGOfTeamConceding,xGOfTeamScoring-xGOfTeamConceding/90,xGOfTeamScoringWithHim-xGOfTeamScoringWithoutHim/90,+/-,+/-90
Geoffrey Lembet,Rennes,,GK,,,,,,0,,0,0,,9,,,,,,,,,,Matches,
Mohamed Jaouab,Rennes,,DF,,,,,,0,,0,0,,8,,,,,,,,,,Matches,
Rayan Bamba,Rennes,,DF,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Matthis Abline,Rennes,,FW,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Flavien Tait,Rennes,,"FW,MF",,,,,,0,,0,0,,3,,,,,,,,,,Matches,
Yann Batola,Rennes,,GK,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Oliver Baumann,Hoffenheim,100.0,GK,68,,"3,240",90,36.0,36,90,36,0,,0,1.36,70,+2,+0.06,53.6,60.8,-7.2,-0.21,,Matches,
Maximilian Beier,Hoffenheim,77.8,"FW,MF",52,-0.41,"2,521",72,28.0,30,81,10,5,17,0,1.31,51,-1,-0.04,43.2,45.2,-2.0,-0.07,+0.65,Matches,
Pavel Kadeřábek,Hoffenheim,77.2,"DF,FW",50,+1.18,"2,502",83,27.8,29,85,19,1,45,0,1.50,59,+9,+0.32,43.5,49.0,-5.5,-0.20,+0.03,Matches,
Anton Stach,Hoffenheim,74.4,MF,56,-1.53,"2,411",75,26.8,27,83,17,5,33,0,1.25,47,-9,-0.34,38.4,47.7,-9.3,-0.36,-0.62,Matches,
Florian Grillitsch,Hoffenheim,73.1,"DF,MF",54,-0.21,"2,370",76,26.3,26,85,20,5,30,0,1.42,54,0,0.00,39.9,47.5,-7.6,-0.30,-0.35,Matches,
Ozan Kabak,Hoffenheim,72.6,DF,53,-1.04,"2,353",78,26.1,29,80,17,1,26,1,1.30,47,-6,-0.23,38.2,43.2,-5.0,-0.20,+0.05,Matches,
Andrej Kramarić,Hoffenheim,70.6,"MF,FW",45,+1.28,"2,289",74,25.4,26,84,13,5,23,1,1.29,56,+11,+0.43,39.9,41.5,-1.6,-0.07,+0.51,Matches,
Grischa Prömel,Hoffenheim,70.3,MF,46,-0.05,"2,277",76,25.3,29,77,15,1,33,0,1.43,47,+1,+0.04,40.4,38.5,+2.0,+0.08,+0.97,Matches,
Wout Weghorst,Hoffenheim,66.6,FW,39,+0.46,"2,157",72,24.0,26,80,14,4,20,1,1.57,44,+5,+0.21,33.5,36.5,-3.0,-0.14,+0.21,Matches,
Ihlas Bebou,Hoffenheim,54.2,"FW,DF",38,-0.12,"1,755",52,19.5,17,82,7,17,21,2,1.35,38,0,0.00,27.7,34.4,-6.7,-0.37,-0.33,Matches,
John Brooks,Hoffenheim,53.1,DF,34,+0.55,"1,719",75,19.1,20,82,16,3,26,10,1.74,40,+6,+0.31,28.8,31.1,-2.4,-0.14,+0.14,Matches,
Marius Bülter,Hoffenheim,46.8,"DF,FW",32,-0.22,"1,517",47,16.9,17,73,5,15,19,1,1.41,31,-1,-0.06,25.5,27.5,-1.9,-0.13,+0.15,Matches,
Kevin Vogt,Hoffenheim,45.4,DF,29,+0.46,"1,470",82,16.3,16,87,14,2,42,0,1.50,34,+5,+0.31,25.9,24.8,+1.1,+0.07,+0.50,Matches,
Robert Skov,Hoffenheim,38.9,"DF,FW",32,-0.36,"1,260",50,14.0,14,70,2,11,26,7,1.28,29,-3,-0.21,22.6,24.2,-1.6,-0.11,+0.17,Matches,
Kevin Akpoguma,Hoffenheim,35.8,DF,22,+0.40,"1,160",64,12.9,12,84,9,6,26,12,1.28,26,+4,+0.31,20.2,20.1,+0.1,+0.01,+0.34,Matches,
Umut Tohumcu,Hoffenheim,31.6,MF,17,+0.56,"1,023",49,11.4,12,67,2,9,24,6,1.33,22,+5,+0.44,18.0,17.2,+0.8,+0.07,+0.42,Matches,
Stanley N'Soki,Hoffenheim,20.6,DF,14,-1.26,631,57,7.0,7,78,4,4,21,3,0.82,7,-7,-1.00,9.8,13.2,-3.4,-0.49,-0.35,Matches,
Finn Ole Becker,Hoffenheim,19.2,MF,18,-0.79,621,27,6.9,5,70,0,18,15,11,1.57,14,-4,-0.58,9.1,13.3,-4.3,-0.64,-0.53,Matches,
Tim Drexler,Hoffenheim,18.7,DF,14,-0.39,573,72,6.4,6,85,5,2,32,3,1.13,12,-2,-0.31,8.0,14.2,-6.2,-0.97,-0.93,Matches,
David Jurásek,Hoffenheim,16.2,DF,8,+1.08,496,38,5.5,4,75,2,9,22,3,1.31,13,+5,+0.91,6.9,11.8,-5.0,-0.90,-0.82,Matches,
Attila Szalai,Hoffenheim,10.3,DF,7,+0.84,333,67,3.7,4,72,2,1,45,15,1.80,10,+3,+0.81,5.0,6.4,-1.4,-0.42,-0.23,Matches,
Mergim Berisha,Hoffenheim,6.4,FW,3,-0.99,207,30,2.3,1,63,0,6,24,2,1.29,1,-2,-0.87,1.5,3.0,-1.5,-0.91,-0.74,Matches,
Tom Bischof,Hoffenheim,5.6,"MF,FW",4,+2.57,181,13,2.0,1,77,0,13,8,15,1.00,9,+5,+2.49,6.2,5.1,+1.2,+0.58,+0.84,Matches,
Angelo Stiller,Hoffenheim,5.4,MF,3,+1.03,174,87,1.9,2,87,1,0,,0,1.50,5,+2,+1.03,1.2,2.5,-1.3,-1.42,-1.24,Matches,
Julian Justvan,Hoffenheim,2.4,"FW,MF",1,+1.11,79,16,0.9,0,,0,5,16,3,1.00,2,+1,+1.14,0.3,1.1,-0.8,-1.42,-1.23,Matches,
Bambasé Conté,Hoffenheim,2.3,"MF,FW",1,-0.06,75,9,0.8,0,,0,8,9,5,0.50,1,0,0.00,0.7,1.4,-0.8,-1.44,-1.25,Matches,
Dennis Geiger,Hoffenheim,2.1,MF,2,-2.87,64,21,0.7,0,,0,3,21,1,2.00,0,-2,-2.81,0.5,2.8,-2.3,-3.23,-3.09,Matches,
Max Moerstedt,Hoffenheim,0.4,"DF,FW",0,+7.53,12,12,0.1,0,,0,1,12,3,1.00,1,+1,+7.50,0.6,0.0,+0.6,+4.52,+4.75,Matches,
Kasim Nuhu,Hoffenheim,0.2,DF,0,0.00,5,5,0.1,0,,0,1,5,7,0.00,0,0,0.00,0.0,0.3,-0.3,-6.21,-6.01,Matches,
Diadie Samassékou,Hoffenheim,0.0,MF,0,0.00,1,1,0.0,0,,0,1,1,12,3.00,0,0,0.00,0.0,0.0,0.0,0.00,+0.21,Matches,
Luca Philipp,Hoffenheim,0.0,GK,3,,,,0.0,0,,0,0,,28,,2,-1,,,,,,,Matches,
Joshua Quarshie,Hoffenheim,,MF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Nahuel Noll,Hoffenheim,,GK,,,,,,0,,0,0,,7,,,,,,,,,,Matches,
Morten Frendrup,Genoa,89.0,MF,46,-0.22,"3,310",85,36.8,37,87,32,2,48,0,1.33,46,0,0.00,31.5,39.0,-7.5,-0.21,-0.32,Matches,
Josep Martinez,Genoa,87.1,GK,43,0.00,"3,239",90,36.0,36,90,35,0,,3,1.28,43,0,0.00,33.2,40.6,-7.4,-0.21,-0.35,Matches,
Albert Guðmundsson,Genoa,84.7,"FW,MF",40,+0.78,"3,151",85,35.0,35,88,27,2,35,0,1.43,45,+5,+0.14,31.9,35.9,-4.0,-0.12,+0.58,Matches,
Johan Vásquez,Genoa,79.0,DF,36,+0.32,"2,940",77,32.7,33,85,27,5,25,1,1.36,39,+3,+0.09,28.1,35.1,-7.0,-0.22,-0.20,Matches,
Milan Badelj,Genoa,72.2,MF,33,+0.76,"2,687",77,29.9,33,78,10,2,49,2,1.37,40,+7,+0.23,25.9,30.1,-4.2,-0.15,+0.14,Matches,
Koni De Winter,Genoa,67.8,DF,30,+0.48,"2,522",81,28.0,27,88,23,4,39,5,1.32,35,+5,+0.18,27.3,31.2,-3.9,-0.15,+0.13,Matches,
Stefano Sabelli,Genoa,65.6,DF,25,+0.79,"2,441",74,27.1,30,79,6,3,23,4,1.39,33,+8,+0.29,26.0,26.7,-0.7,-0.02,+0.56,Matches,
Mateo Retegui,Genoa,63.5,FW,33,+0.25,"2,361",76,26.2,28,81,14,3,27,1,1.26,36,+3,+0.11,21.0,27.6,-6.6,-0.27,-0.22,Matches,
Mattia Bani,Genoa,63.4,DF,33,-0.48,"2,360",84,26.2,28,84,23,0,,3,1.43,29,-4,-0.15,22.8,29.1,-6.3,-0.25,-0.18,Matches,
Radu Drăgușin,Genoa,52.0,DF,28,-0.34,"1,934",88,21.5,21,89,20,1,66,0,1.23,25,-3,-0.14,15.8,19.0,-3.2,-0.17,+0.04,Matches,
Ruslan Malinovskyi,Genoa,42.9,MF,19,+0.16,"1,597",53,17.7,18,76,6,12,19,2,1.27,21,+2,+0.11,14.8,17.7,-3.0,-0.17,+0.03,Matches,
Aarón Martín,Genoa,41.5,DF,24,+0.16,"1,544",64,17.2,19,77,8,5,17,11,1.29,26,+2,+0.12,14.2,19.4,-5.2,-0.34,-0.26,Matches,
Alessandro Vogliacco,Genoa,38.1,DF,22,-0.14,"1,416",62,15.7,17,80,6,6,9,12,1.57,21,-1,-0.06,13.3,16.2,-3.0,-0.23,-0.06,Matches,
Morten Thorsby,Genoa,37.2,MF,25,-0.35,"1,382",51,15.4,12,82,9,15,27,12,1.52,22,-3,-0.20,11.4,17.1,-5.8,-0.45,-0.40,Matches,
Kevin Strootman,Genoa,36.0,MF,15,+0.28,"1,340",46,14.9,16,69,3,13,18,3,1.52,18,+3,+0.20,11.2,13.8,-2.7,-0.20,-0.02,Matches,
Caleb Ekuban,Genoa,31.6,FW,15,+0.08,"1,175",39,13.1,10,70,1,20,24,2,1.34,16,+1,+0.08,14.0,16.9,-2.8,-0.23,-0.06,Matches,
Junior Messias,Genoa,30.8,"MF,DF",12,+0.25,"1,053",59,11.7,13,76,4,5,12,1,1.06,14,+2,+0.17,12.9,14.2,-1.3,-0.11,+0.11,Matches,
Ridgeciano Haps,Genoa,24.8,DF,10,-0.16,923,51,10.3,8,89,3,10,21,13,1.11,9,-1,-0.10,9.6,7.1,+2.4,+0.28,+0.61,Matches,
Djed Spence,Genoa,25.1,DF,9,+0.14,859,54,9.5,8,79,6,8,29,2,1.63,10,+1,+0.10,9.1,11.7,-2.6,-0.27,-0.11,Matches,
Nicola Leali,Genoa,12.8,GK,7,+0.19,476,79,5.3,5,95,4,1,1,34,1.50,8,+1,+0.19,2.0,2.0,0.0,-0.02,+0.18,Matches,
Berkan Kutlu,Genoa,9.0,MF,6,-0.91,334,42,3.7,2,68,1,6,33,10,1.37,3,-3,-0.81,2.2,3.2,-1.0,-0.47,-0.30,Matches,
Silvan Hefti,Genoa,7.9,"MF,DF",12,-2.35,294,37,3.3,3,79,2,5,11,11,0.75,5,-7,-2.14,0.8,2.3,-1.5,-1.21,-1.06,Matches,
George Pușcaș,Genoa,7.8,FW,6,-1.38,289,29,3.2,2,83,1,8,15,12,0.80,2,-4,-1.25,3.7,1.9,+1.8,+0.85,+1.10,Matches,
Alan Matturro,Genoa,7.7,DF,5,-0.03,286,36,3.2,3,85,1,5,6,15,2.12,5,0,0.00,1.6,1.7,-0.2,-0.16,+0.03,Matches,
Vitinha,Genoa,8.3,"FW,MF",4,0.00,285,32,3.2,2,83,1,7,17,1,1.00,4,0,0.00,3.8,4.6,-0.8,-0.25,-0.07,Matches,
Pablo Galdames Millán,Genoa,5.3,"MF,DF",4,-1.47,197,49,2.2,2,93,1,2,6,13,0.75,1,-3,-1.37,0.4,0.4,0.0,0.00,+0.19,Matches,
Giorgio Cittadini,Genoa,3.1,DF,0,+2.63,106,21,1.2,1,76,0,4,8,10,1.80,3,+3,+2.55,1.0,1.9,-0.8,-0.71,-0.54,Matches,
Filip Jagiełło,Genoa,2.5,MF,1,-1.01,94,31,1.0,1,61,0,2,17,14,1.00,0,-1,-0.96,0.1,0.6,-0.5,-1.41,-1.24,Matches,
Davide Biraschi,Genoa,2.6,DF,4,-3.08,90,90,1.0,1,90,1,0,,2,0.00,1,-3,-3.00,0.2,1.0,-0.8,-0.78,-0.61,Matches,
David Akpan Ankeye,Genoa,1.7,FW,0,0.00,57,10,0.6,0,,0,6,10,6,1.33,0,0,0.00,0.3,0.4,-0.1,-0.15,+0.04,Matches,
Emil Bohinen,Genoa,1.6,MF,0,0.00,56,11,0.6,0,,0,5,11,12,2.60,0,0,0.00,0.7,0.9,-0.2,-0.29,-0.11,Matches,
Seydou Fini,Genoa,1.2,"DF,FW",2,-4.26,43,11,0.5,0,,0,4,11,13,0.25,0,-2,-4.19,1.1,0.3,+0.8,+1.94,+2.15,Matches,
Massimo Coda,Genoa,0.3,FW,0,-0.31,13,13,0.1,0,,0,1,13,1,3.00,0,0,0.00,,,,,,Matches,
Daniele Sommariva,Genoa,0.1,GK,0,0.00,5,5,0.1,0,,0,1,5,39,3.00,0,0,0.00,0.5,0.2,+0.3,+5.86,+6.06,Matches,
Christos Papadopoulos,Genoa,0.1,FW,0,+22.53,4,4,0.0,0,,0,1,4,8,1.00,1,+1,+22.50,0.0,0.2,-0.2,-5.06,-4.88,Matches,
Mattia Aramu,Genoa,,"FW,MF",,,,,,0,,0,0,,3,,,,,,,,,,Matches,
Faroukou Cissé,Genoa,,MF,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Riccardo Arboscello,Genoa,,MF,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Tommaso Pittino,Genoa,,DF,,,,,,0,,0,0,,8,,,,,,,,,,Matches,
Simone Calvani,Genoa,,GK,,,,,,0,,0,0,,3,,,,,,,,,,Matches,
Filippo Melegoni,Genoa,,MF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Yoan Bornosuzov,Genoa,,FW,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Joachim Andersen,Crystal Palace,95.1,DF,59,-0.05,"3,595",90,39.9,40,90,38,0,,1,1.25,57,-2,-0.05,48.6,52.0,-3.4,-0.09,-0.09,Matches,
Tyrick Mitchell,Crystal Palace,93.6,"DF,MF",61,-0.87,"3,537",86,39.3,41,86,34,0,,0,1.29,56,-5,-0.13,44.9,49.0,-4.0,-0.11,-0.38,Matches,
Jordan Ayew,Crystal Palace,74.1,"FW,MF",40,-0.20,"2,669",72,29.7,31,82,18,6,22,1,1.30,37,-3,-0.10,31.8,35.2,-3.4,-0.12,-0.12,Matches,
Jefferson Lerma,Crystal Palace,69.9,"MF,DF",49,-1.23,"2,643",85,29.4,30,88,23,1,15,0,1.10,36,-13,-0.44,31.7,37.5,-5.8,-0.22,-0.42,Matches,
Jean-Philippe Mateta,Crystal Palace,68.0,FW,49,+0.33,"2,572",66,28.6,28,84,16,11,21,2,1.21,50,+1,+0.03,33.5,38.8,-5.3,-0.21,-0.35,Matches,
Chris Richards,Crystal Palace,64.9,"DF,MF",44,+0.52,"2,454",82,27.3,27,90,27,3,8,9,1.40,47,+3,+0.11,31.1,32.5,-1.3,-0.06,+0.08,Matches,
Eberechi Eze,Crystal Palace,60.2,"MF,FW",29,+1.77,"2,275",73,25.3,26,83,13,5,24,0,1.49,45,+16,+0.63,32.2,30.9,+1.3,+0.06,+0.36,Matches,
Marc Guéhi,Crystal Palace,59.6,DF,34,-0.22,"2,253",78,25.0,25,87,21,4,22,0,1.28,30,-4,-0.16,28.2,30.3,-2.1,-0.09,-0.01,Matches,
Sam Johnstone,Crystal Palace,54.2,GK,33,-0.61,"2,048",89,22.8,22,90,21,1,72,4,1.04,25,-8,-0.35,25.2,26.3,-1.1,-0.05,+0.07,Matches,
Will Hughes,Crystal Palace,53.8,MF,39,-0.80,"2,032",62,22.6,24,78,9,9,17,1,1.15,29,-10,-0.44,23.1,29.4,-6.3,-0.30,-0.47,Matches,
Joel Ward,Crystal Palace,55.0,DF,34,-1.12,"1,980",76,22.0,23,85,19,3,6,7,1.19,23,-11,-0.50,26.0,29.9,-4.0,-0.18,-0.21,Matches,
Dean Henderson,Crystal Palace,45.7,GK,30,+0.71,"1,728",86,19.2,20,86,19,0,,8,1.45,36,+6,+0.31,23.1,25.6,-2.6,-0.14,-0.10,Matches,
Odsonne Édouard,Crystal Palace,45.6,"FW,MF",27,-0.73,"1,722",52,19.1,19,81,6,14,13,3,1.24,18,-9,-0.47,19.6,20.6,-1.0,-0.06,+0.06,Matches,
Nathaniel Clyne,Crystal Palace,44.0,DF,22,+1.38,"1,665",72,18.5,18,86,12,5,24,18,1.44,35,+13,+0.70,21.5,20.9,+0.6,+0.04,+0.21,Matches,
Jeffrey Schlupp,Crystal Palace,42.5,"FW,MF",29,-1.14,"1,606",49,17.8,20,70,3,13,15,3,1.30,16,-13,-0.73,14.6,21.8,-7.2,-0.48,-0.65,Matches,
Daniel Muñoz,Crystal Palace,42.1,"DF,MF",22,+1.13,"1,439",90,16.0,16,90,15,0,,0,1.56,32,+10,+0.63,22.5,19.3,+3.2,+0.20,+0.50,Matches,
Adam Wharton,Crystal Palace,37.9,MF,16,+1.27,"1,297",81,14.4,15,82,6,1,63,0,1.56,27,+11,+0.76,19.9,17.6,+2.3,+0.16,+0.40,Matches,
Michael Olise,Crystal Palace,37.3,"FW,MF",19,+1.73,"1,275",67,14.2,14,85,9,5,18,0,1.47,34,+15,+1.06,23.0,18.2,+4.8,+0.34,+0.68,Matches,
Cheick Doucouré,Crystal Palace,27.2,MF,15,-0.69,978,82,10.9,12,82,8,0,,1,1.16,9,-6,-0.55,11.1,13.1,-2.0,-0.19,-0.14,Matches,
Naouirou Ahamada,Crystal Palace,11.9,"MF,FW",16,-0.60,451,20,5.0,1,55,0,22,18,14,0.91,13,-3,-0.60,10.0,8.6,+1.4,+0.35,+0.49,Matches,
Jaïro Riedewald,Crystal Palace,10.4,"MF,FW",8,-1.45,395,33,4.4,4,72,0,8,14,21,2.00,2,-6,-1.37,2.7,3.6,-0.9,-0.36,-0.29,Matches,
Matheus França,Crystal Palace,9.1,"MF,FW",7,+0.06,329,27,3.7,2,77,0,10,18,9,0.67,7,0,0.00,4.3,3.5,+0.8,+0.32,+0.43,Matches,
Jesurun Rak Sakyi,Crystal Palace,6.5,"MF,FW",7,-2.40,235,29,2.6,2,50,0,6,23,7,0.62,1,-6,-2.30,2.4,3.1,-0.7,-0.47,-0.39,Matches,
David Ozoh,Crystal Palace,5.1,"MF,DF",5,-1.40,193,16,2.1,0,,0,12,16,15,0.83,2,-3,-1.40,2.7,3.0,-0.3,-0.19,-0.11,Matches,
James Tomkins,Crystal Palace,2.5,DF,4,+0.05,93,19,1.0,1,83,0,4,3,26,2.40,4,0,0.00,0.1,0.8,-0.7,-7.21,-7.14,Matches,
Rob Holding,Crystal Palace,2.5,DF,3,-5.00,90,90,1.0,1,90,1,0,,10,0.00,0,-3,-3.00,,,,,,Matches,
Remi Matthews,Crystal Palace,0.1,GK,1,-22.50,4,4,0.0,0,,0,1,4,30,0.00,0,-1,-22.50,0.3,0.1,+0.2,+5.54,+5.64,Matches,
Luke Plange,Crystal Palace,,FW,,,,,,0,,0,0,,3,,,,,,,,,,Matches,
Sean Grehan,Crystal Palace,,DF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Jack Wells-Morrison,Crystal Palace,,MF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Tayo Adaramola,Crystal Palace,,DF,,,,,,0,,0,0,,4,,,,,,,,,,Matches,
John-Kymani Gordon,Crystal Palace,,"FW,MF",,,,,,0,,0,0,,4,,,,,,,,,,Matches,
Joseph Whitworth,Crystal Palace,,GK,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Malcolm Ebiowei,Crystal Palace,,MF,,,,,,0,,0,0,,13,,,,,,,,,,Matches,
Jadan Raymond,Crystal Palace,,MF,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Franco Umeh-Chibueze,Crystal Palace,,MF,,,,,,0,,0,0,,5,,,,,,,,,,Matches,
Roshaun Mathurin,Crystal Palace,,FW,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Kaden Rodney,Crystal Palace,,DF,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Ademola Ola-Adebomi,Crystal Palace,,FW,,,,,,0,,0,0,,4,,,,,,,,,,Matches,
José Luis García Vayá,Valencia,91.6,MF,47,-1.00,"3,491",90,38.8,39,90,35,0,,0,1.33,41,-6,-0.15,41.5,45.8,-4.3,-0.12,+0.02,Matches,
Giorgi Mamardashvili,Valencia,86.2,GK,41,+2.62,"3,284",89,36.5,37,89,36,0,,1,1.32,40,-1,-0.03,42.2,45.2,-3.1,-0.08,+0.87,Matches,
Cristhian Mosquera,Valencia,85.4,DF,42,+0.11,"3,252",86,36.1,35,90,33,3,35,3,1.29,40,-2,-0.06,39.1,44.3,-5.2,-0.15,-0.33,Matches,
Hugo Duro,Valencia,82.0,FW,36,+0.72,"3,126",80,34.7,36,84,14,3,40,0,1.33,38,+2,+0.06,35.8,35.4,+0.3,+0.01,+0.99,Matches,
Diego López,Valencia,74.3,"MF,FW",38,-0.59,"2,830",73,31.4,32,81,8,7,36,0,1.38,31,-7,-0.22,32.5,36.1,-3.5,-0.12,-0.01,Matches,
Javier Guerra,Valencia,71.7,MF,37,-0.33,"2,730",68,30.3,30,84,17,10,21,0,1.35,32,-5,-0.16,29.9,33.7,-3.7,-0.13,-0.06,Matches,
Thierry Correia,Valencia,62.4,DF,34,-0.11,"2,377",68,26.4,27,82,14,8,21,1,1.43,31,-3,-0.11,28.1,29.1,-1.0,-0.04,+0.20,Matches,
Francisco Perez,Valencia,58.3,"MF,FW",19,+0.85,"2,221",62,24.7,29,69,2,7,30,0,1.56,26,+7,+0.28,23.9,22.1,+1.8,+0.08,+0.49,Matches,
Dimitri Foulquier,Valencia,50.7,"DF,MF",22,+0.14,"1,932",57,21.5,20,83,15,14,19,2,1.41,22,0,0.00,22.0,27.9,-5.9,-0.29,-0.36,Matches,
José Luis Gayà,Valencia,50.2,DF,24,+0.43,"1,912",71,21.2,22,80,14,5,33,1,1.52,27,+3,+0.14,24.6,24.1,+0.5,+0.02,+0.30,Matches,
Cenk Özkacar,Valencia,47.5,DF,22,-0.62,"1,808",72,20.1,20,87,17,5,14,14,1.24,14,-8,-0.40,16.6,22.4,-5.8,-0.33,-0.39,Matches,
Hugo Guillamón,Valencia,41.2,MF,21,-0.17,"1,568",52,17.4,15,84,10,15,21,11,1.60,18,-3,-0.17,16.3,21.8,-5.5,-0.38,-0.42,Matches,
Gabriel Paulista,Valencia,39.1,DF,22,-0.28,"1,488",78,16.5,17,85,13,2,19,0,1.42,18,-4,-0.24,17.9,16.3,+1.6,+0.10,+0.38,Matches,
Sergi Canós,Valencia,39.0,"MF,FW",21,+0.51,"1,484",48,16.5,17,62,2,14,31,1,1.29,25,+4,+0.24,20.8,18.7,+2.1,+0.16,+0.43,Matches,
Roman Yaremchuk,Valencia,31.1,FW,13,+0.43,"1,185",41,13.2,13,63,0,16,23,4,1.31,16,+3,+0.23,13.7,15.1,-1.4,-0.14,-0.03,Matches,
Mouctar Diakhaby,Valencia,30.5,"DF,MF",15,-0.23,"1,163",78,12.9,13,85,10,2,31,2,1.26,12,-3,-0.23,9.0,16.3,-7.3,-0.62,-0.73,Matches,
Domingos André Ribeiro Almeida,Valencia,28.2,"FW,MF",11,+0.70,965,54,10.7,12,67,2,6,26,3,1.00,15,+4,+0.37,13.9,12.5,+1.4,+0.13,+0.35,Matches,
Jesus Vazquez,Valencia,24.4,"DF,MF",13,+0.09,928,40,10.3,9,77,4,14,17,7,1.57,13,0,0.00,8.8,11.2,-2.4,-0.30,-0.23,Matches,
Yarek Hernandis,Valencia,24.0,DF,17,-0.55,915,57,10.2,9,90,7,7,15,18,1.06,12,-5,-0.49,12.4,11.7,+0.8,+0.09,+0.27,Matches,
Selim Amallah,Valencia,19.6,"FW,MF",6,+0.09,747,34,8.3,9,64,1,13,13,7,1.59,6,0,0.00,4.3,7.1,-2.8,-0.41,-0.35,Matches,
Peter Federico,Valencia,19.0,"MF,FW",11,-0.86,649,43,7.2,5,75,0,10,28,1,0.93,5,-6,-0.83,10.3,9.8,+0.4,+0.06,+0.22,Matches,
Jaume Doménech,Valencia,12.3,GK,7,-0.14,469,78,5.2,5,85,4,1,46,32,1.50,6,-1,-0.19,0.4,1.6,-1.2,-1.42,-1.33,Matches,
Alberto Marí,Valencia,10.2,FW,11,-1.46,390,21,4.3,4,60,0,15,10,6,1.37,5,-6,-1.38,5.4,8.6,-3.2,-1.06,-1.02,Matches,
Pablo Gozalbez,Valencia,7.5,"MF,FW",2,+1.45,284,36,3.2,3,68,1,5,16,27,2.38,6,+4,+1.27,1.4,2.3,-0.8,-0.74,-0.64,Matches,
Hugo González,Valencia,4.3,"MF,FW",1,+0.65,164,16,1.8,1,77,0,9,10,16,1.40,2,+1,+0.55,1.8,1.3,+0.5,+0.51,+0.64,Matches,
César Tárrega,Valencia,2.6,DF,0,+1.96,98,49,1.1,1,90,1,1,8,11,3.00,2,+2,+1.84,0.2,0.0,+0.1,+1.57,+1.69,Matches,
Ruben Lendinez,Valencia,2.4,DF,0,+1.08,92,46,1.0,1,81,0,1,11,18,2.00,1,+1,+0.98,0.0,0.0,0.0,0.00,+0.12,Matches,
Marco Camús,Valencia,1.8,MF,0,+1.00,70,70,0.8,1,70,0,0,,2,3.00,1,+1,+1.29,,,,,,Matches,
Cristian,Valencia,1.5,GK,1,-1.47,57,57,0.6,0,,0,1,57,41,0.00,0,-1,-1.58,0.5,0.7,-0.2,-0.30,-0.19,Matches,
David Otorbi,Valencia,1.3,FW,0,+1.57,49,25,0.5,0,,0,2,25,6,1.50,1,+1,+1.84,,,,,,Matches,
Mario Dominguez,Valencia,0.7,FW,1,-3.49,25,8,0.3,0,,0,3,8,4,0.33,0,-1,-3.60,0.4,0.4,0.0,+0.03,+0.14,Matches,
Ali Fadal,Valencia,5.1,MF,0,-0.49,20,20,0.2,0,,0,1,20,1,3.00,0,0,0.00,,,,,,Matches,
Vicent Abril Sanz,Valencia,,GK,,,,,,0,,0,0,,5,,,,,,,,,,Matches,
Martín Tejón,Valencia,,MF,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Javi Navarro,Valencia,,MF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Joselu Pérez,Valencia,,DF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Guillaume Restes,Toulouse,95.6,GK,59,,"3,870",90,43.0,43,90,43,0,,2,1.28,51,-8,-0.19,49.1,63.1,-14.0,-0.33,,Matches,
Rasmus Nicolaisen,Toulouse,94.4,DF,60,-1.81,"3,825",89,42.5,43,89,41,0,,1,1.23,51,-9,-0.21,47.3,60.7,-13.4,-0.33,+0.05,Matches,
Thijs Dallinga,Toulouse,84.8,FW,50,+0.56,"3,433",78,38.1,39,84,20,5,31,0,1.34,49,-1,-0.03,41.1,52.4,-11.2,-0.32,+0.08,Matches,
Logan Costa,Toulouse,86.7,DF,48,+0.46,"3,279",86,36.4,36,89,34,2,32,0,1.21,45,-3,-0.08,42.6,54.3,-11.7,-0.32,+0.08,Matches,
Vincent Sierro,Toulouse,79.7,MF,48,+0.41,"3,227",79,35.9,36,86,25,5,26,2,1.36,47,-1,-0.03,39.2,48.6,-9.4,-0.28,+0.24,Matches,
