Player Name,Club Name,Minutes%,Position,GoalsAllowedByTeamInHisPresence,GoalsScoredByTeamInHisPresence-GoalsScoredByTeamInHisAbsence,MinutesPlayed,MinutesPlayed/Match,Player,GamesStarted,MinutesStarted/Match,MatchesCompleted,SubstitueAppearances,Minutes/Substitution,GameAsUnusedSub,TeamPointsPerMatch,GoalsScoredByTeamInHisPresence,GoalsScored-GoalsAllowed,GoalsScored-GoalsAllowed/90,xGOfTeamScoring,xGOfTeamConceding,xGOfTeamScoring-xGOfTeamConceding,xGOfTeamScoring-xGOfTeamConceding/90,xGOfTeamScoringWithHim-xGOfTeamScoringWithoutHim/90,+/-,+/-90
James Trafford,Burnley,68.3,GK,62,-1.05,"2,520",90,28.0,28,90,28,0,,10,0.50,27,-35,-1.25,25.6,49.4,-23.8,-0.85,-0.26,Matches,
Charlie Taylor,Burnley,65.8,DF,46,+1.02,"2,487",83,27.6,27,88,23,3,40,4,0.80,32,-14,-0.51,26.7,44.4,-17.7,-0.68,+0.31,Matches,
Josh Brownhill,Burnley,62.8,MF,54,-0.34,"2,375",68,26.4,24,87,19,11,26,5,0.72,28,-26,-0.99,25.5,44.1,-18.5,-0.74,+0.12,Matches,
Wilson Odobert,Burnley,60.2,"MF,FW",49,+0.26,"2,275",69,25.3,27,81,11,6,13,4,0.70,30,-19,-0.75,25.4,46.7,-21.3,-0.91,-0.34,Matches,
Josh Cullen,Burnley,60.0,MF,52,-0.44,"2,269",81,25.2,25,87,20,3,31,9,0.68,26,-26,-1.03,25.8,45.6,-19.8,-0.87,-0.21,Matches,
Zeki Amdouni,Burnley,55.1,FW,43,-0.21,"2,081",56,23.1,28,69,3,9,15,4,0.65,21,-22,-0.95,19.5,36.2,-16.7,-0.77,+0.03,Matches,
Lyle Foster,Burnley,51.8,"FW,MF",43,-0.13,"1,957",75,21.7,23,82,10,3,20,0,0.84,23,-20,-0.92,21.9,41.2,-19.3,-0.92,-0.30,Matches,
Jacob Bruun Larsen,Burnley,39.7,"MF,FW",26,+0.63,"1,501",42,16.7,19,65,0,17,16,5,0.78,18,-8,-0.48,19.2,24.3,-5.2,-0.37,+0.64,Matches,
Maxime Estève,Burnley,38.3,DF,28,+0.46,"1,309",82,14.5,15,84,12,1,45,0,0.75,18,-10,-0.69,19.4,28.7,-9.3,-0.64,+0.23,Matches,
Jóhann Berg Guðmundsson,Burnley,34.7,"MF,FW",25,+0.88,"1,282",47,14.2,13,70,2,14,27,5,0.59,21,-4,-0.28,14.8,21.0,-6.2,-0.47,+0.48,Matches,
Arijanet Muric,Burnley,33.3,GK,20,+1.18,"1,260",90,14.0,14,90,14,0,,25,1.14,19,-1,-0.07,15.0,21.0,-5.9,-0.59,+0.26,Matches,
Ameen Al-Dakhil,Burnley,32.7,DF,30,-0.78,"1,235",73,13.7,13,87,12,4,28,2,0.64,11,-19,-1.38,10.8,20.3,-9.5,-0.81,-0.04,Matches,
Jordan Beyer,Burnley,36.1,DF,23,+0.50,"1,234",82,13.7,15,82,10,0,,0,0.73,14,-9,-0.66,10.7,20.5,-9.8,-0.72,+0.10,Matches,
Lorenz Assignon,Burnley,36.1,DF,30,-0.30,"1,234",82,13.7,15,82,10,0,,0,0.73,14,-16,-1.17,17.4,28.7,-11.3,-0.83,-0.07,Matches,
Jay Rodriguez,Burnley,27.6,FW,20,+0.59,"1,045",44,11.6,10,78,4,14,19,15,0.79,15,-5,-0.43,9.3,13.4,-4.1,-0.45,+0.44,Matches,
Luca Koleosho,Burnley,26.4,"MF,FW",23,-0.19,974,65,10.8,13,69,0,2,38,1,0.47,11,-12,-1.11,9.0,15.4,-6.5,-0.60,+0.26,Matches,
David Datro Fofana,Burnley,25.7,FW,18,+0.21,879,59,9.8,10,80,5,5,15,1,0.73,10,-8,-0.82,13.7,17.2,-3.5,-0.36,+0.57,Matches,
Hannes Delcroix,Burnley,22.7,DF,29,-1.47,859,57,9.5,8,87,7,7,23,10,0.74,10,-19,-1.99,6.3,16.1,-9.8,-1.50,-0.87,Matches,
Connor Roberts,Burnley,22.6,DF,23,-0.94,856,54,9.5,8,88,6,8,19,6,0.75,8,-15,-1.58,8.4,19.0,-10.7,-1.17,-0.50,Matches,
Aaron Ramsey,Burnley,17.2,"MF,FW",17,-1.14,651,38,7.2,7,65,0,10,19,3,0.65,4,-13,-1.80,5.4,11.5,-6.1,-1.04,-0.31,Matches,
Mike Trésor,Burnley,15.8,"FW,MF",14,-0.59,598,31,6.6,4,69,1,15,22,9,0.69,5,-9,-1.35,3.6,10.0,-6.4,-1.37,-0.67,Matches,
Hjalmar Ekdal,Burnley,13.4,DF,8,-0.27,495,55,5.5,6,72,0,3,21,12,1.12,2,-6,-1.09,5.1,7.7,-2.6,-0.54,+0.28,Matches,
Anass Zaroury,Burnley,8.8,"FW,MF",5,+1.24,333,37,3.7,3,74,1,6,18,7,0.45,6,+1,+0.27,1.8,2.8,-1.1,-0.64,+0.15,Matches,
Nathan Redmond,Burnley,8.1,"FW,MF",8,-0.98,308,21,3.4,2,71,0,13,13,3,0.66,2,-6,-1.75,2.7,3.8,-1.1,-0.68,+0.10,Matches,
Benson Manuel,Burnley,3.8,"MF,FW",5,-0.43,142,16,1.6,2,36,0,7,10,14,0.45,3,-2,-1.27,0.5,4.3,-3.8,-3.00,-2.29,Matches,
Jack Cork,Burnley,3.3,MF,1,+3.86,125,21,1.4,1,90,1,5,7,20,0.67,5,+4,+2.88,0.7,0.1,+0.6,+1.89,+2.69,Matches,
Han-Noah Massengo,Burnley,1.1,"MF,DF",0,+7.52,41,10,0.5,0,,0,4,10,6,1.00,3,+3,+6.59,1.1,0.7,+0.4,+2.43,+3.23,Matches,
Michael Obafemi,Burnley,0.6,"FW,MF",0,+5.51,20,10,0.2,0,,0,2,10,4,1.50,1,+1,+4.50,0.4,0.0,+0.4,+1.78,+2.58,Matches,
CJ Egan-Riley,Burnley,,DF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Lawrence Vigouroux,Burnley,,GK,,,,,,0,,0,0,,7,,,,,,,,,,Matches,
Luís Maximiano,Almería,90,pt POR,34,-0.85,34,"3,060",85.0,34.0,34,90,34,0,,5,0.59,63,-29,-0.52,42.7,53.2,-10.5,-0.32,+0.15,Matches
Édgar González,Almería,82,es ESP,27,-0.90,32,"2,612",72.6,29.0,31,83,24,1,45,1,0.61,53,-26,-0.44,32.3,45.9,-13.6,-0.49,-0.56,Matches
Juan Brandáriz,Almería,77,es ESP,34,-0.78,33,"2,548",70.8,28.3,27,88,25,6,29,6,0.64,56,-22,-0.01,36.5,44.5,-8.0,-0.30,+0.14,Matches
Adri Embarba,Almería,69,es ESP,25,-0.98,36,"2,476",68.8,27.5,29,79,12,7,28,3,0.58,52,-27,-0.50,31.8,42.8,-10.9,-0.40,-0.21,Matches
Lucas Robertone,Almería,71,ar ARG,32,-0.56,34,"2,416",67.1,26.8,29,79,12,5,24,0,0.50,47,-15,+0.66,35.1,36.1,-1.0,-0.04,+0.98,Matches
Sergio Arribas,Almería,61,es ESP,30,-0.45,36,"2,182",60.6,24.2,23,77,5,13,32,4,0.56,41,-11,+0.82,29.8,35.9,-6.1,-0.27,+0.18,Matches
Dion Lopy,Almería,66,sn SEN,22,-0.99,32,"2,096",58.2,23.3,25,79,14,7,17,5,0.44,45,-23,-0.51,28.6,37.9,-9.3,-0.44,-0.22,Matches
Léo Baptistão,Almería,56,br BRA,22,-0.80,34,"1,906",52.9,21.2,22,75,8,12,21,1,0.64,39,-17,-0.06,25.2,30.3,-5.1,-0.24,+0.21,Matches
Marc Pubill,Almería,82,es ESP,26,-0.48,23,"1,883",55.1,20.9,22,84,15,1,25,1,0.70,36,-10,+0.81,27.2,28.7,-1.5,-0.07,+0.59,Matches
César Montes,Almería,81,mx MEX,17,-1.16,22,"1,792",49.8,19.9,21,85,17,1,4,7,0.68,40,-23,-0.76,24.7,31.8,-7.1,-0.36,-0.04,Matches
Sergio Akieme,Almería,88,es ESP,17,-1.02,19,"1,675",46.5,18.6,19,88,18,0,,2,0.32,36,-19,-0.35,24.7,33.0,-8.3,-0.45,-0.22,Matches
Largie Ramazani,Almería,53,be BEL,23,-0.60,31,"1,655",46.0,18.4,17,75,4,14,27,2,0.48,34,-11,+0.33,24.8,25.9,-1.1,-0.06,+0.50,Matches
Iddrisu Baba,Almería,58,gh GHA,17,-1.30,26,"1,520",42.2,16.9,15,83,9,11,25,7,0.54,39,-22,-0.91,18.0,29.5,-11.5,-0.72,-0.66,Matches
Gonzalo Melero,Almería,41,es ESP,19,-0.61,29,"1,188",33.0,13.2,11,71,3,18,22,3,0.72,27,-8,+0.25,20.5,20.3,+0.2,+0.02,+0.52,Matches
Alejandro Pozo Pozo,Almería,47,es ESP,10,-1.16,23,"1,087",30.2,12.1,10,80,4,13,22,15,0.52,24,-14,-0.55,11.0,21.8,-10.8,-1.00,-0.92,Matches
Álex Centelles,Almería,71,es ESP,12,-1.09,15,"1,070",29.7,11.9,12,83,9,3,23,22,0.60,25,-13,-0.45,11.8,16.7,-4.9,-0.45,-0.16,Matches
Luis Javier Suárez,Almería,61,co COL,16,-0.69,15,917,26.8,10.2,10,83,3,5,18,0,0.73,23,-7,+0.21,18.0,18.3,-0.3,-0.03,+0.42,Matches
Jonathan Viera,Almería,76,es ESP,16,-0.20,12,912,26.7,10.1,12,76,2,0,,2,0.83,18,-2,+0.88,14.4,12.8,+1.6,+0.16,+0.68,Matches
Bruno Langa,Almería,75,mz MOZ,15,0.00,11,820,24.0,9.1,9,87,8,2,18,4,1.00,15,0,+1.11,12.5,14.5,-2.0,-0.22,+0.16,Matches
Anthony Lozano,Almería,59,hn HON,10,-0.12,13,772,22.6,8.6,10,70,1,3,26,2,0.69,11,-1,+0.94,9.9,11.6,-1.7,-0.19,+0.19,Matches
Kaiky,Almería,67,br BRA,13,-0.94,10,668,18.6,7.4,7,85,6,3,24,14,0.60,20,-7,-0.21,9.5,11.8,-2.3,-0.39,-0.06,Matches
Aleksandar Radovanović,Almería,63,rs SRB,10,0.00,9,569,16.6,6.3,8,70,4,1,9,3,1.22,10,0,+1.01,7.4,9.3,-1.9,-0.29,+0.05,Matches
Houboulang Mendes,Almería,59,gw GNB,6,-1.02,9,531,14.8,5.9,6,75,3,3,27,6,0.33,12,-6,-0.28,3.8,9.1,-5.3,-1.19,-0.97,Matches
Marcos Peña,Almería,63,es ESP,4,-0.61,7,441,12.3,4.9,4,82,3,3,38,7,0.86,7,-3,+0.26,4.8,5.0,-0.3,-0.06,+0.32,Matches
Luka Romero,Almería,34,ar ARG,7,0.00,13,438,12.8,4.9,5,57,0,8,19,4,0.54,7,0,+0.97,4.8,8.8,-4.0,-0.82,-0.55,Matches
Arnau Puigmal,Almería,31,es ESP,6,+0.22,13,403,11.2,4.5,5,64,0,8,10,8,0.46,5,+1,+1.12,4.3,6.4,-2.1,-0.76,-0.46,Matches
Lázaro,Almería,24,br BRA,1,-2.33,16,386,10.7,4.3,3,66,1,13,15,9,0.37,11,-10,-1.74,3.5,8.8,-5.3,-1.68,-1.46,Matches
Marko Milovanović,Almería,31,rs SRB,5,-0.48,12,374,10.4,4.2,3,60,0,9,22,14,0.75,7,-2,+0.33,3.7,5.0,-1.3,-0.39,-0.05,Matches
Fernando,Almería,90,es ESP,11,+0.25,4,360,10.0,4.0,4,90,4,0,,36,1.00,10,+1,+1.22,4.6,6.3,-1.7,-0.42,-0.09,Matches
Ibrahima Koné,Almería,31,ml MLI,5,-1.95,9,277,8.1,3.1,2,65,0,7,21,6,0.67,11,-6,-1.20,4.4,6.4,-2.1,-0.67,-0.36,Matches
Diego Mariño,Almería,90,es ESP,0,-1.50,2,180,5.0,2.0,2,90,2,0,,38,0.00,3,-3,-0.76,1.4,2.1,-0.7,-0.68,-0.35,Matches
Marciano Tchami,Almería,12,gw GNB,0,-3.64,8,99,2.8,1.1,1,45,0,7,8,6,0.38,4,-4,-2.94,0.2,1.4,-1.2,-2.50,-2.19,Matches
Srđan Babić,Almería,90,rs SRB,0,-2.00,1,90,2.6,1.0,1,90,1,0,,0,0.00,2,-2,-1.19,1.4,2.1,-0.7,-0.68,-0.35,Matches
Rachad Fettal,Almería,31,ma MAR,0,-1.45,2,62,1.7,0.7,1,45,0,1,17,6,0.50,1,-1,-0.69,0.9,0.0,+0.9,+4.52,+4.88,Matches
Paco Sanz,Almería,24,es ESP,2,+7.50,1,24,0.7,0.3,0,,0,1,24,7,3.00,0,+2,+8.40,0.7,0.2,+0.4,+1.67,+2.02,Matches
Bruno Iribarne,Almería,,es ESP,,,0,,,,0,,0,0,,1,,,,,,,,,,Matches
Gui Guedes,Almería,,pt POR,,,0,,,,0,,0,0,,3,,,,,,,,,,Matches
Martin Šviderský,Almería,,sk SVK,,,0,,,,0,,0,0,,4,,,,,,,,,,Matches
Arvin Appiah,Almería,,eng ENG,,,0,,,,0,,0,0,,1,,,,,,,,,,Matches
Miguel Peña,Almería,,es ESP,,,0,,,,0,,0,0,,1,,,,,,,,,,Matches
Carlos Ballestero,Almería,,es ESP,,,0,,,,0,,0,0,,1,,,,,,,,,,Matches
Carlos Neva,Granada,89.6,DF,66,+2.04,"3,146",87,35.0,36,87,27,0,,3,0.56,34,-32,-0.92,38.9,56.1,-17.2,-0.49,+0.96,Matches,
Ignasi Miquel,Granada,85.7,DF,67,+0.98,"3,008",86,33.4,33,89,32,2,42,1,0.57,34,-33,-0.99,34.1,53.2,-19.0,-0.57,-0.03,Matches,
Gerard Gumbau,Granada,77.1,MF,65,+0.13,"2,706",75,30.1,31,83,18,5,25,0,0.50,32,-33,-1.10,31.8,50.7,-18.9,-0.64,-0.31,Matches,
Lucas Boyé,Granada,72.4,FW,57,-0.07,"2,541",82,28.2,30,83,15,1,45,1,0.52,26,-31,-1.10,30.2,45.9,-15.8,-0.56,+0.04,Matches,
Sergio Ruiz,Granada,71.5,MF,57,+0.56,"2,510",70,27.9,30,80,14,6,19,1,0.56,30,-27,-0.97,29.4,41.4,-12.0,-0.43,+0.50,Matches,
Myrto Uzuni,Granada,71.6,FW,53,+0.82,"2,448",72,27.2,28,81,11,6,32,1,0.62,30,-23,-0.85,29.8,41.2,-11.4,-0.42,+0.53,Matches,
Ricard Sánchez ,Granada,65.4,DF,55,+0.06,"2,295",70,25.5,25,86,14,8,19,5,0.42,28,-27,-1.06,30.5,42.1,-11.5,-0.45,+0.36,Matches,
Gonzalo Villar,Granada,53.0,MF,41,+0.45,"1,861",52,20.7,22,68,4,14,26,0,0.48,22,-19,-0.92,24.0,34.5,-10.4,-0.53,+0.09,Matches,
Bryan Zaragoza,Granada,46.7,"MF,FW",37,+0.17,"1,638",78,18.2,18,87,13,3,27,1,0.52,19,-18,-0.99,22.0,32.2,-10.2,-0.56,+0.02,Matches,
Miguel Ángel Rubio,Granada,45.6,DF,35,+0.50,"1,560",82,17.3,17,88,15,2,29,11,0.89,21,-14,-0.81,20.8,31.6,-10.9,-0.63,-0.11,Matches,
Augusto Batalla,Granada,44.7,GK,28,+0.68,"1,530",90,17.0,17,90,17,0,,3,0.76,16,-12,-0.71,18.8,23.2,-4.4,-0.26,+0.57,Matches,
André Ferreira,Granada,38.2,GK,29,-0.10,"1,340",89,14.9,14,90,14,1,80,7,0.33,12,-17,-1.14,15.9,24.6,-8.7,-0.59,-0.03,Matches,
Bruno Méndez,Granada,39.0,DF,23,+0.66,"1,333",78,14.8,15,86,9,2,24,1,0.65,13,-10,-0.68,15.0,21.1,-6.1,-0.41,+0.26,Matches,
Raúl Torrente,Granada,35.6,DF,28,-0.23,"1,250",74,13.9,14,85,10,3,21,14,0.35,11,-17,-1.22,15.4,22.9,-7.5,-0.54,+0.04,Matches,
Facundo Pellistri,Granada,36.0,"MF,FW",30,-0.25,"1,232",82,13.7,14,85,6,1,45,0,0.60,13,-17,-1.24,14.6,20.7,-6.1,-0.45,+0.18,Matches,
Óscar Melendo,Granada,32.8,"MF,FW",23,+0.29,"1,122",43,12.5,15,63,0,11,16,10,0.31,12,-11,-0.88,13.5,19.9,-6.4,-0.51,+0.08,Matches,
José Callejón,Granada,25.4,"MF,FW",21,+0.16,893,34,9.9,8,68,1,18,19,13,0.69,11,-10,-1.01,10.6,20.8,-10.2,-1.14,-0.75,Matches,
Antonio Puertas,Granada,20.8,"MF,FW",23,-0.04,730,27,8.1,6,74,1,21,14,6,0.39,14,-9,-1.11,11.6,14.8,-3.2,-0.39,+0.23,Matches,
Kamil Jóźwiak,Granada,16.7,MF,9,+1.11,571,52,6.3,7,74,1,4,13,1,0.82,8,-1,-0.16,6.9,8.8,-1.9,-0.31,+0.31,Matches,
Álvaro Carreras,Granada,16.1,"MF,FW",11,+1.72,565,40,6.3,6,71,1,8,18,2,0.43,13,+2,+0.32,8.7,7.3,+1.4,+0.27,+0.97,Matches,
Martin Hongla,Granada,16.4,"MF,DF",16,-0.82,562,43,6.2,6,70,1,7,20,3,0.69,5,-11,-1.76,5.0,11.4,-6.4,-1.02,-0.54,Matches,
Kamil Piątkowski,Granada,14.8,DF,15,-1.24,505,56,5.6,6,74,4,3,21,8,0.56,3,-12,-2.14,6.6,11.5,-4.9,-0.87,-0.35,Matches,
Matias Arezo,Granada,10.8,FW,8,-0.16,369,26,4.1,3,65,1,11,16,6,0.86,3,-5,-1.22,5.6,7.7,-2.2,-0.53,+0.04,Matches,
Wilson Manafá,Granada,9.4,"DF,MF",6,+0.64,330,66,3.7,4,80,2,1,9,14,0.20,4,-2,-0.55,2.1,4.4,-2.2,-0.84,-0.29,Matches,
Raúl Fernández,Granada,8.2,GK,11,+0.12,280,70,3.1,4,70,3,0,,10,0.75,8,-3,-0.96,3.8,7.7,-3.9,-1.25,-0.74,Matches,
Marc Martínez,Granada,7.9,GK,11,-2.09,270,90,3.0,3,90,3,0,,14,0.00,2,-9,-3.00,4.1,8.8,-4.6,-1.54,-1.05,Matches,
Víctor Díaz,Granada,7.2,"DF,MF",8,-0.32,252,50,2.8,3,72,1,2,19,14,0.60,4,-4,-1.43,0.6,3.5,-2.9,-1.61,-1.09,Matches,
Njegoš Petrović,Granada,7.0,"MF,FW",3,+1.21,247,22,2.7,1,90,1,10,16,10,0.55,3,0,0.00,2.1,5.4,-3.3,-1.88,-1.38,Matches,
Faitout Maouassa,Granada,6.7,"DF,MF",8,-0.53,229,38,2.5,2,75,1,4,20,11,0.67,4,-4,-1.57,4.1,5.4,-1.3,-0.46,+0.11,Matches,
Theo Corbeanu,Granada,5.3,"MF,FW",4,-0.43,182,20,2.0,2,51,0,7,12,7,0.22,1,-3,-1.48,1.2,3.4,-2.2,-1.00,-0.46,Matches,
Famara Diedhiou,Granada,5.1,"FW,MF",3,+2.25,179,20,2.0,1,90,1,8,11,8,0.44,5,+2,+1.01,2.2,2.0,+0.2,+0.20,+0.79,Matches,
Shon Weissman,Granada,4.9,FW,0,+3.39,172,29,1.9,1,90,1,5,16,6,0.33,4,+4,+2.09,2.2,1.2,+1.0,+1.07,+1.67,Matches,
Sergio Rodelas,Granada,3.6,"FW,DF",4,-1.18,122,41,1.4,2,52,0,1,18,0,0.00,1,-3,-2.21,1.8,3.0,-1.2,-0.90,-0.34,Matches,
Jesús Vallejo,Granada,3.2,DF,4,-1.47,108,36,1.2,1,90,1,2,9,1,1.33,1,-3,-2.50,1.6,3.2,-1.6,-1.31,-0.77,Matches,
Adri Bosch,Granada,2.8,DF,2,+2.09,100,50,1.1,1,74,0,1,26,12,0.00,3,+1,+0.90,0.7,1.6,-0.9,-3.16,-2.61,Matches,
Adrián López ,Granada,2.6,GK,0,,90,90,1.0,1,90,1,0,,25,0.00,3,+3,+3.00,,,,,,Matches,
Samu Omorodion,Granada,2.3,FW,2,-0.05,80,80,0.9,1,80,0,0,,0,0.00,1,-1,-1.13,0.8,1.9,-1.1,-1.26,-0.71,Matches,
Alberto Perea,Granada,2.2,"MF,FW",0,+2.36,76,25,0.8,1,74,0,2,1,12,1.00,1,+1,+1.18,0.3,0.9,-0.6,-25.41,-24.86,Matches,
Brau,Granada,0.9,DF,3,-7.70,31,31,0.3,0,,0,1,31,0,0.00,0,-3,-8.71,0.2,2.4,-2.2,-6.42,-5.91,Matches,
Pablo Saenz,Granada,0.6,MF,3,-13.20,19,19,0.2,0,,0,1,19,1,0.00,0,-3,-14.21,0.0,2.2,-2.2,-10.59,-10.07,Matches,
Alberto Soro,Granada,0.2,MF,1,-10.19,8,8,0.1,0,,0,1,8,1,3.00,0,-1,-11.25,0.1,0.6,-0.5,-5.81,-5.26,Matches,
Eghosa Bello,Granada,,FW,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Fran Árbol,Granada,,GK,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Lassina Sangare,Granada,,MF,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Mario González,Granada,,MF,,,,,,0,,0,0,,1,,,,,,,,,,Matches,
Pol Tristán,Granada,,GK,,,,,,0,,0,0,,2,,,,,,,,,,Matches,
Marcel Schuhen,Darmstadt 98,91.4,GK,79,+1.44,"2,880",90,32.0,32,90,32,0,,2,0.50,29,-50,-1.56,31.0,66.1,-35.1,-1.13,+0.77,Matches,
Christoph Klarer,Darmstadt 98,77.1,DF,67,+0.40,"2,428",78,27.0,29,83,22,2,14,1,0.45,24,-43,-1.59,24.2,56.9,-32.7,-1.25,-0.22,Matches,
Tim Skarke,Darmstadt 98,78.6,"FW,DF",69,-0.52,"2,404",80,26.7,29,82,13,1,32,0,0.57,22,-47,-1.76,21.2,57.1,-35.8,-1.34,-0.66,Matches,
Fabian Holland,Darmstadt 98,61.1,"MF,DF",51,+0.73,"1,925",80,21.4,24,80,12,0,,0,0.46,21,-30,-1.40,21.4,38.6,-17.2,-0.84,+0.89,Matches,
Emir Karic,Darmstadt 98,59.5,DF,59,-1.06,"1,873",67,20.8,19,87,13,9,25,2,0.36,15,-44,-2.11,16.3,46.4,-30.0,-1.52,-0.76,Matches,
Matthias Bader,Darmstadt 98,58.9,"DF,MF",41,+1.70,"1,802",75,20.0,21,82,12,3,26,0,0.71,22,-19,-0.95,20.5,38.2,-17.7,-0.88,+0.77,Matches,
Matej Maglica,Darmstadt 98,54.4,DF,42,+0.70,"1,714",63,19.0,21,78,13,6,14,1,0.56,16,-26,-1.37,19.8,35.0,-15.3,-0.81,+0.88,Matches,
Luca Pfeiffer,Darmstadt 98,52.9,"FW,MF",37,+1.49,"1,619",67,18.0,20,77,9,4,20,6,0.46,20,-17,-0.95,20.0,32.4,-12.4,-0.69,+1.09,Matches,
Fabian Nürnberger,Darmstadt 98,50.9,"DF,MF",44,0.00,"1,603",73,17.8,18,82,11,4,32,0,0.68,14,-30,-1.68,17.5,33.7,-16.3,-0.97,+0.46,Matches,
Marvin Mehlem,Darmstadt 98,49.9,MF,41,+0.51,"1,572",75,17.5,20,77,7,1,24,1,0.52,16,-25,-1.43,16.3,31.4,-15.1,-0.92,+0.54,Matches,
Oscar Vilhelmsson,Darmstadt 98,44.1,"FW,MF",38,0.00,"1,390",51,15.4,16,73,5,11,21,2,0.30,12,-26,-1.68,15.3,31.2,-15.9,-1.04,+0.29,Matches,
Klaus Gjasula,Darmstadt 98,44.5,"DF,MF",31,+1.06,"1,363",62,15.1,17,75,10,5,18,5,0.55,15,-16,-1.06,15.3,28.8,-13.5,-0.89,+0.56,Matches,
Tobias Kempe,Darmstadt 98,44.1,MF,34,+1.16,"1,350",56,15.0,15,79,5,9,19,5,0.54,19,-15,-1.00,17.2,33.1,-15.9,-1.06,+0.25,Matches,
Christoph Zimmermann,Darmstadt 98,40.2,DF,35,-0.39,"1,265",63,14.1,13,79,8,7,35,5,0.40,8,-27,-1.92,10.7,29.2,-18.4,-1.36,-0.27,Matches,
Bartol Franjić,Darmstadt 98,40.2,MF,45,-2.02,"1,229",61,13.7,14,79,7,6,21,6,0.50,6,-39,-2.86,10.7,34.7,-24.0,-1.76,-0.93,Matches,
Jannik Müller,Darmstadt 98,36.0,"DF,MF",30,+0.47,"1,134",71,12.6,12,83,9,4,36,12,0.69,13,-17,-1.35,13.3,23.5,-10.2,-0.81,+0.62,Matches,
Mathias Honsak,Darmstadt 98,34.8,"FW,MF",41,-1.45,"1,095",46,12.2,11,73,2,13,22,0,0.55,9,-32,-2.63,8.5,29.3,-20.8,-1.84,-0.96,Matches,
Julian Justvan,Darmstadt 98,33.4,"MF,FW",34,-0.96,"1,023",73,11.4,11,86,7,3,26,0,0.29,8,-26,-2.29,10.7,27.6,-16.9,-1.49,-0.43,Matches,
Clemens Riedel,Darmstadt 98,26.8,DF,23,+0.27,845,56,9.4,10,81,8,5,8,6,0.66,9,-14,-1.49,8.6,16.6,-8.0,-0.95,+0.33,Matches,
Thomas Isherwood,Darmstadt 98,20.2,DF,25,-0.96,636,53,7.1,8,72,2,4,16,15,0.50,8,-17,-2.41,4.8,19.3,-14.5,-2.06,-1.08,Matches,
Aaron Seydel,Darmstadt 98,20.2,FW,15,+0.42,619,39,6.9,5,72,2,11,23,2,0.50,6,-9,-1.31,5.7,13.5,-7.8,-1.14,+0.08,Matches,
Sebastian Polter,Darmstadt 98,14.6,FW,12,+0.04,446,50,5.0,4,80,1,5,26,0,0.33,4,-8,-1.61,5.0,12.1,-7.1,-1.43,-0.27,Matches,
Gerrit Holtmann,Darmstadt 98,12.8,"MF,FW",11,-0.22,392,39,4.4,2,65,0,8,33,1,0.40,3,-8,-1.84,4.7,11.4,-6.7,-1.54,-0.39,Matches,
Andreas Müller,Darmstadt 98,11.1,MF,7,+0.69,349,32,3.9,2,45,0,9,29,12,0.55,3,-4,-1.03,2.8,7.8,-5.0,-1.29,-0.10,Matches,
Fraser Hornby,Darmstadt 98,9.7,"FW,MF",9,-0.73,307,38,3.4,2,76,1,6,26,1,0.88,1,-8,-2.35,3.7,4.7,-1.1,-0.44,+0.81,Matches,
Fabian Schnellhardt,Darmstadt 98,8.9,MF,9,-0.97,280,25,3.1,2,64,0,9,17,13,0.27,1,-8,-2.57,2.8,7.5,-4.8,-1.83,-0.68,Matches,
Alexander Brunst,Darmstadt 98,8.6,GK,16,-3.31,270,90,3.0,3,90,3,0,,22,0.20,2,-14,-4.67,1.4,7.1,-5.7,-1.90,-0.77,Matches,
Braydon Manu,Darmstadt 98,7.0,MF,8,-1.28,219,44,2.4,4,51,0,1,15,0,0.20,1,-7,-2.88,1.6,4.3,-2.7,-1.43,-0.25,Matches,
Filip Stojilković,Darmstadt 98,6.2,"FW,MF",5,-0.65,196,28,2.2,0,,0,7,28,2,0.00,0,-5,-2.30,2.1,4.7,-2.6,-1.55,-0.37,Matches,
Fabio Torsiello,Darmstadt 98,5.0,"FW,DF",5,-0.09,156,16,1.7,1,45,0,9,12,8,0.10,2,-3,-1.73,1.2,5.1,-3.9,-2.27,-1.13,Matches,
Frank Ronstadt,Darmstadt 98,2.5,"DF,MF",2,+1.69,76,19,0.8,0,,0,4,19,2,1.00,2,0,0.00,0.9,2.0,-1.0,-1.23,-0.03,Matches,
Asaf Arania,Darmstadt 98,0.2,MF,1,-13.38,6,6,0.1,0,,0,1,6,2,0.00,0,-1,-15.00,0.0,0.5,-0.5,-8.23,-7.04,Matches,
Morten Behrens,Darmstadt 98,,GK,,,,,,0,,0,0,,12,,,,,,,,,,Matches,
Domagoj Bradarić,Salernitana,80,hr CRO,29,-1.21,37,"2,974",80.6,33.0,32,87,27,5,39,0,0.57,69,-40,-0.08,24.6,58.4,-33.7,-1.10,+0.30,Matches
Antonio Candreva,Salernitana,81,it ITA,24,-1.14,35,"2,840",77.0,31.6,33,84,23,2,40,1,0.54,60,-36,+0.24,22.3,58.6,-36.3,-1.19,-0.13,Matches
