Player Name,Club Name,Country,Position,Age,90s,Goals,Shots,ShotsOnTarget,ShotsOnTarget%,Shots/90min,ShotsOnTarget/90min,Goals/Shot,Goals/ShotOnTarget,AverageShotDistance,ShotsfromFreeKicks,PKMade,TotalPK,ExpectedGoal,NonPenaltyExpectedGoals,NonPenaltyExpectedGoals/shot,Goals-XG,NonPenaltyGoals-NonPenaltyXG,npxG
Luke Harris,Fulham,WAL,MF,18,1.3,0,1,1,100.0,0.76,0.76,0.00,0.00,11.2,0,0,0,0.3,0.3,0.28,-0.3,-0.3,Matches
Luc De Fougerolles,Fulham,CAN,DF,17,1.0,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Armando Broja,Fulham,ALB,FW,21,1.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Tyrese Francois,Fulham,AUS,MF,23,0.5,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Aleksandar Mitrović,Fulham,SRB,FW,28,0.4,0,2,1,50.0,5.45,2.73,0.00,0.00,11.0,0,0,0,0.2,0.2,0.08,-0.2,-0.2,Matches
Devan Tanton,Fulham,COL,DF,19,0.0,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Marvin Ducksch,Werder Bremen,GER,FW,29,30.6,13,75,33,44.0,2.45,1.08,0.11,0.24,18.9,12,5,6,12.8,7.9,0.11,-0.8,-0.9,Matches
Romano Schmid,Werder Bremen,AUT,"MF,FW",23,29.9,4,42,12,28.6,1.40,0.40,0.10,0.33,19.6,1,0,0,5.2,5.2,0.14,-1.2,-1.2,Matches
Anthony Jung,Werder Bremen,GER,DF,31,29.6,1,5,1,20.0,0.17,0.03,0.20,1.00,13.6,0,0,0,0.6,0.6,0.12,+0.4,+0.4,Matches
Mitchell Weiser,Werder Bremen,GER,"DF,MF",29,29.5,3,44,13,29.5,1.49,0.44,0.07,0.23,14.7,0,0,0,3.8,3.8,0.09,-0.8,-0.8,Matches
Michael Zetterer,Werder Bremen,GER,GK,28,27.0,0,1,0,0.0,0.04,0.00,0.00,,9.5,0,0,0,0.1,0.1,0.10,-0.1,-0.1,Matches
Jens Stage,Werder Bremen,DEN,MF,26,26.9,3,40,11,27.5,1.49,0.41,0.08,0.27,15.8,0,0,0,4.4,4.4,0.11,-1.4,-1.4,Matches
Marco Friedl,Werder Bremen,AUT,DF,25,24.4,1,7,1,14.3,0.29,0.04,0.14,1.00,25.1,0,0,0,0.2,0.2,0.04,+0.8,+0.8,Matches
Miloš Veljković,Werder Bremen,SRB,DF,27,22.3,2,6,3,50.0,0.27,0.13,0.33,0.67,16.1,0,0,0,1.7,1.7,0.29,+0.3,+0.3,Matches
Senne Lynen,Werder Bremen,BEL,MF,24,20.0,0,12,2,16.7,0.60,0.10,0.00,0.00,25.1,0,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Leonardo Bittencourt,Werder Bremen,GER,MF,29,18.3,1,32,5,15.6,1.75,0.27,0.03,0.20,21.0,1,0,0,2.2,2.2,0.07,-1.2,-1.2,Matches
Felix Agu,Werder Bremen,GER,"DF,MF",23,17.9,0,11,0,0.0,0.61,0.00,0.00,,19.5,0,0,0,0.9,0.9,0.08,-0.9,-0.9,Matches
Olivier Deman,Werder Bremen,BEL,DF,23,15.2,2,17,7,41.2,1.12,0.46,0.12,0.29,14.2,0,0,0,1.1,1.1,0.06,+0.9,+0.9,Matches
Nick Woltemade,Werder Bremen,GER,"FW,MF",21,13.2,2,22,6,27.3,1.67,0.45,0.09,0.33,14.2,0,0,0,2.4,2.4,0.11,-0.4,-0.4,Matches
Niklas Stark,Werder Bremen,GER,DF,28,13.1,2,5,2,40.0,0.38,0.15,0.40,1.00,13.1,0,0,0,0.2,0.2,0.05,+1.8,+1.8,Matches
Justin Njinmah,Werder Bremen,GER,FW,22,11.3,6,33,14,42.4,2.92,1.24,0.18,0.43,16.2,0,0,0,4.9,4.9,0.15,+1.1,+1.1,Matches
Rafael Borré,Werder Bremen,COL,FW,27,11.0,4,20,7,35.0,1.82,0.64,0.20,0.57,15.4,0,0,0,2.4,2.4,0.12,+1.6,+1.6,Matches
Christian Groß,Werder Bremen,GER,"DF,MF",34,9.2,0,4,1,25.0,0.43,0.11,0.00,0.00,18.1,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
Jiří Pavlenka,Werder Bremen,CZE,GK,31,8.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Julián Malatini,Werder Bremen,ARG,DF,22,6.7,1,3,1,33.3,0.45,0.15,0.33,1.00,19.3,0,0,0,1.0,1.0,0.33,0.0,0.0,Matches
Amos Pieper,Werder Bremen,GER,DF,25,6.7,0,4,1,25.0,0.60,0.15,0.00,0.00,10.2,0,0,0,0.5,0.5,0.11,-0.5,-0.5,Matches
Dawid Kownacki,Werder Bremen,POL,FW,26,4.2,0,19,4,21.1,4.50,0.95,0.00,0.00,16.2,0,0,0,1.3,1.3,0.07,-1.3,-1.3,Matches
Niclas Füllkrug,Werder Bremen,GER,FW,30,3.0,1,7,3,42.9,2.33,1.00,0.00,0.00,15.6,0,1,1,0.5,0.5,0.09,-0.5,-0.5,Matches
Skelly Alvero,Werder Bremen,FRA,MF,21,1.4,1,5,3,60.0,3.66,2.20,0.20,0.33,15.1,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches
Naby Keïta,Werder Bremen,GUI,"MF,DF",28,1.2,0,2,0,0.0,1.65,0.00,0.00,,22.5,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Oliver Burke,Werder Bremen,SCO,FW,26,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nicolai Rapp,Werder Bremen,GER,DF,26,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Isak Hansen-Aarøen,Werder Bremen,NOR,MF,18,0.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Leon Opitz,Werder Bremen,GER,"FW,DF",18,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ilia Gruev,Werder Bremen,BUL,MF,23,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Joel Imasuen,Werder Bremen,USA,FW,18,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Noah Atubolu,Freiburg,GER,GK,21,45.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Maximilian Eggestein,Freiburg,GER,MF,26,43.9,3,61,16,26.2,1.39,0.36,0.05,0.19,20.0,0,0,0,3.4,3.4,0.06,-1.4,-1.4,Matches
Nicolas Höfler,Freiburg,GER,MF,33,37.2,1,31,3,9.7,0.83,0.08,0.03,0.33,16.1,0,0,0,1.3,1.3,0.05,-0.3,-0.3,Matches
Ritsu Doan,Freiburg,JPN,"MF,FW",25,35.7,9,56,28,50.0,1.57,0.78,0.16,0.32,16.0,0,0,0,6.5,6.5,0.12,+2.5,+2.5,Matches
Lucas Höler,Freiburg,GER,"FW,MF",29,35.4,7,51,25,49.0,1.44,0.71,0.12,0.24,14.0,0,1,2,10.1,8.6,0.19,-3.1,-2.6,Matches
Vincenzo Grifo,Freiburg,ITA,"MF,FW",30,34.7,12,60,16,26.7,1.73,0.46,0.07,0.25,21.8,6,8,8,10.3,4.0,0.08,+1.7,0.0,Matches
Matthias Ginter,Freiburg,GER,DF,29,31.6,0,9,5,55.6,0.28,0.16,0.00,0.00,8.3,0,0,0,1.5,1.5,0.17,-1.5,-1.5,Matches
Manuel Gulde,Freiburg,GER,DF,32,30.1,1,12,1,8.3,0.40,0.03,0.08,1.00,11.3,0,0,0,1.1,1.1,0.09,-0.1,-0.1,Matches
Kiliann Sildillia,Freiburg,FRA,"DF,MF",21,28.7,1,15,3,20.0,0.52,0.10,0.07,0.33,15.6,0,0,0,2.1,2.1,0.15,-1.1,-1.1,Matches
Roland Sallai,Freiburg,HUN,"FW,MF",26,28.1,8,91,33,36.3,3.24,1.17,0.09,0.24,16.1,0,0,1,10.5,9.7,0.12,-3.5,-2.7,Matches
Lukas Kübler,Freiburg,GER,DF,30,25.4,1,11,5,45.5,0.43,0.20,0.09,0.20,15.0,0,0,0,1.1,1.1,0.10,-0.1,-0.1,Matches
Michael Gregoritsch,Freiburg,AUT,FW,29,24.1,12,103,37,35.9,4.27,1.53,0.12,0.32,13.9,2,0,0,12.5,12.5,0.13,-0.5,-0.5,Matches
Merlin Röhl,Freiburg,GER,"MF,FW",21,20.7,3,39,12,30.8,1.88,0.58,0.08,0.25,15.9,0,0,0,3.1,3.1,0.09,-0.1,-0.1,Matches
Philipp Lienhart,Freiburg,AUT,DF,27,20.1,1,11,3,27.3,0.55,0.15,0.09,0.33,8.5,0,0,0,1.3,1.3,0.15,-0.3,-0.3,Matches
Jordy Makengo,Freiburg,FRA,DF,21,14.9,0,4,0,0.0,0.27,0.00,0.00,,14.9,0,0,0,0.3,0.3,0.09,-0.3,-0.3,Matches
Christian Günter,Freiburg,GER,DF,30,14.4,2,8,3,37.5,0.56,0.21,0.25,0.67,23.6,0,0,0,0.5,0.5,0.07,+0.5,+0.5,Matches
Noah Weißhaupt,Freiburg,GER,"MF,DF",21,13.0,2,11,4,36.4,0.85,0.31,0.18,0.50,15.8,0,0,0,1.1,1.1,0.10,+0.9,+0.9,Matches
Yannik Keitel,Freiburg,GER,DF,23,11.3,1,6,2,33.3,0.53,0.18,0.17,0.50,8.8,0,0,0,0.7,0.7,0.12,+0.3,+0.3,Matches
Maximilian Philipp,Freiburg,GER,"FW,MF",29,4.7,2,11,4,36.4,2.32,0.85,0.18,0.50,14.3,0,0,0,0.6,0.6,0.05,+1.4,+1.4,Matches
Junior Adamu,Freiburg,AUT,FW,22,3.1,1,4,2,50.0,1.29,0.65,0.25,0.50,13.6,0,0,0,0.3,0.3,0.06,+0.7,+0.7,Matches
Florent Muslija,Freiburg,KVX,MF,25,1.8,0,3,2,66.7,1.70,1.13,0.00,0.00,31.2,0,0,0,0.1,0.1,0.03,-0.1,-0.1,Matches
Kenneth Schmidt,Freiburg,GER,DF,21,1.4,0,2,0,0.0,1.44,0.00,0.00,,29.0,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Attila Szalai,Freiburg,HUN,"DF,MF",25,1.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Florian Müller,Freiburg,GER,GK,25,1.0,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Maximilian Breunig,Freiburg,GER,FW,22,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Fabian Rüdlin,Freiburg,GER,MF,26,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Benjamin Lecomte,Montpellier,FRA,GK,32,33.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Téji Savanier,Montpellier,FRA,MF,31,32.2,9,79,23,29.1,2.45,0.71,0.03,0.09,26.8,21,7,7,9.1,3.6,0.05,-0.1,-1.6,Matches
Joris Chotard,Montpellier,FRA,MF,21,29.7,0,22,8,36.4,0.74,0.27,0.00,0.00,26.1,0,0,0,0.6,0.6,0.03,-0.6,-0.6,Matches
Becir Omeragic,Montpellier,SUI,"DF,MF",21,28.7,1,11,4,36.4,0.38,0.14,0.09,0.25,16.1,0,0,0,0.5,0.5,0.06,-0.5,-0.5,Matches
Jordan Ferri,Montpellier,FRA,MF,31,25.5,1,11,2,18.2,0.43,0.08,0.09,0.50,22.0,1,0,0,0.6,0.6,0.07,+0.4,+0.4,Matches
Akor Adams,Montpellier,NGA,FW,23,25.2,10,81,34,42.0,3.21,1.35,0.12,0.29,14.5,0,0,0,12.4,12.4,0.16,-4.4,-4.4,Matches
Musa Al-Taamari,Montpellier,JOR,FW,26,21.4,5,46,19,41.3,2.15,0.89,0.11,0.26,17.8,0,0,0,3.6,3.6,0.08,+1.4,+1.4,Matches
Boubakar Kouyaté,Montpellier,MLI,DF,26,21.4,0,14,2,14.3,0.65,0.09,0.00,0.00,11.4,0,0,0,0.8,0.8,0.05,-0.8,-0.8,Matches
Issiaga Sylla,Montpellier,GUI,"DF,FW",29,16.2,1,13,5,38.5,0.80,0.31,0.08,0.20,14.6,0,0,0,1.4,1.4,0.11,-0.4,-0.4,Matches
Falaye Sacko,Montpellier,MLI,DF,28,15.4,0,1,0,0.0,0.07,0.00,0.00,,27.4,0,0,0,0.0,0.0,0.02,0.0,0.0,Matches
Christopher Jullien,Montpellier,FRA,DF,30,14.7,1,7,1,14.3,0.48,0.07,0.14,1.00,8.0,0,0,0,1.1,1.1,0.16,-0.1,-0.1,Matches
Wahbi Khazri,Montpellier,TUN,FW,32,14.7,1,48,15,31.3,3.27,1.02,0.02,0.07,21.3,0,0,0,3.3,3.3,0.08,-2.3,-2.3,Matches
Arnaud Nordin,Montpellier,FRA,"FW,MF",25,14.6,5,29,11,37.9,1.98,0.75,0.17,0.45,16.0,0,0,0,3.6,3.6,0.12,+1.4,+1.4,Matches
Maxime Estève,Montpellier,FRA,DF,21,13.1,1,7,2,28.6,0.54,0.15,0.14,0.50,9.7,0,0,0,0.2,0.2,0.05,+0.8,+0.8,Matches
Modibo Sagnan,Montpellier,MLI,DF,24,12.7,3,10,4,40.0,0.79,0.31,0.30,0.75,19.5,0,0,0,1.2,1.2,0.13,+0.8,+0.8,Matches
Khalil Fayad,Montpellier,FRA,"FW,MF",19,12.7,3,20,8,40.0,1.58,0.63,0.15,0.38,18.9,1,0,0,1.9,1.9,0.11,+1.1,+1.1,Matches
Enzo Tchato,Montpellier,CMR,DF,20,12.5,0,5,1,20.0,0.40,0.08,0.00,0.00,18.8,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Lucas Mincarelli,Montpellier,FRA,"DF,MF",19,11.1,1,7,3,42.9,0.63,0.27,0.14,0.33,17.9,0,0,0,0.4,0.4,0.06,+0.6,+0.6,Matches
Silvan Hefti,Montpellier,SUI,"DF,FW",25,10.9,0,6,2,33.3,0.55,0.18,0.00,0.00,18.2,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Tanguy Coulibaly,Montpellier,FRA,"FW,MF",22,8.4,1,20,7,35.0,2.38,0.83,0.05,0.14,14.1,0,0,0,2.6,2.6,0.15,-1.6,-1.6,Matches
Léo Leroy,Montpellier,FRA,MF,23,7.6,0,12,1,8.3,1.59,0.13,0.00,0.00,21.3,0,0,0,0.8,0.8,0.12,-0.8,-0.8,Matches
Théo Sainte-Luce,Montpellier,FRA,DF,24,5.6,0,3,1,33.3,0.53,0.18,0.00,0.00,22.4,0,0,0,0.1,0.1,0.04,-0.1,-0.1,Matches
Kelvin Yeboah,Montpellier,ITA,FW,23,4.2,1,8,4,50.0,1.90,0.95,0.00,0.00,15.3,0,1,1,0.5,0.5,0.08,-0.5,-0.5,Matches
Dimitry Bertaud,Montpellier,COD,GK,25,4.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Yann Karamoh,Montpellier,FRA,"FW,MF",25,3.9,1,6,4,66.7,1.55,1.03,0.17,0.25,20.0,0,0,0,0.8,0.8,0.16,+0.2,+0.2,Matches
Axel Gueguin,Montpellier,FRA,"DF,FW",18,2.9,0,4,2,50.0,1.40,0.70,0.00,0.00,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Sacha Delaye,Montpellier,FRA,"MF,FW",21,2.3,1,11,3,27.3,4.76,1.30,0.09,0.33,21.7,0,0,0,0.3,0.3,0.07,-0.3,-0.3,Matches
Othmane Maamma,Montpellier,FRA,FW,17,1.0,1,3,1,33.3,3.07,1.02,0.33,1.00,14.6,0,0,0,0.3,0.3,0.09,+0.7,+0.7,Matches
Junior Ndiaye,Montpellier,FRA,FW,18,0.5,0,3,2,66.7,6.00,4.00,0.00,0.00,,,0,1,,,,,,Matches
Yanis Issoufou,Montpellier,FRA,MF,16,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Elye Wahi,Montpellier,FRA,FW,20,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mamadou Sakho,Montpellier,FRA,DF,33,0.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Antonio Sivera,Alavés,ESP,GK,26,35.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Ander Guevara,Alavés,ESP,MF,26,34.8,1,16,2,12.5,0.46,0.06,0.06,0.50,23.2,0,0,0,0.7,0.7,0.04,+0.3,+0.3,Matches
Andoni Gorosabel,Alavés,ESP,DF,26,31.8,1,15,6,40.0,0.47,0.19,0.07,0.17,23.4,0,0,0,0.7,0.7,0.05,+0.3,+0.3,Matches
Jon Guridi,Alavés,ESP,MF,28,30.0,3,36,8,22.2,1.20,0.27,0.08,0.38,13.0,0,0,0,4.0,4.0,0.11,-1.0,-1.0,Matches
Luis Rioja,Alavés,ESP,"FW,MF",29,28.9,5,55,16,29.1,1.91,0.55,0.04,0.13,21.6,4,3,4,6.1,3.0,0.06,-1.1,-1.0,Matches
Rafa Marín ,Alavés,ESP,DF,21,28.3,0,14,3,21.4,0.49,0.11,0.00,0.00,14.5,0,0,0,0.7,0.7,0.05,-0.7,-0.7,Matches
Antonio Blanco,Alavés,ESP,MF,23,28.2,0,20,3,15.0,0.71,0.11,0.00,0.00,25.1,0,0,0,0.8,0.8,0.04,-0.8,-0.8,Matches
Javi López,Alavés,ESP,DF,21,27.7,1,20,3,15.0,0.72,0.11,0.05,0.33,17.4,0,0,0,0.9,0.9,0.05,+0.1,+0.1,Matches
Abdel Abqar,Alavés,MAR,DF,24,25.7,0,10,3,30.0,0.39,0.12,0.00,0.00,12.1,0,0,0,0.5,0.5,0.05,-0.5,-0.5,Matches
Rubén Duarte,Alavés,ESP,DF,27,24.5,3,18,6,33.3,0.74,0.25,0.17,0.50,24.6,3,0,0,0.7,0.7,0.05,+1.3,+1.3,Matches
Samu Omorodion,Alavés,ESP,FW,19,22.3,8,67,25,37.3,3.00,1.12,0.12,0.32,13.5,0,0,0,10.8,10.8,0.17,-2.8,-2.8,Matches
Alex Sola,Alavés,ESP,"FW,MF",24,17.6,0,31,9,29.0,1.76,0.51,0.00,0.00,17.6,2,0,0,1.6,1.6,0.06,-1.6,-1.6,Matches
Kiké,Alavés,ESP,"FW,MF",33,17.0,3,59,23,39.0,3.47,1.35,0.05,0.13,13.1,0,0,1,7.7,6.9,0.12,-4.7,-3.9,Matches
Nahuel Tenaglia,Alavés,ARG,DF,27,16.5,1,14,1,7.1,0.85,0.06,0.07,1.00,14.1,0,0,0,0.6,0.6,0.08,+0.4,+0.4,Matches
Carlos Benavídez,Alavés,URU,MF,25,15.6,4,20,9,45.0,1.28,0.58,0.20,0.44,19.8,0,0,0,1.0,1.0,0.07,+2.0,+2.0,Matches
Carlos Vicente,Alavés,ESP,FW,24,13.4,2,16,8,50.0,1.20,0.60,0.13,0.25,15.2,1,0,0,2.3,2.3,0.16,-0.3,-0.3,Matches
Ianis Hagi,Alavés,ROU,"MF,FW",24,11.2,2,35,11,31.4,3.13,0.98,0.06,0.18,23.9,4,0,1,2.8,2.0,0.08,-2.8,-2.0,Matches
Aleksandar Sedlar,Alavés,SRB,DF,31,10.5,1,4,1,25.0,0.38,0.10,0.25,1.00,10.7,0,0,0,0.3,0.3,0.07,+0.7,+0.7,Matches
Abderrahman Rebbach,Alavés,ALG,"FW,MF",24,9.1,3,21,7,33.3,2.30,0.77,0.14,0.43,19.4,1,0,0,0.8,0.8,0.05,+0.2,+0.2,Matches
Giuliano Simeone,Alavés,ARG,FW,20,8.0,1,15,3,20.0,1.87,0.37,0.07,0.33,19.7,0,0,1,2.4,1.6,0.12,-1.4,-0.6,Matches
Jesús Owono,Alavés,EQG,GK,22,7.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Xeber,Alavés,ESP,"FW,MF",26,6.2,3,12,4,33.3,1.95,0.65,0.25,0.75,16.4,0,0,0,0.4,0.4,0.07,-0.4,-0.4,Matches
Joaquín Panichelli,Alavés,ARG,"FW,MF",20,2.5,0,9,2,22.2,3.58,0.80,0.00,0.00,17.8,0,0,0,0.6,0.6,0.06,-0.6,-0.6,Matches
Nikola Maraš,Alavés,SRB,DF,27,2.2,0,2,1,50.0,0.92,0.46,0.00,0.00,,,0,0,,,,,,Matches
Victor Parada,Alavés,ESP,"FW,MF",21,2.0,0,4,0,0.0,2.01,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jon Karrikaburu,Alavés,ESP,"MF,FW",20,2.0,3,14,8,57.1,7.04,4.02,0.21,0.38,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Selu Diallo,Alavés,ESP,MF,19,1.1,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Unai Ropero,Alavés,ESP,MF,21,0.9,0,3,0,0.0,3.51,0.00,0.00,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Miguel,Alavés,ESP,"FW,MF",23,0.7,0,2,1,50.0,2.77,1.38,0.00,0.00,19.6,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Tomás Mendes,Alavés,ESP,MF,18,0.6,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Mamadou Sylla,Alavés,SEN,"FW,MF",29,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Eneko Ortiz,Alavés,ESP,DF,20,0.2,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
José de León,Alavés,DOM,MF,19,0.0,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Max Kilman,Wolves,ENG,DF,26,44.2,2,16,6,37.5,0.36,0.14,0.13,0.33,9.8,0,0,0,1.8,1.8,0.13,+0.2,+0.2,Matches
José Sá,Wolves,POR,GK,30,39.1,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Nélson Semedo,Wolves,POR,"DF,MF",29,38.6,1,18,5,27.8,0.47,0.13,0.06,0.20,19.7,0,0,0,1.3,1.3,0.07,-1.3,-1.3,Matches
Toti Gomes,Wolves,POR,DF,24,37.8,2,12,7,58.3,0.32,0.19,0.17,0.29,9.9,0,0,0,1.6,1.6,0.16,-0.6,-0.6,Matches
Mario Lemina,Wolves,GAB,MF,29,36.2,5,56,20,35.7,1.55,0.55,0.09,0.25,16.6,0,0,0,4.6,4.6,0.10,-0.6,-0.6,Matches
João Gomes,Wolves,BRA,MF,22,31.7,2,28,8,28.6,0.88,0.25,0.07,0.25,18.5,0,0,0,1.7,1.7,0.07,+0.3,+0.3,Matches
Matheus Cunha,Wolves,BRA,"FW,MF",24,30.6,14,77,38,49.4,2.51,1.24,0.16,0.32,18.0,0,2,2,9.5,8.7,0.12,+2.5,+2.3,Matches
Rayan Aït-Nouri,Wolves,ALG,"DF,MF",22,29.5,3,32,10,31.3,1.09,0.34,0.09,0.30,16.8,0,0,0,3.3,3.3,0.14,-1.3,-1.3,Matches
Craig Dawson,Wolves,ENG,DF,33,25.7,1,16,5,31.3,0.62,0.19,0.06,0.20,11.2,0,0,0,1.5,1.5,0.09,-0.5,-0.5,Matches
Hwang Hee-chan,Wolves,KOR,"FW,MF",27,24.9,13,45,18,40.0,1.81,0.72,0.27,0.67,12.2,0,1,1,7.7,6.9,0.16,+4.3,+4.1,Matches
Pablo Sarabia,Wolves,ESP,"MF,FW",31,24.0,4,49,17,34.7,2.04,0.71,0.04,0.12,19.1,7,2,2,5.5,3.9,0.09,-1.5,-1.9,Matches
Tommy Doyle,Wolves,ENG,MF,21,19.5,1,15,3,20.0,0.77,0.15,0.07,0.33,26.2,2,0,0,0.4,0.4,0.03,-0.4,-0.4,Matches
Pedro Neto,Wolves,POR,"FW,MF",23,19.2,3,38,13,34.2,1.98,0.68,0.08,0.23,16.8,3,0,0,3.5,3.5,0.10,-1.5,-1.5,Matches
Matt Doherty,Wolves,IRL,"DF,MF",31,18.7,3,16,5,31.3,0.85,0.27,0.19,0.60,10.8,0,0,0,0.8,0.8,0.09,+0.2,+0.2,Matches
Santiago Bueno,Wolves,URU,DF,24,14.5,0,2,1,50.0,0.14,0.07,0.00,0.00,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jean-Ricner Bellegarde,Wolves,FRA,"MF,FW",25,14.0,2,17,5,29.4,1.21,0.36,0.12,0.40,16.5,0,0,0,1.6,1.6,0.10,+0.4,+0.4,Matches
Boubacar Traoré,Wolves,MLI,MF,21,11.3,0,13,2,15.4,1.15,0.18,0.00,0.00,27.9,0,0,0,0.3,0.3,0.03,-0.3,-0.3,Matches
Hugo Bueno,Wolves,ESP,"DF,MF",20,9.4,1,7,1,14.3,0.74,0.11,0.14,1.00,18.4,0,0,0,0.3,0.3,0.06,-0.3,-0.3,Matches
Daniel Bentley,Wolves,ENG,GK,30,6.3,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Fábio Silva,Wolves,POR,FW,21,4.2,1,9,4,44.4,2.15,0.96,0.11,0.25,13.8,0,0,0,1.0,1.0,0.15,-1.0,-1.0,Matches
Nathan Fraser,Wolves,IRL,FW,18,3.9,2,6,3,50.0,1.52,0.76,0.33,0.67,16.6,0,0,0,0.3,0.3,0.11,-0.3,-0.3,Matches
Sasa Kalajdzic,Wolves,AUT,FW,26,3.2,3,6,3,50.0,1.88,0.94,0.50,1.00,11.2,0,0,0,1.1,1.1,0.26,+0.9,+0.9,Matches
Leon Chiwome,Wolves,ENG,FW,17,2.3,0,2,0,0.0,0.88,0.00,0.00,,11.2,0,0,0,0.1,0.1,0.05,-0.1,-0.1,Matches
Jonny Castro,Wolves,ESP,MF,29,2.1,0,1,1,100.0,0.49,0.49,0.00,0.00,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Matheus Nunes,Wolves,POR,MF,24,2.0,0,1,0,0.0,0.50,0.00,0.00,,15.4,0,0,0,0.1,0.1,0.08,-0.1,-0.1,Matches
Tawanda Chirewa,Wolves,ZIM,"MF,FW",19,1.8,0,3,1,33.3,1.70,0.57,0.00,0.00,21.0,0,0,0,0.2,0.2,0.05,-0.2,-0.2,Matches
Joseph Hodge,Wolves,IRL,MF,20,1.4,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Harvey Griffiths,Wolves,ENG,MF,19,0.4,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Alfie Pond,Wolves,ENG,DF,19,0.1,0,0,0,,0.00,0.00,,,,,0,0,,,,,,Matches
Enso Gonzalez,Wolves,PAR,"MF,DF",18,0.0,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Sergio Herrera,Osasuna,ESP,GK,30,32.9,0,0,0,,0.00,0.00,,,,0,0,0,0.0,0.0,,0.0,0.0,Matches
Jesús Areso,Osasuna,ESP,DF,24,31.9,1,10,2,20.0,0.31,0.06,0.10,0.50,27.1,0,0,0,0.2,0.2,0.02,+0.8,+0.8,Matches
Catena,Osasuna,ESP,DF,28,29.8,1,18,5,27.8,0.60,0.17,0.06,0.20,13.3,1,0,0,1.3,1.3,0.07,-0.3,-0.3,Matches
