Player Name,Club Name,Country,Position,ShortPassesCompleted%,TotalPassingDistance,PassesAttempted,ProgressivePassingDistance,ShortPassesCompleted,ShortPassesAttempted,ShortPassesCompleted%,MediumPassesCompleted,PassesIntoPenaltyArea,CrossesIntoPenaltyArea,ProgressivePasses,LongPassesAttempted,LongPassesCompleted%
Papu Gómez,Monza,ARG,"MF,FW",35,180,19,96,6,6,100,4,2,0,3,7,14.3
Giulio Donati,Monza,ITA,DF,33,656,46,213,18,21,85.7,18,1,1,3,3,66.7
Franco Carboni,Monza,ITA,MF,20,,,,,,,,,,,,
Giorgio Cittadini,Monza,ITA,DF,21,94,6,39,1,2,50,3,0,0,1,1,100
Andrea Ferraris,Monza,ITA,MF,20,60,4,9,2,2,100,2,1,0,1,0,
Davide Bettella,Monza,ITA,MF,23,55,5,0,1,1,100,2,0,0,0,0,
Ermedin Demirović,Augsburg,BIH,"FW,MF",25,4996,574,1174,202,289,69.9,129,17,1,60,14,57.1
Ohis Felix Uduokhai,Augsburg,GER,DF,25,25826,1658,9681,477,549,86.9,725,5,0,101,261,50.6
Finn Dahmen,Augsburg,GER,GK,25,27889,1345,18248,166,168,98.8,556,1,0,3,600,49.8
Jeffrey Gouweleeuw,Augsburg,NED,DF,32,24503,1490,10362,334,375,89.1,636,19,3,143,354,47.2
Phillip Tietz,Augsburg,GER,FW,26,4822,534,1198,191,280,68.2,101,15,1,51,36,61.1
Ruben Vargas,Augsburg,SUI,"MF,FW",24,7631,684,2104,232,288,80.6,189,30,5,77,70,45.7
Kevin Mbabu,Augsburg,SUI,DF,28,11482,1020,5396,288,365,78.9,274,30,20,84,167,41.3
Elvis Rexhbeçaj,Augsburg,GER,MF,25,8584,709,2372,240,297,80.8,212,18,5,91,75,58.7
Mads Pedersen,Augsburg,DEN,DF,26,10860,853,3963,313,351,89.2,249,21,8,66,97,60.8
Iago,Augsburg,BRA,DF,26,9641,735,4071,240,278,86.3,217,27,16,54,109,57.8
Arne Engels,Augsburg,BEL,"MF,DF",19,7179,587,2583,171,213,80.3,160,17,6,52,113,44.2
Niklas Dorsch,Augsburg,GER,MF,25,9719,628,2395,230,248,92.7,264,2,1,47,75,60
Fredrik Jensen,Augsburg,FIN,"MF,FW",25,5090,476,2039,143,190,75.3,98,14,5,46,93,39.8
Arne Maier,Augsburg,GER,MF,24,8314,593,2523,183,212,86.3,182,27,8,64,115,59.1
Kristijan Jakić,Augsburg,CRO,MF,26,6984,503,2584,160,194,82.5,184,8,0,56,60,63.3
Maximilian Bauer,Augsburg,GER,DF,23,7834,491,2619,146,159,91.8,240,0,0,25,55,54.5
Tim Breithaupt,Augsburg,GER,MF,21,3821,281,1252,105,122,86.1,110,3,0,21,23,52.2
Sven Michel,Augsburg,GER,"FW,MF",33,1417,173,429,58,85,68.2,27,11,4,14,10,70
Dion Drena Beljo,Augsburg,CRO,"FW,MF",21,1717,160,335,55,77,71.4,47,8,1,20,6,66.7
Patric Pfeiffer,Augsburg,GER,DF,23,4034,267,1515,56,65,86.2,105,3,1,19,58,51.7
Robert Gumny,Augsburg,POL,DF,25,2584,195,1192,55,72,76.4,65,1,1,18,22,68.2
Pep Biel,Augsburg,ESP,"MF,FW",26,1673,123,542,51,54,94.4,32,4,2,16,19,57.9
Tomáš Koubek,Augsburg,CZE,GK,30,2113,98,1604,11,11,100,31,0,0,0,55,49.1
Mergim Berisha,Augsburg,GER,FW,25,142,14,73,6,8,75,2,1,1,1,1,100
Mert Kömür,Augsburg,GER,"MF,DF",18,462,34,132,17,19,89.5,9,2,0,4,2,100
Frederik Winther,Augsburg,DEN,DF,22,,,,,,,,,,,,
Irvin Cardona,Augsburg,FRA,"MF,DF",25,132,15,70,4,4,100,4,0,0,2,1,0
David Čolina,Augsburg,CRO,DF,23,,,,,,,,,,,,
Masaya Okugawa,Augsburg,JPN,"FW,DF",27,102,11,22,5,7,71.4,2,0,0,1,0,
Nathanael Mbuku,Augsburg,FRA,FW,21,62,7,16,5,6,83.3,0,0,0,1,0,
Mahmut Kücüksahin,Augsburg,,MF,19,59,4,17,3,3,100,1,0,0,0,0,
Lucas Perrin,Strasbourg,FRA,DF,24,33227,1839,12865,435,471,92.4,957,11,2,115,319,61.4
Frederic Guilbert,Strasbourg,FRA,"DF,MF",28,20135,1467,6597,450,520,86.5,522,17,11,116,244,45.9
Habib Diarra,Strasbourg,SEN,"MF,FW",19,14234,874,2751,275,326,84.4,350,23,1,107,129,77.5
Dilane Bakwa,Strasbourg,FRA,"FW,MF",20,10108,862,3121,282,345,81.7,214,36,10,92,153,41.8
Marvin Senaya,Strasbourg,TOG,"DF,MF",22,15097,1120,5149,369,431,85.6,416,21,18,74,127,52.8
Thomas Delaine,Strasbourg,FRA,"DF,MF",31,10860,882,3569,284,336,84.5,288,23,12,52,110,48.2
Emanuel Emegha,Strasbourg,NED,FW,20,2721,294,378,124,168,73.8,69,2,0,11,5,20
Abakar Sylla,Strasbourg,CIV,DF,20,19769,1266,6698,436,473,92.2,567,4,0,72,139,58.3
Ibrahima Sissoko,Strasbourg,MLI,MF,25,11019,752,3046,242,286,84.6,298,7,1,88,87,67.8
Ismaël Doukouré,Strasbourg,FRA,"MF,DF",20,12844,771,3733,237,276,85.9,341,5,0,80,108,69.4
Alaa Bellaarouch,Strasbourg,MAR,GK,21,9261,504,5681,63,63,100,189,1,0,0,238,40.8
Matz Sels,Strasbourg,BEL,GK,31,12321,619,8610,90,90,100,213,1,0,0,307,46.9
Junior Mwanga,Strasbourg,FRA,"MF,FW",20,7563,521,1911,167,205,81.5,191,9,0,56,62,75.8
Kévin Gameiro,Strasbourg,FRA,"FW,MF",36,5374,461,1194,214,247,86.6,112,10,1,44,31,80.6
Ângelo Borges,Strasbourg,BRA,"FW,MF",18,4918,426,1875,139,180,77.2,129,25,9,59,49,44.9
Gerzino Nyamsi,Strasbourg,FRA,DF,26,11520,632,4040,136,156,87.2,345,0,0,25,101,65.3
Saidou Sow,Strasbourg,GUI,DF,21,5779,353,1946,98,108,90.7,175,3,0,24,50,46
Andrey Santos,Strasbourg,BRA,MF,19,7717,511,2017,186,209,89,216,3,0,48,43,74.4
Jessy Deminguet,Strasbourg,FRA,"MF,FW",25,3891,258,1010,105,112,93.8,85,3,0,24,41,61
Dion Moise Sahi,Strasbourg,CIV,"MF,FW",21,2178,175,421,66,83,79.5,55,8,1,21,13,69.2
Lebo Mothiba,Strasbourg,RSA,FW,27,1087,118,191,53,64,82.8,23,2,1,9,2,100
Jérémy Sebas,Strasbourg,MTQ,"FW,MF",20,743,74,138,28,39,71.8,18,1,0,6,2,100
Jean-Ricner Bellegarde,Strasbourg,FRA,"MF,FW",25,1138,96,298,30,38,78.9,32,1,0,11,10,50
Rabby Nzingoula,Strasbourg,CGO,"MF,FW",17,417,43,105,10,16,62.5,14,1,0,8,3,33.3
Aboubacar Ali,Strasbourg,FRA,"MF,FW",17,287,34,51,14,19,73.7,7,1,0,3,0,
Eduard Sobol,Strasbourg,UKR,DF,28,128,13,55,3,3,100,5,0,0,1,2,0
Steven Baseya,Strasbourg,FRA,DF,18,203,12,78,3,3,100,8,0,0,0,1,0
Sanjin Prcić,Strasbourg,BIH,MF,29,941,47,265,15,16,93.8,20,0,0,5,7,100
Mohamed Bechikh,Strasbourg,FRA,"FW,MF",18,83,5,0,2,2,100,3,0,0,0,0,
Samir El Mourabet,Strasbourg,FRA,FW,17,,,,,,,,,,,,
Patrick Ouotro,Strasbourg,CIV,FW,17,18,2,4,0,1,0,1,0,0,1,0,
David Soria,Getafe,ESP,GK,30,27570,1295,24122,41,42,97.6,233,1,0,0,1004,41
Nemanja Maksimović,Getafe,SRB,MF,28,12019,1036,2217,484,557,86.9,278,7,1,73,62,59.7
Mason Greenwood,Getafe,ENG,"MF,FW",21,13710,1036,2684,388,450,86.2,266,27,11,89,183,55.2
Diego Rico,Getafe,ESP,DF,30,17450,1495,8646,482,570,84.6,384,40,32,119,267,39
Gastón Álvarez,Getafe,URU,DF,23,14087,1017,5016,296,339,87.3,356,5,3,63,197,43.7
Djené,Getafe,TOG,"DF,MF",31,15810,1121,5814,335,386,86.8,415,11,5,98,182,50.5
Omar Alderete,Getafe,PAR,DF,26,16564,1056,7319,155,199,77.9,351,14,1,98,384,43.5
Luis Milla,Getafe,ESP,MF,28,19294,1273,5597,443,490,90.4,391,10,6,121,250,60.8
Borja Mayoral,Getafe,ESP,FW,26,6846,558,1339,216,252,85.7,124,7,2,67,63,76.2
Jaime Mata,Getafe,ESP,"FW,MF",34,4502,521,751,219,281,77.9,88,11,6,19,39,35.9
Juanmi Latasa,Getafe,ESP,FW,22,2382,368,380,121,209,57.9,46,8,0,16,18,38.9
Iglesias,Getafe,ESP,"DF,FW",25,7413,635,3284,155,188,82.4,155,15,12,43,169,36.1
Damián Suárez,Getafe,URU,DF,35,7921,638,3538,221,256,86.3,151,13,8,58,135,41.5
Carmona,Getafe,ESP,"DF,MF",21,6803,570,2258,225,259,86.9,144,12,5,39,77,51.9
Óscar Rodríguez Arnaiz,Getafe,ESP,"MF,FW",25,5682,442,1332,174,210,82.9,102,11,1,52,67,68.7
Carles Aleñá,Getafe,ESP,MF,25,5315,396,1146,144,169,85.2,114,3,2,23,59,64.4
Domingos Duarte,Getafe,POR,DF,28,6753,380,2583,67,87,77,168,1,1,47,85,69.4
Stefan Mitrović,Getafe,SRB,DF,33,4178,251,1581,57,69,82.6,94,1,0,19,66,60.6
Jordi,Getafe,ESP,"MF,DF",22,2237,242,608,89,112,79.5,50,2,1,14,21,33.3
Jesús Santiago,Getafe,ESP,MF,19,2242,189,445,80,96,83.3,56,4,0,15,15,46.7
Ilaix Moriba,Getafe,GUI,"MF,FW",20,2286,204,471,89,115,77.4,45,4,0,21,16,62.5
Mauro Arambarri,Getafe,URU,MF,27,2299,142,646,48,55,87.3,48,2,2,20,25,72
Fabrizio Angileri,Getafe,ARG,"DF,MF",29,1143,103,377,30,38,78.9,25,4,3,7,18,44.4
Enes Ünal,Getafe,TUR,"FW,MF",26,317,35,121,16,22,72.7,4,0,0,1,2,50
Daniel Fuzato,Getafe,BRA,GK,26,185,10,140,0,0,,1,0,0,0,9,44.4
Anthony Lozano,Getafe,HON,"MF,FW",30,128,16,43,6,8,75,2,1,1,1,1,100
Nabil Aberdin,Getafe,FRA,DF,20,1159,79,426,22,26,84.6,29,0,0,7,17,41.2
Alberto Risco,Getafe,ESP,MF,17,541,47,115,25,27,92.6,14,2,0,6,0,
Portu,Getafe,ESP,FW,31,226,23,115,8,10,80,5,2,0,3,1,100
John Joe,Getafe,IRL,MF,19,,,,,,,,,,,,
Santiago García,Getafe,ESP,FW,21,69,7,40,3,3,100,2,2,0,2,0,
Gorka Rivera Alonso,Getafe,ESP,DF,18,77,6,71,2,2,100,1,0,0,0,3,33.3
Yassin Tallal,Getafe,ESP,FW,18,0,2,0,0,1,0,0,0,0,0,1,0
Jeremy Jorge,Getafe,ESP,FW,20,0,0,0,0,0,,0,0,0,0,0,
James Tarkowski,Everton,ENG,DF,30,25219,1550,10527,396,474,83.5,588,23,3,130,335,58.5
Jordan Pickford,Everton,ENG,GK,29,33034,1576,26388,144,145,99.3,378,8,0,6,1031,44.7
Jarrad Branthwaite,Everton,ENG,DF,21,20561,1385,8048,440,507,86.8,531,1,0,74,212,54.2
James Garner,Everton,ENG,MF,22,16067,1244,4432,464,536,86.6,374,24,6,100,185,48.6
Dwight McNeil,Everton,ENG,"MF,FW",23,14956,1266,5035,465,534,87.1,263,54,20,114,252,46
Vitaliy Mykolenko,Everton,UKR,DF,24,13579,1166,5739,488,549,88.9,275,17,10,55,169,47.9
Abdoulaye Doucouré,Everton,MLI,"FW,MF",30,9807,893,2329,381,453,84.1,239,18,1,97,59,47.5
Amadou Onana,Everton,BEL,MF,21,14568,1036,4039,444,499,89,312,14,1,107,115,73.9
Jack Harrison,Everton,ENG,"MF,FW",26,5825,631,2378,243,291,83.5,127,34,11,62,73,31.5
Dominic Calvert-Lewin,Everton,ENG,FW,26,2917,440,647,175,271,64.6,49,12,0,31,12,50
Ashley Young,Everton,ENG,"DF,MF",38,12752,1052,5653,339,386,87.8,290,22,11,82,219,37.9
Idrissa Gana Gueye,Everton,SEN,MF,33,11688,898,3236,384,428,89.7,317,9,1,83,66,59.1
Nathan Patterson,Everton,SCO,DF,21,6185,550,2761,219,252,86.9,124,14,6,38,86,44.2
Ben Godfrey,Everton,ENG,DF,25,5725,484,2373,147,180,81.7,157,6,2,43,62,37.1
Beto,Everton,GNB,FW,25,1451,180,323,66,98,67.3,34,6,0,14,7,71.4
Arnaut Danjuma,Everton,NED,"MF,FW",26,1420,152,357,57,69,82.6,37,2,0,9,7,28.6
Séamus Coleman,Everton,IRL,DF,34,3381,306,1481,111,132,84.1,76,4,2,22,51,31.4
Michael Keane,Everton,ENG,DF,30,3519,221,1261,47,60,78.3,98,0,0,14,42,54.8
André Gomes,Everton,POR,"MF,FW",30,3909,291,971,112,132,84.8,80,6,1,36,51,52.9
Lewis Dobbin,Everton,ENG,MF,20,537,65,95,32,36,88.9,9,3,1,3,5,40
João Virgínia,Everton,POR,GK,23,,,,,,,,,,,,
Youssef Chermiti,Everton,POR,FW,19,486,58,108,19,32,59.4,12,4,0,5,1,100
Alex Iwobi,Everton,NGA,MF,27,545,42,179,13,14,92.9,7,3,1,4,15,46.7
Neal Maupay,Everton,FRA,FW,26,353,26,14,12,13,92.3,8,0,0,0,1,100
Lewis Warrington,Everton,ENG,FW,20,53,2,0,0,0,,1,0,0,0,1,100
Thomas Cannon,Everton,IRL,FW,20,0,0,0,0,0,,0,0,0,0,0,
Tyler Onyango,Everton,ENG,MF,20,0,0,0,0,0,,0,0,0,0,0,
Jonas Wind,Wolfsburg,DEN,FW,24,6971,673,1949,274,356,77,151,27,0,88,40,67.5
Maximilian Arnold,Wolfsburg,GER,MF,29,25047,1582,7547,497,549,90.5,590,28,11,143,316,55.4
Joakim Mæhle,Wolfsburg,DEN,"DF,MF",26,19313,1555,7037,694,760,91.3,473,27,8,119,121,49.6
Maxence Lacroix,Wolfsburg,FRA,DF,23,24787,1449,9524,396,448,88.4,674,6,2,79,216,69.4
Koen Casteels,Wolfsburg,BEL,GK,31,20991,949,15027,104,105,99,300,0,0,1,535,52.9
Ridle Baku,Wolfsburg,GER,"DF,MF",25,12508,1048,3955,408,475,85.9,306,26,10,85,115,50.4
Lovro Majer,Wolfsburg,CRO,"MF,FW",25,11960,1039,3406,393,457,86,284,29,6,124,120,45
Cedric Zesiger,Wolfsburg,SUI,DF,25,17299,1118,6554,351,380,92.4,509,4,2,81,142,52.1
Yannick Gerhardt,Wolfsburg,GER,"MF,DF",29,8438,756,2288,330,379,87.1,202,8,2,49,57,45.6
Moritz Jenz,Wolfsburg,GER,DF,24,16823,1068,6685,345,367,94,525,1,0,47,108,54.6
Mattias Svanberg,Wolfsburg,SWE,MF,24,8980,807,2918,306,369,82.9,204,16,2,84,104,36.5
Sebastiaan Bornauw,Wolfsburg,BEL,DF,24,13040,842,4770,301,323,93.2,382,0,0,41,97,52.6
Kevin Paredes,Wolfsburg,USA,"FW,MF",20,6756,592,2043,260,301,86.4,148,17,5,50,52,51.9
Aster Vranckx,Wolfsburg,BEL,MF,20,8276,585,1835,244,269,90.7,190,4,2,48,74,63.5
Tiago Tomás,Wolfsburg,POR,"FW,MF",21,2524,278,435,112,145,77.2,54,10,1,17,21,38.1
Václav Černý,Wolfsburg,CZE,"FW,MF",25,3926,364,1237,145,173,83.8,71,21,2,37,45,53.3
Rogério,Wolfsburg,BRA,DF,25,7185,552,2809,241,262,92,181,11,8,57,39,61.5
Pavao Pervan,Wolfsburg,AUT,GK,35,6220,300,4414,55,55,100,105,0,0,0,136,50
Patrick Wimmer,Wolfsburg,AUT,"FW,MF",22,1822,200,525,78,101,77.2,35,3,0,15,15,33.3
Kevin Behrens,Wolfsburg,GER,FW,32,1539,175,251,63,93,67.7,36,8,1,17,9,33.3
Jakub Kamiński,Wolfsburg,POL,"FW,MF",21,2424,195,587,84,95,88.4,60,7,2,18,20,40
Amin Sarr,Wolfsburg,SWE,"FW,MF",22,1094,130,215,62,76,81.6,17,5,0,12,4,100
Nicolas Cozza,Wolfsburg,FRA,DF,24,2373,192,782,76,88,86.4,61,2,2,16,18,44.4
Kilian Fischer,Wolfsburg,GER,"DF,MF",22,1728,148,588,56,65,86.2,42,3,1,6,16,37.5
Lukas Nmecha,Wolfsburg,GER,FW,24,81,12,15,2,6,33.3,1,0,0,1,1,100
Dženan Pejčinović,Wolfsburg,GER,FW,18,76,10,0,4,6,66.7,2,0,0,0,0,
Bennit Bröger,Wolfsburg,GER,FW,17,13,4,0,2,3,66.7,0,0,0,0,0,
Kofi Amoako,Wolfsburg,GER,MF,18,0,1,0,0,0,,0,0,0,0,1,0
Lucas Ocampos,Sevilla,ARG,FW,29,14435,1379,3930,514,645,79.7,298,46,22,143,178,40.4
Sergio Ramos,Sevilla,ESP,DF,37,35156,1841,12747,478,525,91,852,5,0,98,371,75.7
Youssef En-Nesyri,Sevilla,MAR,FW,26,3315,384,560,145,205,70.7,76,6,0,21,14,42.9
Boubakary Soumaré,Sevilla,FRA,MF,24,20614,1385,5535,597,652,91.6,534,5,1,114,109,82.6
Loïc Bade,Sevilla,FRA,DF,23,22307,1394,8455,390,431,90.5,639,1,0,76,208,53.8
Ørjan Nyland,Sevilla,NOR,GK,32,18184,870,14790,89,89,100,221,0,0,0,549,43
Adrià Pedrosa,Sevilla,ESP,"DF,FW",25,12376,1058,4095,427,492,86.8,279,20,14,67,139,38.8
Jesús Navas,Sevilla,ESP,DF,37,17694,1396,5715,491,563,87.2,364,42,26,112,237,49.8
Nemanja Gudelj,Sevilla,SRB,DF,31,21609,1377,7146,443,483,91.7,648,3,2,89,141,60.3
Óliver Torres,Sevilla,ESP,"FW,MF",28,11622,949,3342,427,469,91,255,18,8,102,111,48.6
Djibril Sow,Sevilla,SUI,MF,26,11582,823,2212,327,370,88.4,307,7,2,85,66,72.7
Ivan Rakitić,Sevilla,CRO,MF,35,20408,1405,6475,461,530,87,379,34,18,160,336,54.5
Kike Salas,Sevilla,ESP,DF,21,14672,1115,5266,404,467,86.5,402,7,2,66,130,36.9
Juanlu Sánchez,Sevilla,ESP,DF,19,10529,912,3498,418,472,88.6,258,21,11,60,63,38.1
Suso,Sevilla,ESP,MF,29,12512,935,4065,381,420,90.7,235,38,14,111,159,57.9
Marko Dmitrović,Sevilla,SRB,GK,31,10412,542,8129,88,88,100,189,0,0,1,258,39.9
Marcos Acuña,Sevilla,ARG,DF,31,13112,934,5310,293,332,88.3,280,23,14,64,200,50.5
Dodi Lukebakio,Sevilla,BEL,FW,25,4806,423,721,186,211,88.2,98,12,5,32,44,56.8
Isaac Romero,Sevilla,ESP,FW,23,1949,209,319,83,105,79,46,9,1,16,12,41.7
Érik Lamela,Sevilla,ARG,"FW,MF",31,2432,229,623,114,132,86.4,57,8,3,23,7,42.9
Fernando,Sevilla,BRA,MF,36,5688,366,1447,148,160,92.5,135,5,2,32,41,75.6
Lucien Agoume,Sevilla,FRA,MF,21,5285,360,1424,141,163,86.5,120,5,1,35,42,73.8
Joan Jordán,Sevilla,ESP,MF,29,4035,274,1215,118,130,90.8,90,1,0,33,27,81.5
Rafa Mir,Sevilla,ESP,FW,26,881,94,109,33,46,71.7,24,1,1,2,5,40
Tanguy Nianzou,Sevilla,FRA,DF,21,2752,166,844,47,54,87,84,0,0,15,15,80
Marcão,Sevilla,BRA,DF,27,3272,199,1364,65,67,97,96,0,0,12,20,70
Mariano,Sevilla,DOM,"MF,FW",29,640,67,147,23,34,67.6,13,1,1,7,9,55.6
Adnan Januzaj,Sevilla,BEL,"FW,MF",28,1250,88,244,35,38,92.1,23,1,1,9,18,55.6
Manu Bueno,Sevilla,ESP,MF,19,831,49,175,16,18,88.9,21,1,0,3,7,85.7
Yassine Bounou,Sevilla,MAR,GK,32,673,31,573,5,5,100,6,0,0,0,19,47.4
Federico Gattoni,Sevilla,ARG,DF,24,137,9,21,2,3,66.7,2,0,0,0,2,100
Hannibal Mejbri,Sevilla,TUN,MF,20,543,50,94,27,29,93.1,13,3,0,5,4,25
Darío Fuentes,Sevilla,ESP,DF,20,,,,,,,,,,,,
Alberto López,Sevilla,ESP,GK,19,,,,,,,,,,,,
Diego Iturralde,Sevilla,ESP,DF,20,148,14,110,5,5,100,4,0,0,1,2,0
Alejo Véliz,Sevilla,ARG,FW,19,49,6,2,2,4,50,1,0,0,0,0,
Jesús Corona,Sevilla,MEX,"MF,DF",30,106,14,14,6,7,85.7,3,0,0,0,1,0
Gonzalo Montiel,Sevilla,ARG,DF,26,,,,,,,,,,,,
Joaquín Martínez Gauna,Sevilla,ESP,FW,20,,,,,,,,,,,,
Óscar Mingueza,Celta Vigo,ESP,"DF,MF",24,24165,1967,11712,778,875,88.9,536,55,17,170,277,45.1
Unai Núñez,Celta Vigo,ESP,DF,26,26581,1635,10797,410,472,86.9,712,2,0,106,314,53.5
Jørgen Strand Larsen,Celta Vigo,NOR,FW,23,5082,618,766,286,370,77.3,85,15,3,25,23,65.2
Iago Aspas,Celta Vigo,ESP,FW,35,15355,1305,4670,475,583,81.5,320,55,6,161,202,48.5
Fran Beltrán,Celta Vigo,ESP,MF,24,18451,1364,5360,602,662,90.9,473,15,2,134,104,61.5
Carl Starfelt,Celta Vigo,SWE,DF,28,16597,1035,6106,334,368,90.8,508,1,0,38,93,60.2
Vicente Guaita,Celta Vigo,ESP,GK,36,16190,804,12066,104,105,99,257,0,0,0,437,44.4
Luca de la Torre,Celta Vigo,USA,MF,25,7881,764,2176,396,440,90,176,7,0,93,27,51.9
Jonathan Bamba,Celta Vigo,CIV,"MF,FW",27,7575,769,2148,397,455,87.3,138,33,10,80,36,55.6
Manu Sánchez,Celta Vigo,ESP,"DF,MF",22,10322,866,4222,357,411,86.9,244,25,14,74,84,46.4
Carlos Dominguez,Celta Vigo,ESP,DF,22,12595,864,4749,257,302,85.1,353,3,0,63,134,47
Renato Tapia,Celta Vigo,PER,"MF,DF",28,9909,715,3901,249,283,88,200,11,2,61,141,54.6
Iván Villar,Celta Vigo,ESP,GK,26,5988,324,4510,44,44,100,100,0,0,0,176,39.2
Anastasios Douvikas,Celta Vigo,GRE,FW,23,1387,166,216,63,91,69.2,29,6,1,13,7,57.1
Jailson Siqueira,Celta Vigo,BRA,"DF,MF",27,6877,488,2995,179,197,90.9,186,4,1,38,51,56.9
Mihailo Ristić,Celta Vigo,SRB,"DF,MF",27,5752,513,2352,205,233,88,137,3,3,30,71,29.6
Kevin Vázquez,Celta Vigo,ESP,DF,30,4674,379,1967,148,171,86.5,120,7,3,28,36,47.2
Hugo Sotelo,Celta Vigo,ESP,MF,19,8503,589,2430,282,296,95.3,172,6,1,55,78,65.4
Carlos Dotor,Celta Vigo,ESP,MF,22,4289,350,997,167,185,90.3,94,3,1,30,24,62.5
Hugo Álvarez,Celta Vigo,ESP,"MF,DF",20,5179,455,1437,241,263,91.6,117,15,3,34,27,29.6
Williot Swedberg,Celta Vigo,SWE,"FW,MF",19,1055,108,244,45,56,80.4,21,3,1,6,6,66.7
Carles Pérez,Celta Vigo,ESP,"MF,DF",25,3028,259,575,110,129,85.3,70,9,2,18,27,44.4
Javier Manquillo,Celta Vigo,ESP,"DF,MF",29,5551,436,2183,179,198,90.4,160,4,0,25,26,42.3
Franco Cervi,Celta Vigo,ARG,"MF,DF",29,3302,284,1239,137,151,90.7,74,4,0,24,18,50
Miguel Rodríguez,Celta Vigo,ESP,MF,20,1127,116,258,48,55,87.3,26,4,0,8,6,16.7
Joseph Aidoo,Celta Vigo,GHA,DF,27,2918,185,1187,41,46,89.1,84,1,0,12,35,54.3
Tadeo Allende,Celta Vigo,ARG,"MF,FW",24,900,98,309,39,52,75,12,2,1,7,8,62.5
Damián Rodríguez,Celta Vigo,ESP,MF,20,3051,213,813,89,92,96.7,84,0,0,9,21,47.6
Agustín Marchesín,Celta Vigo,ARG,GK,35,,,,,,,,,,,,
Yoel Lago,Celta Vigo,ESP,DF,19,1376,86,591,35,38,92.1,43,0,0,2,3,100
Javier Rueda Garcia,Celta Vigo,ESP,"MF,DF",21,268,16,73,4,5,80,7,0,0,1,2,100
Gabriel Veiga,Celta Vigo,ESP,FW,21,16,5,8,2,3,66.7,0,0,0,0,1,0
Javi Rodríguez,Celta Vigo,ESP,DF,20,,,,,,,,,,,,
Predrag Rajković,Mallorca,SRB,GK,27,28267,1249,23581,74,74,100,251,1,0,0,911,44.7
Giovanni González,Mallorca,URU,DF,28,15432,1244,6464,485,549,88.3,342,28,15,91,176,51.1
Dani Rodríguez,Mallorca,ESP,MF,35,11921,1010,4005,328,389,84.3,250,27,11,118,199,42.2
Martin Valjent,Mallorca,SVK,DF,27,15592,1067,6228,343,374,91.7,400,5,3,61,178,47.2
Matija Nastasić,Mallorca,SRB,DF,30,16422,992,6494,246,277,88.8,411,8,2,64,215,57.2
Samu Costa,Mallorca,POR,MF,22,15302,1087,3901,357,433,82.4,359,11,4,93,153,64.7
Antonio Raillo,Mallorca,ESP,DF,31,19217,1159,7350,337,384,87.8,544,2,0,80,150,68.7
Vedat Muriqi,Mallorca,KVX,FW,29,6079,660,999,225,338,66.6,130,13,2,40,41,63.4
Sergi Darder,Mallorca,ESP,MF,29,13785,1002,4827,313,357,87.7,275,32,14,132,229,50.2
Cyle Larin,Mallorca,CAN,FW,28,2419,294,410,107,149,71.8,51,1,0,13,16,62.5
Copete,Mallorca,ESP,DF,23,8887,584,3089,155,180,86.1,230,6,3,52,117,48.7
Jaume Costa,Mallorca,ESP,DF,35,9676,834,4167,345,385,89.6,217,21,14,50,115,37.4
Manu Morlanes,Mallorca,ESP,MF,24,10611,809,2959,352,395,89.1,236,14,3,104,85,63.5
Toni Lato,Mallorca,ESP,DF,25,9743,788,3108,309,352,87.8,233,14,9,39,87,48.3
Antonio Sánchez,Mallorca,ESP,MF,26,6013,545,1779,193,236,81.8,142,14,6,57,63,47.6
Omar Mascarell,Mallorca,EQG,MF,30,11983,779,3142,272,310,87.7,279,6,0,67,120,65.8
Abdón Prats,Mallorca,ESP,"FW,MF",30,2042,240,475,73,110,66.4,42,8,0,26,23,52.2
Pablo Maffeo,Mallorca,ESP,DF,26,6550,603,2806,172,207,83.1,155,9,8,41,116,32.8
Dominik Greif,Mallorca,SVK,GK,26,959,32,841,2,2,100,11,0,0,0,19,57.9
Amath,Mallorca,SEN,"FW,MF",27,1118,113,296,42,55,76.4,24,4,2,13,8,75
Siebe Van Der Heyden,Mallorca,BEL,DF,25,1241,101,438,34,35,97.1,28,0,0,1,26,30.8
Javier Llabrés,Mallorca,ESP,"MF,FW",20,1083,97,216,29,35,82.9,25,2,1,5,15,46.7
Nemanja Radonjić,Mallorca,SRB,"MF,DF",27,1304,119,465,41,55,74.5,25,5,4,12,21,42.9
Nacho Vidal,Mallorca,ESP,DF,28,2088,202,850,97,105,92.4,43,4,2,15,19,26.3
Iván Cuéllar,Mallorca,ESP,GK,39,612,35,461,3,4,75,14,0,0,0,17,41.2
David López,Mallorca,ESP,DF,20,,,,,,,,,,,,
Daniel Luna,Mallorca,COL,MF,20,,,,,,,,,,,,
Rubén Quintanilla,Mallorca,ESP,MF,21,,,,,,,,,,,,
Pau Mascaró,Mallorca,ESP,FW,18,,,,,,,,,,,,
Marcos Fernández Cózar,Mallorca,ESP,DF,20,,,,,,,,,,,,
Álvaro Vallés,Las Palmas,ESP,GK,26,33677,1926,24426,495,496,99.8,750,0,0,5,641,46.2
Kirian Rodríguez,Las Palmas,ESP,MF,27,41188,3062,12239,1478,1587,93.1,1001,41,4,296,224,66.1
