Player Name,Club Name,Country,Position,ShortPassesCompleted%,TotalPassingDistance,PassesAttempted,ProgressivePassingDistance,ShortPassesCompleted,ShortPassesAttempted,ShortPassesCompleted%,MediumPassesCompleted,PassesIntoPenaltyArea,CrossesIntoPenaltyArea,ProgressivePasses,LongPassesAttempted,LongPassesCompleted%
Tyler Adams,Bournemouth,USA,MF,24,973,71,262,35,39,89.7,18,0,0,5,8,75
James Hill,Bournemouth,ENG,DF,21,542,42,243,13,16,81.3,8,0,0,5,10,50
Romain Faivre,Bournemouth,FRA,"MF,FW",25,251,26,114,9,12,75,7,1,0,5,3,33.3
Gavin Kilkenny,Bournemouth,IRL,MF,23,,,,,,,,,,,,
Dominic Sadi,Bournemouth,ENG,FW,19,0,1,0,0,1,0,0,0,0,0,0,
Daniel Adu-Adjei,Bournemouth,ENG,FW,18,,,,,,,,,,,,
Patrick Mainka,Heidenheim,GER,DF,28,25821,1555,10674,384,448,85.7,742,2,0,122,231,65.4
Kevin Müller,Heidenheim,GER,GK,32,34968,1482,23711,76,77,98.7,571,1,0,0,826,55.3
Tim Kleindienst,Heidenheim,GER,FW,27,7296,874,1708,295,462,63.9,147,10,2,73,47,63.8
Jonas Föhrenbach,Heidenheim,GER,DF,27,20703,1462,9260,382,457,83.6,508,24,13,96,288,50.7
Eren Dinkçi,Heidenheim,GER,"FW,MF",21,8305,819,3108,257,360,71.4,181,33,15,89,86,53.5
Jan-Niklas Beste,Heidenheim,GER,"FW,MF",24,10762,947,4487,242,316,76.6,168,30,17,57,256,45.3
Omar Traoré,Heidenheim,GER,DF,25,15012,1240,6810,400,465,86,375,28,15,78,183,43.7
Lennard Maloney,Heidenheim,USA,MF,23,13838,942,3511,234,306,76.5,348,6,0,62,164,58.5
Benedikt Gimber,Heidenheim,GER,DF,26,14351,846,4173,160,192,83.3,429,0,0,25,156,58.3
Jan Schöppner,Heidenheim,GER,MF,24,7530,668,2508,214,293,73,176,10,0,72,78,51.3
Marvin Pieringer,Heidenheim,GER,"MF,FW",23,4439,431,992,166,227,73.1,93,10,0,41,33,66.7
Norman Theuerkauf,Heidenheim,GER,"MF,DF",36,9518,590,3473,167,196,85.2,211,7,2,46,112,67
Kevin Sessa,Heidenheim,GER,"MF,FW",23,5953,450,1904,133,163,81.6,138,13,2,51,66,63.6
Adrian Beck,Heidenheim,GER,"MF,FW",26,5102,431,1027,157,203,77.3,122,5,0,29,36,63.9
Tim Siersleben,Heidenheim,GER,DF,23,9924,559,4378,127,145,87.6,246,0,0,48,137,59.1
Nikola Dovedan,Heidenheim,AUT,"MF,FW",29,2162,204,589,60,84,71.4,50,3,0,22,27,37
Marnon Busch,Heidenheim,GER,DF,28,5437,411,2102,118,140,84.3,124,9,2,34,78,48.7
Denis Thomalla,Heidenheim,GER,"MF,FW",30,2466,191,675,66,88,75,54,4,1,22,20,85
Florian Pick,Heidenheim,GER,"MF,FW",27,2066,183,705,47,65,72.3,50,5,3,12,35,42.9
Stefan Schimmer,Heidenheim,GER,"MF,FW",29,290,45,93,11,22,50,7,1,1,2,1,100
Vitus Eicher,Heidenheim,GER,GK,32,,,,,,,,,,,,
Christian Kühlwetter,Heidenheim,GER,MF,27,24,2,11,0,1,0,1,0,0,0,0,
Thomas Keller,Heidenheim,GER,"MF,FW",23,73,7,37,3,3,100,0,0,0,2,3,33.3
Antonee Robinson,Fulham,USA,DF,25,27304,2054,9830,664,796,83.4,643,46,26,129,324,54.3
Bernd Leno,Fulham,GER,GK,31,29886,1577,18166,266,268,99.3,746,0,0,0,551,42.6
João Palhinha,Fulham,POR,MF,28,19131,1333,5348,522,586,89.1,449,7,1,97,163,62
Timothy Castagne,Fulham,BEL,DF,27,21238,1662,7361,705,794,88.8,514,17,8,77,162,56.2
Andreas Pereira,Fulham,BRA,MF,27,16256,1295,5305,436,500,87.2,309,34,11,138,289,46
Calvin Bassey,Fulham,NGA,DF,23,27276,1674,9421,483,514,94,787,2,0,62,246,57.3
Willian,Fulham,BRA,FW,34,16128,1145,3848,460,513,89.7,337,69,9,153,157,69.4
Alex Iwobi,Fulham,NGA,"FW,MF",27,13556,1051,4268,400,451,88.7,325,46,8,147,118,55.9
Harry Wilson,Fulham,WAL,FW,26,7538,632,1644,254,294,86.4,153,26,7,60,83,57.8
Tosin Adarabioyo,Fulham,ENG,DF,25,21010,1216,7956,277,307,90.2,627,2,0,62,177,65
Rodrigo Muniz,Fulham,BRA,FW,22,2018,222,532,74,113,65.5,39,7,0,19,16,75
Issa Diop,Fulham,FRA,DF,26,17646,1080,6371,333,358,93,555,3,0,66,98,54.1
Bobby Reid,Fulham,JAM,FW,30,5129,487,1431,211,240,87.9,112,17,5,47,37,45.9
Tom Cairney,Fulham,SCO,MF,32,17463,1272,3797,603,644,93.6,422,25,4,145,109,62.4
Harrison Reed,Fulham,ENG,MF,28,9667,748,2279,306,341,89.7,263,15,2,56,51,64.7
Tim Ream,Fulham,USA,DF,35,18892,1060,6949,308,333,92.5,515,1,0,65,143,76.9
Raúl Jiménez,Fulham,MEX,FW,32,3408,382,717,162,201,80.6,54,11,2,24,33,51.5
Saša Lukić,Fulham,SRB,MF,26,6753,496,1796,204,229,89.1,193,5,0,43,29,69
Kenny Tete,Fulham,NED,DF,27,6413,523,2614,236,269,87.7,146,10,7,54,44,61.4
Marek Rodák,Fulham,SVK,GK,26,,,,,,,,,,,,
Carlos Vinícius,Fulham,BRA,FW,28,587,62,115,28,34,82.4,14,0,0,3,1,100
Adama Traoré,Fulham,ESP,"FW,MF",27,1487,139,457,52,62,83.9,38,9,4,16,12,41.7
Fodé Ballo-Touré,Fulham,SEN,"DF,MF",26,1002,78,224,23,30,76.7,26,0,0,0,8,75
Luke Harris,Fulham,WAL,MF,18,172,14,14,5,8,62.5,4,1,0,1,1,100
Luc De Fougerolles,Fulham,CAN,DF,17,,,,,,,,,,,,
Armando Broja,Fulham,ALB,FW,21,200,27,71,15,19,78.9,4,1,0,2,0,
Tyrese Francois,Fulham,AUS,MF,23,,,,,,,,,,,,
Aleksandar Mitrović,Fulham,SRB,FW,28,78,8,24,1,3,33.3,2,1,0,1,1,100
Devan Tanton,Fulham,COL,DF,19,,,,,,,,,,,,
Marvin Ducksch,Werder Bremen,GER,FW,29,9838,950,3256,273,360,75.8,184,30,2,88,203,41.4
Romano Schmid,Werder Bremen,AUT,"MF,FW",23,15062,1211,4544,475,570,83.3,350,46,13,144,123,62.6
Anthony Jung,Werder Bremen,GER,DF,31,28008,1795,10414,629,674,93.3,764,10,4,107,215,63.7
Mitchell Weiser,Werder Bremen,GER,"DF,MF",29,17176,1443,7158,585,682,85.8,398,42,23,111,149,47.7
Michael Zetterer,Werder Bremen,GER,GK,28,25285,1127,17563,117,118,99.2,444,1,0,3,547,60.1
Jens Stage,Werder Bremen,DEN,MF,26,12813,1042,4152,383,491,78,332,18,3,85,86,58.1
Marco Friedl,Werder Bremen,AUT,DF,25,19543,1081,6566,250,275,90.9,536,4,1,59,215,65.6
Miloš Veljković,Werder Bremen,SRB,DF,27,22332,1295,7585,315,360,87.5,580,14,6,89,263,62.4
Senne Lynen,Werder Bremen,BEL,MF,24,13189,903,3571,321,370,86.8,334,7,1,66,109,69.7
Leonardo Bittencourt,Werder Bremen,GER,MF,29,10812,829,2713,323,367,88,263,20,7,85,98,56.1
Felix Agu,Werder Bremen,GER,"DF,MF",23,7657,669,2921,246,292,84.2,203,16,7,32,67,40.3
Olivier Deman,Werder Bremen,BEL,DF,23,9637,730,3323,244,284,85.9,226,15,8,40,111,56.8
Nick Woltemade,Werder Bremen,GER,"FW,MF",21,4609,412,1137,178,219,81.3,94,16,1,43,38,63.2
Niklas Stark,Werder Bremen,GER,DF,28,9883,595,4445,138,167,82.6,262,3,0,37,124,58.9
Justin Njinmah,Werder Bremen,GER,FW,22,1980,215,397,89,121,73.6,43,9,1,13,9,66.7
Rafael Borré,Werder Bremen,COL,FW,27,3375,301,679,135,166,81.3,63,9,3,28,20,65
Christian Groß,Werder Bremen,GER,"DF,MF",34,7530,499,2997,162,187,86.6,229,4,1,46,39,66.7
Jiří Pavlenka,Werder Bremen,CZE,GK,31,4952,246,3302,39,39,100,93,0,0,0,113,47.8
Julián Malatini,Werder Bremen,ARG,DF,22,5104,364,1552,135,151,89.4,137,3,2,27,42,47.6
Amos Pieper,Werder Bremen,GER,DF,25,4549,312,1880,79,100,79,114,2,0,24,66,50
Dawid Kownacki,Werder Bremen,POL,FW,26,942,109,199,36,50,72,21,1,0,10,7,57.1
Niclas Füllkrug,Werder Bremen,GER,FW,30,799,66,274,27,33,81.8,15,2,0,9,7,85.7
Skelly Alvero,Werder Bremen,FRA,MF,21,1098,76,274,24,35,68.6,25,1,0,9,9,88.9
Naby Keïta,Werder Bremen,GUI,"MF,DF",28,844,67,293,22,27,81.5,23,2,0,13,8,50
Oliver Burke,Werder Bremen,SCO,FW,26,98,12,18,2,4,50,4,0,0,0,1,0
Nicolai Rapp,Werder Bremen,GER,DF,26,563,40,213,12,14,85.7,18,0,0,2,3,66.7
Isak Hansen-Aarøen,Werder Bremen,NOR,MF,18,161,14,52,5,6,83.3,4,1,0,2,2,50
Leon Opitz,Werder Bremen,GER,"FW,DF",18,101,13,38,4,5,80,1,0,0,0,2,50
Ilia Gruev,Werder Bremen,BUL,MF,23,13,1,14,1,1,100,0,0,0,0,0,
Joel Imasuen,Werder Bremen,USA,FW,18,8,1,0,1,1,100,0,0,0,0,0,
Noah Atubolu,Freiburg,GER,GK,21,38711,1899,27706,237,239,99.2,675,2,0,1,971,47
Maximilian Eggestein,Freiburg,GER,MF,26,23283,1808,6678,754,863,87.4,632,29,3,223,99,65.7
Nicolas Höfler,Freiburg,GER,MF,33,25222,1735,6985,650,736,88.3,711,11,1,138,129,72.9
Ritsu Doan,Freiburg,JPN,"MF,FW",25,10933,1036,3735,449,535,83.9,227,36,11,102,115,36.5
Lucas Höler,Freiburg,GER,"FW,MF",29,8859,980,1887,398,549,72.5,181,19,2,66,43,65.1
Vincenzo Grifo,Freiburg,ITA,"MF,FW",30,22809,1751,6153,610,703,86.8,479,49,16,148,322,47.2
Matthias Ginter,Freiburg,GER,DF,29,28609,1835,10612,524,571,91.8,871,11,3,173,252,47.6
Manuel Gulde,Freiburg,GER,DF,32,24749,1541,7634,453,502,90.2,762,7,2,100,195,55.4
Kiliann Sildillia,Freiburg,FRA,"DF,MF",21,20180,1577,7302,565,654,86.4,454,27,18,99,245,50.2
Roland Sallai,Freiburg,HUN,"FW,MF",26,8670,798,1996,313,367,85.3,197,35,13,64,83,39.8
Lukas Kübler,Freiburg,GER,DF,30,17644,1308,6225,477,533,89.5,453,8,2,90,176,50
Michael Gregoritsch,Freiburg,AUT,FW,29,4688,524,1288,189,290,65.2,92,16,2,51,34,58.8
Merlin Röhl,Freiburg,GER,"MF,FW",21,7078,577,1538,240,294,81.6,172,11,4,45,44,68.2
Philipp Lienhart,Freiburg,AUT,DF,27,23343,1335,8889,331,371,89.2,646,5,0,70,253,59.7
Jordy Makengo,Freiburg,FRA,DF,21,9456,674,2491,245,277,88.4,277,6,5,61,59,49.2
Christian Günter,Freiburg,GER,DF,30,7571,613,2567,237,258,91.9,187,11,9,28,86,41.9
Noah Weißhaupt,Freiburg,GER,"MF,DF",21,6889,588,1578,212,238,89.1,163,21,14,36,85,41.2
Yannik Keitel,Freiburg,GER,DF,23,9902,613,4295,151,176,85.8,266,5,0,53,130,50.8
Maximilian Philipp,Freiburg,GER,"FW,MF",29,1446,145,221,65,72,90.3,32,4,1,10,4,75
Junior Adamu,Freiburg,AUT,FW,22,374,60,84,27,34,79.4,5,1,0,3,1,0
Florent Muslija,Freiburg,KVX,MF,25,1375,109,492,39,44,88.6,32,5,0,15,17,52.9
Kenneth Schmidt,Freiburg,GER,DF,21,1051,73,341,26,28,92.9,32,2,1,5,3,66.7
Attila Szalai,Freiburg,HUN,"DF,MF",25,1064,72,580,20,23,87,33,1,0,5,8,50
Florian Müller,Freiburg,GER,GK,25,,,,,,,,,,,,
Maximilian Breunig,Freiburg,GER,FW,22,39,4,0,1,2,50,1,0,0,0,0,
Fabian Rüdlin,Freiburg,GER,MF,26,89,5,35,1,1,100,2,0,0,1,1,100
Benjamin Lecomte,Montpellier,FRA,GK,32,19197,1006,14917,102,104,98.1,303,0,0,0,580,44.8
Téji Savanier,Montpellier,FRA,MF,31,27308,1888,10471,477,582,82,473,44,8,224,562,52.1
Joris Chotard,Montpellier,FRA,MF,21,18558,1179,6343,366,425,86.1,419,15,5,111,195,72.8
Becir Omeragic,Montpellier,SUI,"DF,MF",21,17025,1060,5657,341,378,90.2,443,2,0,71,165,59.4
Jordan Ferri,Montpellier,FRA,MF,31,19799,1331,6455,436,500,87.2,492,26,10,173,202,62.4
Akor Adams,Montpellier,NGA,FW,23,3676,385,786,125,185,67.6,89,4,2,17,29,48.3
Musa Al-Taamari,Montpellier,JOR,FW,26,5492,553,1444,233,290,80.3,119,28,0,54,26,61.5
Boubakar Kouyaté,Montpellier,MLI,DF,26,14305,873,5064,217,251,86.5,387,1,0,58,155,63.9
Issiaga Sylla,Montpellier,GUI,"DF,FW",29,9051,719,3985,242,300,80.7,218,10,7,43,108,47.2
Falaye Sacko,Montpellier,MLI,DF,28,10049,784,3666,267,311,85.9,275,13,6,63,84,48.8
Christopher Jullien,Montpellier,FRA,DF,30,8894,512,2972,114,135,84.4,256,1,1,26,81,69.1
Wahbi Khazri,Montpellier,TUN,FW,32,3892,318,1215,108,141,76.6,71,5,2,33,47,59.6
Arnaud Nordin,Montpellier,FRA,"FW,MF",25,4665,390,1231,151,182,83,113,22,4,52,34,61.8
Maxime Estève,Montpellier,FRA,DF,21,5200,369,1826,110,130,84.6,142,0,0,23,55,50.9
Modibo Sagnan,Montpellier,MLI,DF,24,8897,517,3096,124,147,84.4,236,0,0,25,89,74.2
Khalil Fayad,Montpellier,FRA,"FW,MF",19,4324,345,1087,142,161,88.2,98,4,1,35,40,52.5
Enzo Tchato,Montpellier,CMR,DF,20,8024,639,3281,227,267,85,192,15,11,46,101,43.6
Lucas Mincarelli,Montpellier,FRA,"DF,MF",19,5326,438,1994,160,192,83.3,135,7,2,26,57,36.8
Silvan Hefti,Montpellier,SUI,"DF,FW",25,3494,328,1326,132,158,83.5,81,7,3,25,27,37
Tanguy Coulibaly,Montpellier,FRA,"FW,MF",22,1831,172,305,81,89,91,41,4,0,13,7,42.9
Léo Leroy,Montpellier,FRA,MF,23,2315,184,933,60,79,75.9,52,2,0,21,25,64
Théo Sainte-Luce,Montpellier,FRA,DF,24,2097,172,901,67,73,91.8,60,0,0,15,14,35.7
Kelvin Yeboah,Montpellier,ITA,FW,23,762,79,190,35,40,87.5,18,0,0,5,4,25
Dimitry Bertaud,Montpellier,COD,GK,25,2762,142,1980,10,10,100,46,0,0,0,84,41.7
Yann Karamoh,Montpellier,FRA,"FW,MF",25,887,88,140,35,46,76.1,18,3,1,3,7,57.1
Axel Gueguin,Montpellier,FRA,"DF,FW",18,389,43,200,17,21,81,8,1,0,3,4,25
Sacha Delaye,Montpellier,FRA,"MF,FW",21,533,48,150,21,24,87.5,13,1,1,4,5,20
Othmane Maamma,Montpellier,FRA,FW,17,394,32,47,16,18,88.9,8,1,0,2,2,50
Junior Ndiaye,Montpellier,FRA,FW,18,,,,,,,,,,,,
Yanis Issoufou,Montpellier,FRA,MF,16,71,2,7,1,1,100,0,0,0,1,1,100
Elye Wahi,Montpellier,FRA,FW,20,99,6,22,3,3,100,3,0,0,1,0,
Mamadou Sakho,Montpellier,FRA,DF,33,192,16,105,8,8,100,6,0,0,1,0,
Antonio Sivera,Alavés,ESP,GK,26,23568,1105,18918,107,107,100,205,2,0,0,784,42.9
Ander Guevara,Alavés,ESP,MF,26,18552,1471,6374,530,641,82.7,439,21,2,187,173,60.7
Andoni Gorosabel,Alavés,ESP,DF,26,15562,1329,6234,627,704,89.1,345,32,10,117,100,55
Jon Guridi,Alavés,ESP,MF,28,10484,830,2965,326,389,83.8,251,23,4,117,78,61.5
Luis Rioja,Alavés,ESP,"FW,MF",29,9059,855,2662,280,351,79.8,193,38,19,77,133,42.1
Rafa Marín ,Alavés,ESP,DF,21,17631,1025,7334,259,291,89,454,2,0,77,211,60.2
Antonio Blanco,Alavés,ESP,MF,23,14200,1053,5503,383,444,86.3,310,19,8,133,154,56.5
Javi López,Alavés,ESP,DF,21,13424,1129,5698,391,458,85.4,282,21,16,92,204,41.2
Abdel Abqar,Alavés,MAR,DF,24,12370,762,4872,141,164,86,302,2,0,49,225,44
Rubén Duarte,Alavés,ESP,DF,27,11070,827,5341,226,262,86.3,254,15,10,81,198,40.4
Samu Omorodion,Alavés,ESP,FW,19,3200,322,468,142,180,78.9,68,5,0,18,13,61.5
Alex Sola,Alavés,ESP,"FW,MF",24,4680,430,1722,131,154,85.1,101,19,9,42,82,40.2
Kiké,Alavés,ESP,"FW,MF",33,2973,301,589,105,147,71.4,67,8,2,32,19,57.9
Nahuel Tenaglia,Alavés,ARG,DF,27,6427,454,3084,121,144,84,166,6,3,45,84,46.4
Carlos Benavídez,Alavés,URU,MF,25,5838,459,1863,147,179,82.1,130,9,0,60,84,44
Carlos Vicente,Alavés,ESP,FW,24,3443,357,1278,97,140,69.3,67,18,14,23,66,40.9
Ianis Hagi,Alavés,ROU,"MF,FW",24,3661,301,1189,100,119,84,61,12,4,32,65,47.7
Aleksandar Sedlar,Alavés,SRB,DF,31,6944,405,2813,115,129,89.1,178,0,0,26,67,68.7
Abderrahman Rebbach,Alavés,ALG,"FW,MF",24,2213,225,845,63,84,75,40,6,3,14,45,37.8
Giuliano Simeone,Alavés,ARG,FW,20,1546,169,563,70,93,75.3,34,12,1,24,7,42.9
Jesús Owono,Alavés,EQG,GK,22,3064,119,2621,10,10,100,27,0,0,0,81,49.4
Xeber,Alavés,ESP,"FW,MF",26,991,100,239,46,53,86.8,17,1,0,6,10,40
Joaquín Panichelli,Alavés,ARG,"FW,MF",20,399,46,153,16,21,76.2,11,1,0,6,3,0
Nikola Maraš,Alavés,SRB,DF,27,,,,,,,,,,,,
Victor Parada,Alavés,ESP,"FW,MF",21,0,0,0,0,0,,0,0,0,0,0,
Jon Karrikaburu,Alavés,ESP,"MF,FW",20,58,5,9,0,2,0,1,0,0,0,1,100
Selu Diallo,Alavés,ESP,MF,19,,,,,,,,,,,,
Unai Ropero,Alavés,ESP,MF,21,46,5,20,3,3,100,1,0,0,0,0,
Miguel,Alavés,ESP,"FW,MF",23,75,15,0,3,6,50,2,0,0,0,1,0
Tomás Mendes,Alavés,ESP,MF,18,63,6,0,1,2,50,3,0,0,0,0,
Mamadou Sylla,Alavés,SEN,"FW,MF",29,64,7,6,1,4,25,1,0,0,1,1,100
Eneko Ortiz,Alavés,ESP,DF,20,43,4,31,2,2,100,1,1,0,1,0,
José de León,Alavés,DOM,MF,19,,,,,,,,,,,,
Max Kilman,Wolves,ENG,DF,26,36846,2309,13119,766,824,93,1008,11,1,117,346,52.9
José Sá,Wolves,POR,GK,30,17257,1097,11201,186,190,97.9,360,0,0,1,522,31
Nélson Semedo,Wolves,POR,"DF,MF",29,21759,1849,7306,876,969,90.4,495,25,10,138,158,43.7
Toti Gomes,Wolves,POR,DF,24,23316,1847,8336,782,859,91,631,6,1,79,153,39.2
Mario Lemina,Wolves,GAB,MF,29,20364,1470,5341,654,718,91.1,485,8,3,76,146,63
João Gomes,Wolves,BRA,MF,22,15291,1279,4174,596,665,89.6,342,23,5,101,94,53.2
Matheus Cunha,Wolves,BRA,"FW,MF",24,8887,831,2308,411,476,86.3,182,31,1,87,57,56.1
Rayan Aït-Nouri,Wolves,ALG,"DF,MF",22,13946,1190,3935,627,688,91.1,297,13,4,99,72,52.8
Craig Dawson,Wolves,ENG,DF,33,23417,1277,8062,296,333,88.9,640,2,0,49,237,66.7
Hwang Hee-chan,Wolves,KOR,"FW,MF",27,5661,551,1028,256,312,82.1,131,7,2,37,21,61.9
Pablo Sarabia,Wolves,ESP,"MF,FW",31,11034,976,3731,377,439,85.9,195,40,6,109,168,43.5
Tommy Doyle,Wolves,ENG,MF,21,15164,955,4208,309,331,93.4,361,7,2,81,178,59.6
Pedro Neto,Wolves,POR,"FW,MF",23,8269,722,1984,308,354,87,154,29,12,54,98,50
Matt Doherty,Wolves,IRL,"DF,MF",31,7798,653,2105,296,348,85.1,174,7,1,31,55,56.4
Santiago Bueno,Wolves,URU,DF,24,7158,480,2158,177,192,92.2,223,0,0,11,37,48.6
Jean-Ricner Bellegarde,Wolves,FRA,"MF,FW",25,3452,314,786,144,161,89.4,76,7,0,39,29,48.3
Boubacar Traoré,Wolves,MLI,MF,21,5849,455,1360,207,234,88.5,138,7,3,29,34,67.6
Hugo Bueno,Wolves,ESP,"DF,MF",20,4380,406,1005,211,237,89,92,8,8,8,27,40.7
Daniel Bentley,Wolves,ENG,GK,30,2347,144,1661,30,30,100,37,0,0,0,76,36.8
Fábio Silva,Wolves,POR,FW,21,779,76,174,37,43,86,16,0,0,10,4,25
Nathan Fraser,Wolves,IRL,FW,18,380,42,45,24,27,88.9,7,2,0,2,0,
Sasa Kalajdzic,Wolves,AUT,FW,26,507,60,130,22,33,66.7,10,2,0,5,5,40
Leon Chiwome,Wolves,ENG,FW,17,244,22,59,12,13,92.3,6,0,0,2,1,100
Jonny Castro,Wolves,ESP,MF,29,0,0,0,0,0,,0,0,0,0,0,
Matheus Nunes,Wolves,POR,MF,24,1077,106,279,59,68,86.8,23,1,0,8,6,33.3
Tawanda Chirewa,Wolves,ZIM,"MF,FW",19,664,58,151,29,31,93.5,14,3,2,7,3,66.7
Joseph Hodge,Wolves,IRL,MF,20,,,,,,,,,,,,
Harvey Griffiths,Wolves,ENG,MF,19,,,,,,,,,,,,
Alfie Pond,Wolves,ENG,DF,19,,,,,,,,,,,,
Enso Gonzalez,Wolves,PAR,"MF,DF",18,87,6,3,2,2,100,3,0,0,0,0,
Sergio Herrera,Osasuna,ESP,GK,30,26571,1185,22063,87,87,100,315,0,0,1,770,47
Jesús Areso,Osasuna,ESP,DF,24,16878,1368,7275,502,572,87.8,416,40,24,106,160,49.4
Catena,Osasuna,ESP,DF,28,25279,1341,10188,255,284,89.8,621,3,0,77,355,59.2
Ante Budimir,Osasuna,CRO,FW,32,2893,441,814,170,249,68.3,54,10,2,42,12,33.3
David García,Osasuna,ESP,DF,29,21953,1339,8473,361,399,90.5,614,5,0,133,218,58.7
Aimar Oroz,Osasuna,ESP,MF,21,12423,1035,2859,485,560,86.6,288,18,0,103,63,65.1
Rubén Peña,Osasuna,ESP,"DF,FW",32,10643,955,4696,297,368,80.7,263,33,18,78,129,40.3
Johan Mojica,Osasuna,COL,DF,30,14714,1193,5344,460,513,89.7,315,36,25,82,185,42.2
Moi Gómez,Osasuna,ESP,"MF,FW",29,16451,1177,3884,434,484,89.7,394,12,5,127,149,61.7
Lucas Torró,Osasuna,ESP,MF,29,9666,798,2491,298,368,81,250,6,0,60,71,56.3
Juan Cruz Armada,Osasuna,ESP,DF,31,12473,941,5357,345,382,90.3,287,9,3,77,145,51.7
Jon Moncayola,Osasuna,ESP,MF,25,14615,1025,4122,340,387,87.9,329,15,5,99,198,53.5
Iker Muñoz,Osasuna,ESP,MF,20,13509,991,3354,301,360,83.6,350,4,0,80,144,51.4
Jorge Herrando,Osasuna,ESP,DF,22,11221,738,4290,213,237,89.9,315,1,0,35,131,42.7
Rubén García,Osasuna,ESP,"FW,MF",30,8222,774,2306,288,354,81.4,163,26,9,59,130,42.3
Raúl,Osasuna,ESP,FW,22,2465,306,453,128,190,67.4,46,6,0,22,10,60
Pablo Ibáñez,Osasuna,ESP,MF,24,5502,452,1476,163,208,78.4,147,10,2,67,40,55
José Arnaiz,Osasuna,ESP,"FW,MF",28,3471,318,615,136,157,86.6,65,5,1,11,43,48.8
Ezequiel Ávila,Osasuna,ARG,"FW,MF",29,5068,371,1419,94,122,77,75,18,7,39,109,54.1
Aitor Fernández,Osasuna,ESP,GK,32,4462,198,3696,10,10,100,48,0,0,1,137,50.4
Unai García,Osasuna,ESP,DF,31,3503,202,1226,46,51,90.2,88,0,0,12,49,49
Kike Barja,Osasuna,ESP,"FW,MF",26,1232,114,240,44,50,88,24,6,3,8,17,47.1
Nacho Vidal,Osasuna,ESP,"DF,FW",28,529,40,191,8,13,61.5,14,0,0,1,8,50
Darko Brašanac,Osasuna,SRB,MF,31,142,15,18,5,7,71.4,3,0,0,1,2,50
Iñigo Arguibide,Osasuna,ESP,DF,18,10,4,0,1,3,33.3,0,0,0,0,0,
Jorge Moreno,Osasuna,ESP,DF,22,38,7,0,0,1,0,2,0,0,0,2,0
Asier Osambela,Osasuna,ESP,MF,19,17,5,2,2,3,66.7,0,0,0,0,0,
Xabier Huarte Armendáriz,Osasuna,ESP,MF,22,28,2,11,1,1,100,1,0,0,1,0,
Max Svensson,Osasuna,ESP,FW,,0,0,0,0,0,,0,0,0,0,0,
Matteo Pessina,Monza,ITA,MF,26,33524,2154,7225,780,865,90.2,952,26,5,190,190,75.3
Michele Di Gregorio,Monza,ITA,GK,26,28283,1350,18779,220,224,98.2,513,0,0,1,600,52.3
Andrea Colpani,Monza,ITA,"MF,FW",24,14005,981,3225,333,379,87.9,296,41,9,120,176,58
Pablo Marí,Monza,ESP,DF,29,33221,1737,11252,421,451,93.3,919,3,1,62,310,74.5
Roberto Gagliardini,Monza,ITA,"MF,DF",29,23611,1487,5656,563,607,92.8,648,10,1,120,135,74.8
Luca Caldirola,Monza,ITA,DF,32,23794,1374,7803,453,464,97.6,656,1,1,56,192,68.2
Dany Mota,Monza,POR,"FW,MF",25,10962,836,1870,316,373,84.7,222,21,11,57,108,69.4
Samuele Birindelli,Monza,ITA,DF,24,15543,1104,4505,427,466,91.6,382,25,14,70,138,58.7
Giorgos Kyriakopoulos,Monza,GRE,DF,27,15032,1080,4779,446,472,94.5,366,20,12,70,120,53.3
Patrick Ciurria,Monza,ITA,"DF,MF",28,10671,847,3258,335,377,88.9,271,28,10,68,72,56.9
Armando Izzo,Monza,ITA,DF,31,21780,1235,6523,342,361,94.7,665,4,0,59,151,72.2
Danilo D'Ambrosio,Monza,ITA,DF,34,17542,1095,5544,360,376,95.7,531,4,1,61,124,59.7
Andrea Carboni,Monza,ITA,DF,22,14698,976,4909,352,384,91.7,411,5,4,46,122,53.3
Warren Bondo,Monza,FRA,MF,19,9504,621,1586,239,253,94.5,271,2,1,43,39,87.2
Lorenzo Colombo,Monza,ITA,FW,21,2711,263,593,104,139,74.8,48,3,0,24,22,72.7
Milan Đurić,Monza,BIH,FW,33,1700,272,251,93,156,59.6,35,2,0,8,3,0
Valentin Carboni,Monza,ARG,"MF,FW",18,6962,523,1487,225,260,86.5,175,8,1,57,38,73.7
Pedro Pereira,Monza,POR,DF,25,6526,517,2297,215,234,91.9,158,15,10,43,57,43.9
Jean-Daniel Akpa-Akpro,Monza,CIV,MF,30,3557,263,826,113,128,88.3,95,0,0,10,15,80
Alessio Zerbin,Monza,ITA,"DF,FW",24,4240,282,1162,83,94,88.3,103,12,9,20,52,57.7
Alessandro Sorrentino,Monza,ITA,GK,21,3731,193,2467,35,35,100,73,0,0,0,83,48.2
Samuele Vignato,Monza,ITA,"MF,FW",19,1743,128,428,61,68,89.7,34,2,0,13,15,73.3
Gianluca Caprari,Monza,ITA,"MF,FW",30,1784,124,475,49,53,92.5,31,7,0,15,24,70.8
Daniel Maldini,Monza,ITA,"MF,FW",21,1463,114,391,50,57,87.7,25,6,1,10,20,60
Mirko Marić,Monza,CRO,FW,28,793,91,84,45,53,84.9,15,1,0,4,2,50
Pepín,Monza,EQG,"MF,FW",26,1961,143,462,54,61,88.5,45,1,0,13,18,55.6
